Informations,Time,NH3-AEC,H2O wwtp,H2_from_AEC,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
Scenario: Best case,1,59511.37247009194,120510.5292519362,10712.047044616551,10712.04704461655,0.0,60801.57902524353,0.0,85696.37635693241,0.0,0.0,0.0,0.0,533580.4533511562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10712.047044616553,533580.4533511562,1.0
Profile: 2020,2,65207.37621598309,132044.93683736576,11737.327718876957,11737.327718876957,0.0,66621.0721323456,0.0,93898.62175101566,0.0,0.0,0.0,0.0,584650.9653369099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11737.327718876959,584650.9653369099,1.0
Location: Bornholm,3,67274.15535294707,136230.16458971784,12109.347963530474,12109.347963530472,0.0,68732.65904099896,0.0,96874.78370824379,0.0,0.0,0.0,0.0,603181.7587484074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12109.347963530476,603181.7587484074,1.0
Fuel: NH3,4,82661.27658316691,167389.085080913,14879.029784970046,14879.029784970044,0.0,84453.37305948997,0.0,119032.23827976036,0.0,0.0,0.0,0.0,741143.0723765893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14879.02978497005,741143.0723765893,1.0
Electrolyser: AEC,5,74888.60480491961,151649.4247299622,13479.94886488553,13479.948864885531,0.0,76512.18975709025,0.0,107839.59091908424,0.0,0.0,0.0,0.0,671453.1028960295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13479.948864885533,671453.1028960295,1.0
CO2 capture: None,6,83211.49887177924,168552.06349388955,14982.405643901295,14978.069796920265,0.0,85040.13443478374,0.0,119859.24515121036,4.335846981031236,0.0,4.335846981031236,0.0,746285.5892084881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14982.405643901298,746285.5892084881,1.0
CO2taxWTTup: 0,7,83211.49887177924,184696.31278162872,16417.450025033664,14978.069796920265,0.0,93185.44634209106,0.0,131339.6002002693,1439.3802281134012,0.0,1443.7160750944324,0.0,815975.5586890479,0.0,0.0,0.0,447.28428544677274,0.0,0.0,0.0,16417.450025033664,815528.2744036012,1.0
CO2taxWTTop: 0,8,83211.49887177924,184696.31278162872,16417.450025033664,14978.069796920265,0.0,93185.44634209106,0.0,131339.6002002693,1439.3802281133994,0.0,2883.0963032078316,0.0,823157.3494370445,0.0,0.0,0.0,7629.075033443425,0.0,0.0,0.0,16417.450025033664,815528.2744036012,1.0
CO2WTTop_treshhold -1,9,83211.49887177924,184696.31278162872,16417.450025033664,14978.069796920265,0.0,93185.44634209106,0.0,131339.6002002693,1439.3802281134012,0.0,4322.476531321233,0.0,826526.5846027713,0.0,0.0,0.0,0.0,10474.5811420668,0.0,10474.5811420668,16417.450025033664,816052.0034607045,1.0
Renewable criterion: None,10,83211.49887177924,184696.31278162872,16417.450025033664,14978.069796920265,0.0,93185.44634209106,0.0,131339.6002002693,1439.3802281134012,0.0,5761.856759434634,0.0,835304.3288503228,0.0,0.0,0.0,19776.054446721595,0.0,0.0,10474.5811420668,16417.450025033664,815528.2744036012,1.0
Renewable application: 0,11,83211.49887177924,184696.31278162872,16417.450025033664,14978.069796920265,0.0,93185.44634209106,0.0,131339.6002002693,1439.3802281134012,0.0,7201.236987548035,0.0,842308.7914317021,0.0,0.0,0.0,0.0,25505.254312477053,0.0,35979.83545454366,16417.450025033664,816803.537119225,1.0
 ,12,83211.49887177924,184696.31278162872,16417.450025033664,14978.069796920265,0.0,93185.44634209106,0.0,131339.6002002693,1439.3802281134012,0.0,8640.617215661438,0.0,842308.7914317021,0.0,0.0,0.0,26780.517028100934,0.0,0.0,35979.83545454366,16417.450025033664,815528.2744036012,1.0
 ,13,83211.49887177924,184696.31278162872,16417.450025033664,14978.069796920265,0.0,93185.44634209106,0.0,131339.6002002693,17658.804121914858,16219.423893801457,10079.997443774893,0.0,842308.7914317021,0.0,0.0,0.0,0.0,10985.00815993105,0.0,46964.84361447471,16417.450025033664,831323.783271771,1.0
