Informations,Time,NH3-SOEC,H2O wwtp,H2_from_SOEC_HI,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
Scenario: Non-flex,1,61893.12007128332,125333.56814434873,11140.761612830998,11140.761612830998,0.0,0.0,0.0,89126.09290264799,0.0,0.0,0.0,0.0,459065.13988871285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11140.761612830996,459065.1398887127,1.0
Profile: 2020,2,66896.89371835449,135466.20977966784,12041.44086930381,12041.44086930381,0.0,0.0,0.0,96331.52695443048,0.0,0.0,0.0,0.0,503003.57800368435,0.0,0.0,0.0,6825.136238791689,0.0,0.0,0.0,12041.44086930381,496178.44176489266,1.0
Location: Bornholm,3,66896.89371835449,135466.20977966784,12041.44086930381,12041.44086930381,0.0,0.0,0.0,96331.52695443048,0.0,0.0,0.0,0.0,518946.5182224848,0.0,0.0,0.0,22768.076457592135,0.0,0.0,0.0,12041.44086930381,496178.44176489266,1.0
Fuel: NH3,4,66896.89371835449,135466.20977966784,12041.44086930381,12041.44086930381,0.0,0.0,0.0,96331.52695443048,0.0,0.0,0.0,0.0,637641.3267414009,0.0,0.0,0.0,141462.8849765082,0.0,0.0,0.0,12041.44086930381,496178.44176489266,1.0
Electrolyser: SOEC,5,66896.89371835449,135466.20977966784,12041.44086930381,12041.44086930381,0.0,0.0,0.0,96331.52695443048,0.0,0.0,0.0,0.0,577683.6663970127,0.0,0.0,0.0,81505.22463212,0.0,0.0,0.0,12041.44086930381,496178.44176489266,1.0
CO2 capture: None,6,66896.89371835449,177691.85014469275,15794.83112397269,12041.44086930381,0.0,0.0,0.0,126358.64899178152,3753.3902546688823,0.0,3753.3902546688823,0.0,642065.6833571446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15794.83112397269,642065.6833571445,1.0
CO2taxWTTup: 0,7,66896.89371835449,182447.0185402848,16217.512759136427,12041.44086930381,0.0,0.0,0.0,129740.10207309142,4176.071889832618,0.0,7929.4621445015,0.0,702023.3437015328,0.0,0.0,0.0,0.0,41456.01687013305,0.0,41456.01687013305,16217.512759136427,660567.3268313998,1.0
CO2taxWTTop: 0,8,66896.89371835449,182447.0185402848,16217.512759136427,12041.44086930381,0.0,0.0,0.0,129740.10207309142,4176.071889832618,0.0,12105.534034334118,0.0,708202.1865614507,0.0,0.0,0.0,49707.6605735576,0.0,0.0,41456.01687013305,16217.512759136427,658494.5259878931,1.0
CO2WTTop_treshhold -1,9,66896.89371835449,182447.0185402848,16217.512759136427,12041.44086930381,0.0,0.0,0.0,129740.10207309142,4176.071889832618,0.0,16281.605924166735,0.0,711100.9029648689,0.0,0.0,0.0,0.0,50101.31140664364,0.0,91557.32827677668,16217.512759136427,660999.5915582253,1.0
Renewable criterion: None,10,66896.89371835449,182447.0185402848,16217.512759136427,12041.44086930381,0.0,0.0,0.0,129740.10207309142,4176.071889832618,0.0,20457.677813999355,0.0,718652.8220158797,0.0,0.0,0.0,60158.296027986566,0.0,0.0,91557.32827677668,16217.512759136427,658494.5259878931,1.0
Renewable application: 0,11,66896.89371835449,182447.0185402848,16217.512759136427,12041.44086930381,0.0,0.0,0.0,129740.10207309142,4176.071889832618,0.0,24633.74970383197,0.0,724679.1008545649,0.0,0.0,0.0,66184.57486667181,0.0,0.0,91557.32827677668,16217.512759136427,658494.5259878931,1.0
 ,12,66896.89371835449,182447.0185402848,16217.512759136427,12041.44086930381,0.0,0.0,0.0,129740.10207309142,4176.071889832618,0.0,28809.821593664587,0.0,724679.1008545649,0.0,0.0,0.0,0.0,63032.928444449346,0.0,154590.25672122603,16217.512759136427,661646.1724101156,1.0
 ,13,66896.89371835449,182447.0185402848,16217.512759136427,12041.44086930381,0.0,0.0,0.0,129740.10207309142,4176.071889832618,0.0,32985.8934834972,0.0,724679.1008545649,0.0,0.0,0.0,66184.57486667181,0.0,0.0,154590.25672122603,16217.512759136427,658494.5259878931,1.0
 ,14,66896.89371835449,182447.0185402848,16217.512759136427,12041.44086930381,0.0,0.0,0.0,129740.10207309142,4176.071889832618,0.0,37161.96537332982,0.0,724679.1008545649,0.0,0.0,0.0,0.0,63032.928444449346,0.0,217623.1851656754,16217.512759136427,661646.1724101156,1.0
 ,15,66896.89371835449,182447.0185402848,16217.512759136427,12041.44086930381,0.0,0.0,0.0,129740.10207309142,4176.071889832618,0.0,41338.037263162434,0.0,724679.1008545649,0.0,0.0,0.0,0.0,63032.928444449346,0.0,280656.11361012474,16217.512759136427,661646.1724101156,1.0
 ,16,66896.89371835449,135466.20977966784,12041.44086930381,12041.44086930381,0.0,0.0,0.0,96331.52695443048,0.0,0.0,41338.037263162434,0.0,724679.1008545649,0.0,0.0,0.0,228500.65908967226,0.0,0.0,280656.11361012474,12041.44086930381,496178.44176489266,1.0
