Informations,Time,NH3-SOEC,H2O wwtp,H2_from_AEC_SOEC_HI,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_fixed,Solar_tracking,SP198-HH100,SP198-HH150,SP237-HH100,SP237-HH150,SP277-HH100,SP277-HH150,SP321-HH100,SP321-HH150,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,3083,61442.22288073098,132715.18145635666,11796.905018342815,11059.600118531576,0.0,50219.42466308536,0.0,94375.24014674252,737.304899811239,0.0,12789.030049304722,0.0,499812.35409537394,0.0,0.0,514136.6552751706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424283.1658275476,0.0,0.0,0.0,11796.905018342815,589665.8435429969,1.0
 ,3084,61442.22288073098,132715.18145635666,11796.905018342815,11059.600118531576,0.0,50219.42466308536,0.0,94375.24014674252,737.304899811239,0.0,13526.33494911596,0.0,505738.98280006216,0.0,0.0,472889.48402214807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388962.6232792133,0.0,0.0,0.0,11796.905018342815,589665.8435429969,1.0
 ,3085,61442.22288073098,132715.18145635666,11796.905018342815,11059.600118531576,0.0,50219.42466308536,0.0,94375.24014674252,737.304899811239,0.0,14263.6398489272,0.0,514299.668706834,0.0,0.0,426388.8811073273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351022.7062711644,0.0,0.0,0.0,11796.905018342815,589665.8435429969,1.0
 ,3086,61442.22288073098,132715.18145635666,11796.905018342815,11059.600118531576,0.0,50219.42466308536,0.0,94375.24014674252,737.304899811239,0.0,15000.944748738439,0.0,509690.0686031876,0.0,0.0,408618.60999648715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328642.83505667787,0.0,0.0,0.0,11796.905018342815,589665.8435429969,1.0
 ,3087,61442.22288073098,132715.18145635666,11796.905018342815,11059.600118531576,0.0,50219.42466308536,0.0,94375.24014674252,737.3048998112281,0.0,15738.249648549667,0.0,497178.29689329024,0.0,0.0,431793.0704816558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339305.52383194916,0.0,0.0,0.0,11796.905018342815,589665.8435429969,1.0
 ,3088,61442.22288073098,132715.18145635666,11796.905018342815,11059.600118531576,0.0,50219.42466308536,0.0,94375.24014674252,737.304899811239,0.0,16475.554548360906,0.0,477422.8678776628,0.0,0.0,479514.4031895081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367271.42752417404,0.0,0.0,0.0,11796.905018342815,589665.8435429969,1.0
 ,3089,61442.22288073098,132715.18145635666,11796.905018342815,11059.600118531576,0.0,50219.42466308536,0.0,94375.24014674252,737.304899811239,0.0,17212.859448172145,0.0,425400.2381365106,0.0,0.0,521434.1968293181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357168.5914228318,0.0,0.0,0.0,11796.905018342815,589665.8435429969,1.0
 ,3090,61442.22288073098,132715.18145635666,11796.905018342815,11059.600118531576,0.0,50219.42466308536,0.0,94375.24014674252,737.304899811239,0.0,17950.164347983384,0.0,358890.2937838983,0.0,0.0,564589.3522015814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333813.80244248273,0.0,0.0,0.0,11796.905018342815,589665.8435429969,1.0
 ,3091,61442.22288073098,132715.18145635666,11796.905018342815,11059.600118531576,0.0,50219.42466308536,0.0,94375.24014674252,737.304899811239,0.0,18687.469247794623,0.0,258796.1201047193,0.0,0.0,577944.1356819744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247074.41224369674,0.0,0.0,0.0,11796.905018342815,589665.8435429969,1.0
 ,3092,61442.22288073098,132715.18145635666,11796.905018342815,11059.600118531576,0.0,50219.42466308536,0.0,94375.24014674252,2416.231847506393,1678.926947695154,19424.77414760586,0.0,23048.000518232002,0.0,0.0,568196.0343555984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11796.905018342815,591244.0348738304,1.0
 ,3093,61442.22288073098,130066.7713513902,11561.49078679024,11059.600118531576,0.0,49217.26627936605,0.0,92491.92629432192,501.89066825866394,0.0,19926.664815864526,0.0,0.0,0.0,0.0,578414.6617476258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11561.49078679024,578414.6617476258,1.0
 ,3094,61442.22288073098,132715.18145635666,11796.905018342815,11059.600118531576,0.0,50219.42466308536,0.0,94375.24014674252,737.304899811239,0.0,20663.969715675765,0.0,0.0,0.0,0.0,598966.1151826796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9300.271639682702,0.0,0.0,0.0,11796.905018342815,589665.8435429969,1.0
 ,3095,61442.22288073098,132715.18145635666,11796.905018342815,11059.600118531576,0.0,50219.42466308536,0.0,94375.24014674252,737.304899811239,0.0,21401.274615486996,0.0,0.0,0.0,0.0,609260.1421860453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18661.236802903135,0.0,18661.236802903135,11796.905018342817,590598.9053831422,1.0
 ,3096,61442.22288073098,132715.18145635666,11796.905018342815,11059.600118531576,0.0,50219.42466308536,0.0,94375.24014674252,737.304899811239,0.0,22138.579515298235,0.0,0.0,0.0,0.0,603869.0951491607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13526.906291584142,0.0,32188.143094487277,11796.905018342824,590342.1888575766,1.0
 ,3097,61442.22288073098,131816.87803695156,11717.055825506804,11059.600118531576,0.0,49879.50664918246,0.0,93736.44660405444,657.4557069752285,0.0,22796.035222273465,0.0,0.0,0.0,0.0,592346.9822186508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6187.982028584958,0.0,38376.125123072234,11717.055825506806,586159.0001900658,1.0
 ,3098,61442.22288073098,132715.18145635666,11796.905018342815,11059.600118531576,0.0,50219.42466308536,0.0,94375.24014674252,737.304899811239,0.0,23533.340122084704,0.0,0.0,0.0,0.0,577734.6059339648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12559.197483191847,25816.927639880385,11796.905018342819,590293.8034171568,1.0
 ,3099,61442.22288073098,132715.18145635666,11796.905018342815,11059.600118531576,0.0,50219.42466308536,0.0,94375.24014674252,737.304899811239,0.0,24270.645021895944,0.0,0.0,0.0,0.0,565139.7622851105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25816.927639880385,0.0,11796.905018342815,590956.689924991,1.0
 ,3100,61442.22288073098,124994.86230710275,11110.654427298023,11059.600118531576,0.0,47298.05589700768,0.0,88885.23541838418,51.05430876644641,0.0,24321.69933066239,0.0,0.0,0.0,0.0,556867.7832638694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11110.654427298023,556867.7832638694,1.0
 ,3101,61442.22288073098,125914.47422626623,11192.397709001443,11059.600118531576,0.0,47646.03704721914,0.0,89539.18167201155,132.79759046986692,0.0,24454.49692113226,0.0,0.0,0.0,0.0,560774.5501442312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11192.397709001445,560774.5501442312,1.0
 ,3102,61442.22288073098,127664.34462281155,11347.941744249916,11059.600118531576,0.0,48308.18800527189,0.0,90783.53395399933,288.34162571833986,0.0,24742.838546850602,0.0,0.0,0.0,0.0,568208.4856638658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11347.941744249916,568208.4856638658,1.0
 ,3103,61442.22288073098,131297.57263502668,11670.895345335704,11059.600118531576,0.0,49683.00148509409,0.0,93367.16276268564,611.2952268041283,0.0,25354.133773654732,0.0,16462.857513022856,0.0,0.0,567180.5899767362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11670.895345335706,583643.4474897592,1.0
 ,3104,61442.22288073098,132715.18145635666,11796.905018342815,11059.600118531576,0.0,50219.42466308536,0.0,94375.24014674252,737.304899811239,0.0,26091.43867346597,0.0,272624.9204156585,0.0,0.0,556151.912585769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239110.98945843056,0.0,0.0,0.0,11796.905018342815,589665.8435429969,1.0
 ,3105,61442.22288073098,132715.18145635666,11796.905018342815,11059.600118531576,0.0,50219.42466308536,0.0,94375.24014674252,737.304899811239,0.0,26828.74357327721,0.0,424083.2095354688,0.0,0.0,497782.243949437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332199.60994190886,0.0,0.0,0.0,11796.905018342815,589665.8435429969,1.0
 ,3106,61442.22288073098,132715.18145635666,11796.905018342815,11059.600118531576,0.0,50219.42466308536,0.0,94375.24014674252,737.304899811239,0.0,27566.04847308845,0.0,479398.4107792256,0.0,0.0,478118.9775338332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367851.54477006185,0.0,0.0,0.0,11796.905018342815,589665.8435429969,1.0
 ,3107,61442.22288073098,132715.18145635666,11796.905018342815,11059.600118531576,0.0,50219.42466308536,0.0,94375.24014674252,737.304899811239,0.0,28303.353372899688,0.0,500470.8683958948,0.0,0.0,449082.6594297289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359887.68428262684,0.0,0.0,0.0,11796.905018342815,589665.8435429969,1.0
 ,3108,61442.22288073098,132715.18145635666,11796.905018342815,11059.600118531576,0.0,50219.42466308536,0.0,94375.24014674252,737.304899811239,0.0,29040.658272710927,0.0,505738.98280006216,0.0,0.0,389682.20449902426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305755.3437560895,0.0,0.0,0.0,11796.905018342815,589665.8435429969,1.0
 ,3109,61442.22288073098,132715.18145635666,11796.905018342815,11059.600118531576,0.0,50219.42466308536,0.0,94375.24014674252,737.304899811239,0.0,29777.963172522166,0.0,504421.95419902034,0.0,0.0,312710.85484490753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227466.96550093096,0.0,0.0,0.0,11796.905018342815,589665.8435429969,1.0
 ,3110,61442.22288073098,132715.18145635666,11796.905018342815,11059.600118531576,0.0,50219.42466308536,0.0,94375.24014674252,737.304899811239,0.0,30515.268072333405,0.0,501129.38269641576,0.0,0.0,261598.76817032543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173062.3073237443,0.0,0.0,0.0,11796.905018342815,589665.8435429969,1.0
 ,3111,61442.22288073098,132715.18145635666,11796.905018342815,11059.600118531576,0.0,50219.42466308536,0.0,94375.24014674252,737.304899811239,0.0,31252.572972144644,0.0,495202.75399172754,0.0,0.0,298665.8819445069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204202.79239323753,0.0,0.0,0.0,11796.905018342815,589665.8435429969,1.0
 ,3112,61442.22288073098,132715.18145635666,11796.905018342815,11059.600118531576,0.0,50219.42466308536,0.0,94375.24014674252,737.304899811239,0.0,31989.877871955883,0.0,497836.8111938112,0.0,0.0,416808.47248599643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324979.4401368107,0.0,0.0,0.0,11796.905018342815,589665.8435429969,1.0
 ,3113,61442.22288073098,132715.18145635666,11796.905018342815,11059.600118531576,0.0,50219.42466308536,0.0,94375.24014674252,737.304899811239,0.0,32727.182771767122,0.0,478081.38217818376,0.0,0.0,520488.35982078506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408903.8984559719,0.0,0.0,0.0,11796.905018342815,589665.8435429969,1.0
 ,3114,61442.22288073098,132715.18145635666,11796.905018342815,11059.600118531576,0.0,50219.42466308536,0.0,94375.24014674252,737.304899811239,0.0,33464.48767157836,0.0,431985.38114171976,0.0,0.0,569770.4727320425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412090.0103307654,0.0,0.0,0.0,11796.905018342815,589665.8435429969,1.0
 ,3115,61442.22288073098,132715.18145635666,11796.905018342815,11059.600118531576,0.0,50219.42466308536,0.0,94375.24014674252,737.304899811239,0.0,34201.7925713896,0.0,308843.20694430877,0.0,0.0,569227.923289546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264532.47420493775,22736.011891352504,0.0,22736.011891352504,11796.905018342815,590802.6441375646,1.0
 ,3116,61442.22288073098,131499.91406398927,11688.881250132381,11059.600118531576,0.0,49759.567481813545,0.0,93511.05000105905,629.2811316008055,0.0,34831.073702990405,0.0,27657.600621878402,0.0,0.0,556845.4494640664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22736.011891352504,11688.881250132385,584503.0500859448,1.0
 ,3117,61442.22288073098,132715.18145635666,11796.905018342815,11059.600118531576,0.0,50219.42466308536,0.0,94375.24014674252,737.3048998112426,0.0,35568.37860280165,0.0,0.0,0.0,0.0,585086.012304727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4820.87498765255,17915.136903699953,11796.905018342815,589906.8872923796,1.0
 ,3118,61442.22288073098,132715.18145635666,11796.905018342815,11059.600118531576,0.0,50219.42466308536,0.0,94375.24014674252,737.3048998112354,0.0,36305.68350261288,0.0,0.0,0.0,0.0,594797.5981312126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5131.754588215728,0.0,0.0,17915.136903699953,11796.905018342815,589665.8435429969,1.0
 ,3119,61442.22288073098,132715.18145635666,11796.905018342815,11059.600118531576,0.0,50219.42466308536,0.0,94375.24014674252,737.304899811239,0.0,37042.98840242412,0.0,0.0,0.0,0.0,609705.21140725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20039.367864253116,0.0,0.0,17915.136903699953,11796.905018342815,589665.8435429969,1.0
 ,3120,61442.22288073098,132715.18145635666,11796.905018342815,11059.600118531576,0.0,50219.42466308536,0.0,94375.24014674252,737.304899811239,0.0,37780.29330223535,0.0,0.0,0.0,0.0,609916.8265981297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19286.650528697894,0.0,37201.78743239785,11796.905018342815,590630.1760694318,1.0
 ,3121,61442.22288073098,132715.18145635666,11796.905018342815,11059.600118531576,0.0,50219.42466308536,0.0,94375.24014674252,737.304899811239,0.0,38517.59820204659,0.0,0.0,0.0,0.0,607228.7004097879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16726.53034932479,0.0,53928.31778172264,11796.905018342815,590502.1700604632,1.0
 ,3122,61442.22288073098,132715.18145635666,11796.905018342815,11059.600118531576,0.0,50219.42466308536,0.0,94375.24014674252,737.3048998112426,0.0,39254.90310185783,0.0,0.0,0.0,0.0,593647.9213901617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3792.4550925379262,0.0,57720.77287426056,11796.905018342815,589855.4662976238,1.0
 ,3123,61442.22288073098,123514.69817058554,10979.084281829826,11059.600118531576,0.0,46737.96178774957,0.0,87832.67425463861,12471.202540846278,12551.718377548028,39174.38726515607,0.0,0.0,0.0,0.0,562378.2501301348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57720.77287426056,10979.084281829826,562378.2501301348,1.0
 ,3124,61442.22288073098,124420.50133348024,11059.600118531576,11059.600118531576,0.0,47080.71770458892,0.0,88476.80094825261,0.0,0.0,39174.38726515607,0.0,0.0,0.0,0.0,528407.6661736968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27389.549610009726,30331.223264250835,11059.600118531576,555797.2157837065,1.0
 ,3125,61442.22288073098,114142.54393020201,10146.003904906845,11059.600118531576,0.0,43191.53862318844,0.0,81168.03123925476,0.0,913.596213624729,38260.791051531334,0.0,0.0,0.0,0.0,511622.9007067199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30331.223264250835,10146.003904906847,511622.90070671984,1.0
 ,3126,61442.22288073098,107688.73142414007,9572.331682145785,11059.600118531576,0.0,40749.4159708946,0.0,76578.65345716628,0.0,1487.2684363857916,36773.52261514554,0.0,0.0,0.0,0.0,484744.56434466795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30331.223264250835,9572.331682145785,484744.56434466795,1.0
 ,3127,61442.22288073098,109457.8963526348,9729.590786900872,11059.600118531576,0.0,41418.86797983701,0.0,77836.72629520697,0.0,1330.0093316307048,35443.51328351484,0.0,11853.257409376456,0.0,0.0,451444.72532673145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30331.223264250835,0.0,9729.590786900872,493629.2060003587,1.0
 ,3128,61442.22288073098,132715.18145635666,11796.905018342815,11059.600118531576,0.0,50219.42466308536,0.0,94375.24014674252,737.3048998112354,0.0,36180.818183326075,0.0,215992.69057085988,0.0,0.0,417847.8551569083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44174.702184771246,0.0,0.0,0.0,11796.905018342815,589665.8435429969,1.0
 ,3129,61442.22288073098,132715.18145635666,11796.905018342815,11059.600118531576,0.0,50219.42466308536,0.0,94375.24014674252,737.304899811239,0.0,36918.12308313732,0.0,383255.32290317205,0.0,0.0,336157.648031437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129747.12739161216,0.0,0.0,0.0,11796.905018342815,589665.8435429969,1.0
 ,3130,61442.22288073098,132715.18145635666,11796.905018342815,11059.600118531576,0.0,50219.42466308536,0.0,94375.24014674252,737.3048998112426,0.0,37655.42798294856,0.0,452399.3244578681,0.0,0.0,295265.5474263116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157999.0283411828,0.0,0.0,0.0,11796.905018342815,589665.8435429969,1.0
 ,3131,61442.22288073098,132715.18145635666,11796.905018342815,11059.600118531576,0.0,50219.42466308536,0.0,94375.24014674252,737.3048998112354,0.0,38392.732882759796,0.0,479398.4107792256,0.0,0.0,281619.328335973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171351.8955722017,0.0,0.0,0.0,11796.905018342815,589665.8435429969,1.0
 ,3132,61442.22288073098,132715.18145635666,11796.905018342815,11059.600118531576,0.0,50219.42466308536,0.0,94375.24014674252,737.304899811239,0.0,39130.03778257103,0.0,487300.58238547656,0.0,0.0,215627.3660218354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113262.10486431501,0.0,0.0,0.0,11796.905018342815,589665.8435429969,1.0
 ,3133,61442.22288073098,132715.18145635666,11796.905018342815,11059.600118531576,0.0,50219.42466308536,0.0,94375.24014674252,737.3048998112426,0.0,39867.342682382274,0.0,491910.18248912296,0.0,0.0,189492.6068185236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91736.94576464966,0.0,0.0,0.0,11796.905018342815,589665.8435429969,1.0
 ,3134,61442.22288073098,132715.18145635666,11796.905018342815,11059.600118531576,0.0,50219.42466308536,0.0,94375.24014674252,737.304899811239,0.0,40604.64758219352,0.0,485983.55378443474,0.0,0.0,170616.18159120495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66933.89183264278,0.0,0.0,0.0,11796.905018342815,589665.8435429969,1.0
 ,3135,61442.22288073098,132715.18145635666,11796.905018342815,11059.600118531576,0.0,50219.42466308536,0.0,94375.24014674252,737.3048998112354,0.0,41341.95248200475,0.0,478739.89647870464,0.0,0.0,156321.4782620443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45395.53119775199,0.0,0.0,0.0,11796.905018342815,589665.8435429969,1.0
 ,3136,61442.22288073098,132715.18145635666,11796.905018342815,11059.600118531576,0.0,50219.42466308536,0.0,94375.24014674252,737.3048998112354,0.0,42079.25738181599,0.0,464911.09616776544,0.0,0.0,178801.0854516313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54046.33807639987,0.0,0.0,0.0,11796.905018342815,589665.8435429969,1.0
 ,3137,61442.22288073098,132715.18145635666,11796.905018342815,11059.600118531576,0.0,50219.42466308536,0.0,94375.24014674252,737.304899811239,0.0,42816.56228162722,0.0,435277.95264432434,0.0,0.0,311909.6748669103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157521.78396823775,0.0,0.0,0.0,11796.905018342815,589665.8435429969,1.0
 ,3138,61442.22288073098,132715.18145635666,11796.905018342815,11059.600118531576,0.0,50219.42466308536,0.0,94375.24014674252,737.304899811239,0.0,43553.867181438465,0.0,366133.95108962833,0.0,0.0,488064.2506280132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264532.35817464464,0.0,0.0,0.0,11796.905018342815,589665.8435429969,1.0
 ,3139,61442.22288073098,124420.50133348024,11059.600118531576,11059.600118531576,0.0,47080.71770458892,0.0,88476.80094825261,0.0,0.0,43553.867181438465,0.0,208090.5189646089,0.0,0.0,500138.6097349275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93194.5788783569,57720.77287426056,0.0,57720.77287426056,11059.600118531576,557313.776946919,1.0
 ,3140,56313.497633189705,114034.83270720915,10136.429573974146,10136.429573974146,0.0,43150.780696407935,0.0,81091.43659179317,0.0,0.0,43553.867181438465,0.0,15145.828911981027,0.0,0.0,493002.53657470836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57720.77287426056,10136.429573974148,508148.36548668944,1.0
 ,3141,52164.31340926026,105632.73465375204,9389.576413666848,9389.576413666848,0.0,39971.426792979764,0.0,75116.61130933478,0.0,0.0,43553.867181438465,0.0,0.0,0.0,0.0,470707.9423180481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57720.77287426056,9389.57641366685,470707.9423180481,1.0
 ,3142,44874.35960516235,90870.57820045378,8077.384728929224,8077.384728929224,0.0,34385.42679105171,0.0,64619.077831433795,0.0,0.0,43553.867181438465,0.0,0.0,0.0,0.0,404926.5885446579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57720.77287426056,8077.384728929226,404926.5885446579,1.0
 ,3143,33702.031852317064,68246.61450094206,6066.365733417072,6066.365733417072,0.0,25824.518927156474,0.0,48530.92586733658,0.0,0.0,43553.867181438465,0.0,0.0,0.0,0.0,304112.39079637383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57720.77287426056,6066.365733417072,304112.39079637383,1.0
 ,3144,28010.017175037592,56720.284779451125,5041.803091506767,5041.803091506767,0.0,21462.955760544304,0.0,40334.42473205413,0.0,0.0,43553.867181438465,0.0,0.0,0.0,0.0,252750.1406050252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57720.77287426056,5041.803091506768,252750.14060502523,1.0
 ,3145,26314.648017259435,53287.16223495035,4736.636643106698,4736.636643106698,0.0,20163.86218970521,0.0,37893.093144853585,0.0,0.0,43553.867181438465,0.0,0.0,0.0,0.0,237451.87104924157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57720.77287426056,4736.636643106698,237451.87104924154,1.0
 ,3146,25246.880855028707,51124.93373143313,4544.438553905167,4544.438553905167,0.0,19345.674923974297,0.0,36355.50843124134,0.0,0.0,43553.867181438465,0.0,0.0,0.0,0.0,227816.807325405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57720.77287426056,4544.438553905169,227816.80732540507,1.0
 ,3147,23012.870872414278,46601.06351663892,4142.31675703457,4142.31675703457,0.0,17633.842434696166,0.0,33138.53405627656,0.0,0.0,43553.867181438465,0.0,0.0,0.0,0.0,207658.07862165978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57720.77287426056,4142.31675703457,207658.07862165978,1.0
 ,3148,28151.869454739062,57007.5356458466,5067.336501853031,5067.336501853031,0.0,21571.651488388354,0.0,40538.69201482425,0.0,0.0,43553.867181438465,0.0,0.0,0.0,0.0,199195.4192861313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57720.77287426056,0.0,5067.336501853031,256916.19216039186,1.0
 ,3149,23083.852043595063,46744.80038828001,4155.093367847112,4155.093367847112,0.0,17688.232466925154,0.0,33240.746942776896,0.0,0.0,43553.867181438465,0.0,0.0,0.0,0.0,208298.5816561328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4155.093367847112,208298.5816561328,1.0
 ,3150,43316.630887774576,43993.764882209645,3910.5568784186353,7796.993559799424,0.0,16647.24063142813,0.0,31284.455027349082,0.0,3886.4366813807883,39667.43050005768,0.0,0.0,0.0,0.0,208778.6224679451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3910.556878418635,208778.6224679451,1.0
 ,3151,22255.783168180304,45067.96091556511,4006.0409702724546,4006.0409702724546,0.0,17053.716410449837,0.0,32048.327762179637,0.0,0.0,39667.43050005768,0.0,11853.257409376456,0.0,0.0,188973.19299514653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4006.0409702724555,200826.450404523,1.0
 ,3152,39666.80032571256,80325.27065956793,7140.024058628261,7140.024058628261,0.0,30395.082417580503,0.0,57120.192469026086,0.0,0.0,39667.43050005768,0.0,208090.5189646089,0.0,0.0,149845.33294947876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7140.0240586282625,357935.85191408766,1.0
 ,3153,61442.22288073098,109587.36016177709,9741.098681046853,11059.600118531576,0.0,41467.85708521645,0.0,77928.78944837482,0.0,1318.5014374847233,38348.92906257295,0.0,379304.2371000466,0.0,0.0,113347.58854000796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9741.098681046851,492651.8256400545,1.0
 ,3154,61442.22288073098,124913.29431058282,11103.403938718473,11059.600118531576,0.0,47267.19056712453,0.0,88827.23150974778,43.803820186897205,0.0,38392.73288275981,0.0,451740.81015734724,0.0,0.0,104780.44959952879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11103.403938718477,556521.259756876,1.0
 ,3155,61442.22288073098,132715.18145635666,11796.905018342813,11059.600118531576,0.0,50219.42466308535,0.0,94375.24014674251,737.3048998112372,0.0,39130.037782571046,0.0,482032.4679813092,0.0,0.0,114984.50959667806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7351.134034990391,0.0,0.0,0.0,11796.905018342813,589665.8435429969,1.0
