Informations,Time,NH3-SOEC,H2O wwtp,H2_from_AEC_SOEC_HI,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
Scenario: Best case,1,59674.966907567665,120841.80798782452,10741.49404336218,10741.49404336218,0.0,45726.54014259279,0.0,85931.95234689744,0.0,0.0,0.0,0.0,518159.2295325827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10741.49404336218,518159.2295325826,1.0
Profile: 2020,2,65386.62874518131,132407.92320899217,11769.593174132637,11769.593174132637,0.0,50103.15814228263,0.0,94156.7453930611,0.0,0.0,0.0,0.0,567753.7320601279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11769.593174132635,567753.7320601279,1.0
Location: Bornholm,3,67459.0893772321,136604.655988895,12142.63608790178,12142.636087901778,0.0,51691.201826197874,0.0,97141.08870321423,0.0,0.0,0.0,0.0,585748.9595397408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12142.636087901783,585748.9595397409,1.0
Fuel: NH3,4,82888.50920245232,167849.2311349659,14919.931656441415,14919.931656441418,0.0,63514.1490614711,0.0,119359.45325153132,0.0,0.0,0.0,0.0,719722.9976176235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14919.931656441417,719722.9976176235,1.0
Electrolyser: Mix,5,75094.47065320869,152066.30307274757,13517.004717577563,13517.004717577563,0.0,57541.889082727685,0.0,108136.03774062051,0.0,0.0,0.0,0.0,652047.1660435774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13517.004717577567,652047.1660435775,1.0
CO2 capture: None,6,82961.45938184462,169065.66698900572,15028.05928791162,14933.06268873203,0.0,63974.44838863976,0.0,120224.47430329295,94.99659917958743,0.0,94.99659917958743,0.0,724716.8884971333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15028.05928791162,724716.8884971333,1.0
CO2taxWTTup: 0,7,82961.45938184462,183863.21121097985,16343.396552087099,14933.06268873203,0.0,69573.83912223477,0.0,130747.17241669679,1410.3338633550684,0.0,1505.330462534656,0.0,792392.7200711796,0.0,0.0,0.0,7300.206976811472,0.0,0.0,0.0,16343.396552087099,785092.5130943682,1.0
CO2taxWTTop: 0,8,82961.45938184462,183863.21121097985,16343.396552087099,14933.06268873203,0.0,69573.83912223477,0.0,130747.17241669679,1410.3338633550684,0.0,2915.664325889704,0.0,799366.9469891156,0.0,0.0,0.0,14274.433894747473,0.0,0.0,0.0,16343.396552087099,785092.5130943682,1.0
CO2WTTop_treshhold -1,9,82961.45938184462,183863.21121097985,16343.396552087099,14933.06268873203,0.0,69573.83912223477,0.0,130747.17241669679,1410.3338633550684,0.0,4325.998189244772,0.0,802638.8065308634,0.0,0.0,0.0,0.0,16710.755653805052,0.0,16710.755653805052,16343.396552087099,785928.0508770584,1.0
Renewable criterion: None,10,82961.45938184462,183863.21121097985,16343.396552087099,14933.06268873203,0.0,69573.83912223477,0.0,130747.17241669679,1410.3338633550684,0.0,5736.332052599841,0.0,811162.8616527852,0.0,0.0,0.0,0.0,24828.90338896869,0.0,41539.65904277374,16343.396552087099,786333.9582638165,1.0
Renewable application: 0,11,82961.45938184462,183863.21121097985,16343.396552087099,14933.06268873203,0.0,69573.83912223477,0.0,130747.17241669679,1410.3338633550684,0.0,7146.665915954909,0.0,817964.885436945,0.0,0.0,0.0,32872.37234257693,0.0,0.0,41539.65904277374,16343.396552087099,785092.5130943682,1.0
 ,12,82961.45938184462,183863.21121097985,16343.396552087099,14933.06268873203,0.0,69573.83912223477,0.0,130747.17241669679,1410.3338633550702,0.0,8556.99977930998,0.0,817964.885436945,0.0,0.0,0.0,0.0,31307.02127864458,0.0,72846.68032141832,16343.396552087099,786657.8641583003,1.0
 ,13,82961.45938184462,183863.21121097985,16343.396552087099,14933.06268873203,0.0,69573.83912223477,0.0,130747.17241669679,1410.3338633550684,0.0,9967.333642665048,0.0,817964.885436945,0.0,0.0,0.0,0.0,31307.02127864469,0.0,104153.70160006301,16343.396552087099,786657.8641583003,1.0
 ,14,82961.45938184462,183863.21121097985,16343.396552087099,14933.06268873203,0.0,69573.83912223477,0.0,130747.17241669679,1410.3338633550684,0.0,11377.667506020116,0.0,817964.885436945,0.0,0.0,0.0,0.0,31307.02127864469,0.0,135460.7228787077,16343.396552087099,786657.8641583003,1.0
 ,15,82961.45938184462,183863.21121097985,16343.396552087099,14933.06268873203,0.0,69573.83912223477,0.0,130747.17241669679,1410.3338633550666,0.0,12788.001369375183,0.0,817964.885436945,0.0,0.0,0.0,28862.451116185704,3818.9725965630205,0.0,139279.6954752707,16343.396552087099,785283.4617241963,1.0
 ,16,82961.45938184462,183863.21121097985,16343.396552087099,14933.06268873203,0.0,69573.83912223477,0.0,130747.17241669679,1410.3338633550684,0.0,14198.335232730251,0.0,817964.885436945,0.0,0.0,0.0,0.0,31307.02127864469,0.0,170586.7167539154,16343.396552087099,786657.8641583003,1.0
 ,17,82961.45938184462,183863.21121097985,16343.396552087099,14933.06268873203,0.0,69573.83912223477,0.0,130747.17241669679,1410.3338633550684,0.0,15608.669096085314,0.0,817964.885436945,0.0,0.0,0.0,0.0,31307.02127864469,0.0,201893.73803256007,16343.396552087099,786657.8641583003,1.0
 ,18,82961.45938184462,183863.21121097985,16343.396552087099,14933.06268873203,0.0,69573.83912223477,0.0,130747.17241669679,1410.3338633550684,0.0,17019.002959440382,0.0,817964.885436945,0.0,0.0,0.0,0.0,31307.02127864469,0.0,233200.75931120475,16343.396552087099,786657.8641583003,1.0
 ,19,82961.45938184462,183863.21121097985,16343.396552087099,14933.06268873203,0.0,69573.83912223477,0.0,130747.17241669679,1410.3338633550684,0.0,18429.336822795452,0.0,817964.885436945,0.0,0.0,0.0,0.0,31307.02127864458,0.0,264507.78058984934,16343.396552087099,786657.8641583003,1.0
 ,20,82961.45938184462,183863.21121097985,16343.396552087099,14933.06268873203,0.0,69573.83912223477,0.0,130747.17241669679,1410.3338633550702,0.0,19839.670686150523,0.0,816759.4635005116,0.0,0.0,0.0,0.0,30159.000386803233,0.0,294666.7809766526,16343.396552087099,786600.4631137083,1.0
 ,21,82961.45938184462,183647.66760111027,16324.23712009869,14933.06268873203,0.0,69492.27742026013,0.0,130593.89696078953,1391.17443136666,0.0,21230.845117517183,0.0,784213.0712168101,0.0,0.0,0.0,0.0,0.0,0.0,294666.7809766526,16324.23712009869,784213.0712168101,1.0
 ,22,82961.45938184462,183863.21121097985,16343.396552087099,14933.06268873203,0.0,69573.83912223477,0.0,130747.17241669679,1410.3338633550684,0.0,22641.178980872253,0.0,688382.0272703553,0.0,0.0,0.0,0.0,0.0,101800.51139369875,192866.26958295383,16343.39655208715,790182.5386640553,1.0
 ,23,82961.45938184462,167996.9552482339,14933.062688731901,14933.06268873203,0.0,63570.0478659317,0.0,119464.50150985521,0.0,0.0,22641.178980872253,0.0,582563.201564881,0.0,0.0,0.0,0.0,0.0,145045.49924647826,47820.77033647556,14933.062688731901,727608.7008113593,1.0
 ,24,82961.45938184462,167996.95524823535,14933.06268873203,14933.06268873203,0.0,63570.04786593225,0.0,119464.50150985624,0.0,0.0,22641.178980872253,0.0,701813.8717048989,0.0,0.0,0.0,0.0,0.0,19518.47804646571,28302.29229000985,14933.062688732032,721332.3497513647,1.0
 ,25,82961.45938184462,183863.21121097985,16343.396552087099,14933.06268873203,0.0,69573.83912223477,0.0,130747.17241669679,1410.3338633550684,0.0,24051.51284422732,0.0,794717.4623771582,0.0,0.0,0.0,0.0,9166.61836456197,0.0,37468.91065457182,16343.396552087099,785550.8440125962,1.0
 ,26,82961.45938184462,183863.21121097985,16343.396552087099,14933.06268873203,0.0,69573.83912223477,0.0,130747.17241669679,1410.3338633550684,0.0,25461.846707582386,0.0,794717.4623771582,0.0,0.0,0.0,0.0,9166.618364561977,0.0,46635.52901913379,16343.396552087099,785550.8440125962,1.0
 ,27,82961.45938184462,183863.21121097985,16343.396552087099,14933.06268873203,0.0,69573.83912223477,0.0,130747.17241669679,1410.3338633550684,0.0,26872.180570937453,0.0,794114.7514089415,0.0,0.0,0.0,0.0,8592.607918641248,0.0,55228.13693777504,16343.396552087099,785522.1434903002,1.0
 ,28,82961.45938184462,183863.21121097985,16343.396552087099,14933.06268873203,0.0,69573.83912223477,0.0,130747.17241669679,1410.3338633550684,0.0,28282.51443429252,0.0,803758.1269004086,0.0,0.0,0.0,0.0,17776.775053371905,0.0,73004.91199114695,16343.396552087099,785981.3518470367,1.0
 ,29,82961.45938184462,183863.21121097985,16343.396552087099,14933.06268873203,0.0,69573.83912223477,0.0,130747.17241669679,1410.3338633550684,0.0,29692.84829764759,0.0,787571.0323254459,0.0,0.0,0.0,0.0,2360.4945057883324,0.0,75365.40649693528,16343.396552087099,785210.5378196576,1.0
 ,30,82961.45938184462,177654.48645228578,15791.509906869847,14933.06268873203,0.0,67224.45767354494,0.0,126332.07925495878,858.4472181378194,0.0,30551.29551578541,0.0,759760.2262205897,0.0,0.0,0.0,0.0,0.0,0.0,75365.40649693528,15791.509906869847,759760.2262205897,1.0
 ,31,82961.45938184462,182318.19431809636,16206.06171716412,14933.06268873203,0.0,68989.20472996766,0.0,129648.49373731297,1272.9990284320907,0.0,31824.294544217504,0.0,778788.6725028597,0.0,0.0,0.0,0.0,0.0,0.0,75365.40649693528,16206.061717164119,778788.6725028596,1.0
 ,32,82961.45938184462,183863.21121097985,16343.396552087099,14933.06268873203,0.0,69573.83912223477,0.0,130747.17241669679,1410.3338633550684,0.0,33234.62840757257,0.0,793339.8373069486,0.0,0.0,0.0,0.0,7854.594488171867,0.0,83220.00098510714,16343.396552087099,785485.2428187768,1.0
 ,33,82961.45938184462,183863.21121097985,16343.396552087099,14933.06268873203,0.0,69573.83912223477,0.0,130747.17241669679,1410.3338633550684,0.0,34644.96227092764,0.0,793684.2435745009,0.0,0.0,0.0,0.0,8182.600457269276,0.0,91402.60144237641,16343.396552087099,785501.6431172315,1.0
 ,34,82961.45938184462,183863.21121097985,16343.396552087099,14933.06268873203,0.0,69573.83912223477,0.0,130747.17241669679,1410.3338633550684,0.0,36055.296134282704,0.0,794114.7514089415,0.0,0.0,0.0,0.0,8592.607918641275,0.0,99995.20936101768,16343.3965520871,785522.1434903002,1.0
 ,35,82961.45938184462,183863.21121097985,16343.396552087099,14933.06268873203,0.0,69573.83912223477,0.0,130747.17241669679,1410.3338633550684,0.0,37465.62999763777,0.0,767767.671941183,0.0,0.0,0.0,0.0,0.0,18236.674898089514,81758.53446292818,16343.396552087097,786004.3468392725,1.0
 ,36,82961.45938184462,182212.68056547618,16196.682716931218,14933.06268873203,0.0,68949.27832597619,0.0,129573.46173544975,1263.6200281991878,0.0,38729.250025837006,0.0,778358.1646684193,0.0,0.0,0.0,0.0,0.0,0.0,81758.53446292818,16196.68271693122,778358.1646684193,1.0
 ,37,82961.45938184462,182297.09156757232,16204.18591711754,14933.06268873203,0.0,68981.21944916937,0.0,129633.48733694032,1271.1232283855109,0.0,40000.37325422252,0.0,778702.5709359717,0.0,0.0,0.0,0.0,0.0,0.0,81758.53446292818,16204.185917117542,778702.5709359717,1.0
 ,38,82961.45938184462,176261.70491769983,15667.707103795541,14933.06268873203,0.0,66697.42914085761,0.0,125341.65683036433,734.6444150635106,0.0,40735.017669286026,0.0,754077.5228059753,0.0,0.0,0.0,0.0,0.0,0.0,81758.53446292818,15667.707103795545,754077.5228059754,1.0
 ,39,82961.45938184462,183863.21121097985,16343.396552087099,14933.06268873203,0.0,69573.83912223477,0.0,130747.17241669679,1410.3338633550684,0.0,42145.35153264109,0.0,738837.5454667816,0.0,0.0,0.0,0.0,0.0,48689.43960798589,33069.09485494228,16343.3965520871,787526.9850747674,1.0
 ,40,82961.45938184462,178960.055148833,15907.560457674044,14933.06268873203,0.0,67718.4848683184,0.0,127260.48366139235,974.4977689420132,0.0,43119.849301583105,0.0,733671.4514534957,0.0,0.0,0.0,0.0,0.0,33069.09485494228,0.0,15907.560457674044,766740.546308438,1.0
 ,41,82961.45938184462,177169.1231902331,15748.3665057985,14933.06268873203,0.0,67040.79621518421,0.0,125986.932046388,815.3038170664676,0.0,43935.15311864957,0.0,757779.8901821634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15748.366505798498,757779.8901821634,1.0
 ,42,82961.45938184462,183415.53734534586,16303.6033195863,14933.06268873203,0.0,69404.43933147888,0.0,130428.8265566904,1370.5406308542704,0.0,45305.693749503844,0.0,783265.9539810409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16303.6033195863,783265.9539810409,1.0
 ,43,82961.45938184462,183863.21121097985,16343.396552087099,14933.06268873203,0.0,69573.83912223477,0.0,130747.17241669679,1410.3338633550684,0.0,46716.02761285891,0.0,787054.4229241173,0.0,0.0,0.0,1961.9098297492137,0.0,0.0,0.0,16343.396552087099,785092.5130943682,1.0
 ,44,82961.45938184462,183863.21121097985,16343.396552087099,14933.06268873203,0.0,69573.83912223477,0.0,130747.17241669679,1410.3338633550684,0.0,48126.36147621398,0.0,802552.7049639752,0.0,0.0,0.0,17460.191869607148,0.0,0.0,0.0,16343.396552087099,785092.5130943682,1.0
 ,45,82961.45938184462,183863.21121097985,16343.396552087099,14933.06268873203,0.0,69573.83912223477,0.0,130747.17241669679,1410.3338633550684,0.0,49536.69533956904,0.0,806685.580174604,0.0,0.0,0.0,0.0,20564.825790700877,0.0,20564.825790700877,16343.396552087099,786120.7543839032,1.0
 ,46,82961.45938184462,183863.21121097985,16343.396552087099,14933.06268873203,0.0,69573.83912223477,0.0,130747.17241669679,1410.3338633550684,0.0,50947.02920292411,0.0,814262.5180607567,0.0,0.0,0.0,29170.004966388642,0.0,0.0,20564.825790700877,16343.396552087099,785092.5130943682,1.0
 ,47,82961.45938184462,183863.21121097985,16343.396552087099,14933.06268873203,0.0,69573.83912223477,0.0,130747.17241669679,1410.3338633550684,0.0,52357.36306627918,0.0,804963.548836842,0.0,0.0,0.0,0.0,18924.795945213133,0.0,39489.621735914014,16343.396552087099,786038.7528916288,1.0
 ,48,82961.45938184462,183863.21121097985,16343.396552087099,14933.06268873203,0.0,69573.83912223477,0.0,130747.17241669679,1410.3338633550684,0.0,53767.69692963424,0.0,811937.7757547781,0.0,0.0,0.0,26845.262660409975,0.0,0.0,39489.621735914014,16343.396552087099,785092.5130943682,1.0
 ,49,82961.45938184462,183863.21121097985,16343.396552087099,14933.06268873203,0.0,69573.83912223477,0.0,130747.17241669679,1410.3338633550666,0.0,55178.03079298931,0.0,817964.885436945,0.0,0.0,0.0,32872.37234257681,0.0,0.0,39489.621735914014,16343.396552087099,785092.5130943682,1.0
 ,50,82961.45938184462,183863.21121097985,16343.396552087099,14933.06268873203,0.0,69573.83912223477,0.0,130747.17241669679,36380.94273843689,34970.60887508182,56588.364656344376,0.0,817964.885436945,0.0,0.0,0.0,0.0,0.0,0.0,39489.621735914014,16343.396552087099,817964.885436945,1.0
 ,51,82961.45938184462,183863.21121097985,16343.396552087099,14933.06268873203,0.0,69573.83912223477,0.0,130747.17241669679,1410.3338633550684,0.0,57998.69851969944,0.0,817964.885436945,0.0,0.0,0.0,32872.37234257693,0.0,0.0,39489.621735914014,16343.396552087099,785092.5130943682,1.0
 ,52,82961.45938184462,183863.21121097985,16343.396552087099,14933.06268873203,0.0,69573.83912223477,0.0,130747.17241669679,1410.3338633550684,0.0,59409.03238305451,0.0,817964.885436945,0.0,0.0,0.0,0.0,31307.02127864462,0.0,70796.64301455863,16343.396552087099,786657.8641583003,1.0
 ,53,82961.45938184462,183863.21121097985,16343.396552087099,14933.06268873203,0.0,69573.83912223477,0.0,130747.17241669679,1410.3338633550684,0.0,60819.366246409576,0.0,817964.885436945,0.0,0.0,0.0,0.0,31307.02127864462,0.0,102103.66429320326,16343.396552087099,786657.8641583003,1.0
 ,54,82961.45938184462,183863.21121097985,16343.396552087099,14933.06268873203,0.0,69573.83912223477,0.0,130747.17241669679,1410.3338633550684,0.0,62229.70010976464,0.0,817964.885436945,0.0,0.0,0.0,0.0,31307.02127864462,0.0,133410.6855718479,16343.396552087099,786657.8641583003,1.0
 ,55,82961.45938184462,183863.21121097985,16343.396552087099,14933.06268873203,0.0,69573.83912223477,0.0,130747.17241669679,1410.3338633550738,0.0,63640.03397311972,0.0,817964.885436945,0.0,0.0,0.0,32872.37234257693,0.0,0.0,133410.6855718479,16343.396552087099,785092.5130943682,1.0
 ,56,82961.45938184462,183863.21121097985,16343.396552087099,14933.06268873203,0.0,69573.83912223477,0.0,130747.17241669679,1410.3338633550684,0.0,65050.36783647478,0.0,817964.885436945,0.0,0.0,0.0,32872.37234257693,0.0,0.0,133410.6855718479,16343.396552087099,785092.5130943682,1.0
