Informations,Time,NH3-SOEC,H2O wwtp,H2_from_SOEC_HI,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_tank,H2_from_tank,H2_stored_tank,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,4515,71565.54909433832,179427.4982918729,15949.110959277592,12881.798836980897,0.0,0.0,0.0,127592.88767422074,3067.3121222966947,0.0,226000.76577686152,0.0,744728.9918028272,0.0,0.0,0.0,86849.85130677884,0.0,0.0,315775.347700594,15949.110959277592,657879.1404960484,1.0
 ,4516,71565.54909433832,144920.2369160351,12881.798836980897,12881.798836980897,0.0,0.0,0.0,103054.39069584718,0.0,0.0,226000.76577686152,0.0,744728.9918028272,0.0,0.0,0.0,213922.84132330155,0.0,0.0,315775.347700594,12881.798836980897,530806.1504795257,1.0
 ,4517,71565.54909433832,179427.4982918729,15949.110959277592,12881.798836980897,0.0,0.0,0.0,127592.88767422074,3067.3121222966947,0.0,229068.0778991582,0.0,744728.9918028272,0.0,0.0,0.0,0.0,82714.14410169414,0.0,398489.4918022881,15949.110959277592,662014.8477011331,1.0
 ,4518,71565.54909433832,179427.4982918729,15949.110959277592,12881.798836980897,0.0,0.0,0.0,127592.88767422074,3067.3121222966947,0.0,232135.3900214549,0.0,744728.9918028272,0.0,0.0,0.0,86849.85130677884,0.0,0.0,398489.4918022881,15949.110959277592,657879.1404960484,1.0
 ,4519,71565.54909433832,144920.2369160351,12881.798836980897,12881.798836980897,0.0,0.0,0.0,103054.39069584718,0.0,0.0,232135.3900214549,0.0,744728.9918028272,0.0,0.0,0.0,213922.84132330155,0.0,0.0,398489.4918022881,12881.798836980897,530806.1504795257,1.0
 ,4520,71565.54909433832,179427.4982918729,15949.110959277592,12881.798836980897,0.0,0.0,0.0,127592.88767422074,3067.3121222966947,0.0,235202.70214375158,0.0,742298.8235137864,0.0,0.0,0.0,84419.68301773805,0.0,0.0,398489.4918022881,15949.110959277592,657879.1404960484,1.0
 ,4521,71565.54909433832,179427.4982918729,15949.110959277592,12881.798836980897,0.0,0.0,0.0,127592.88767422074,3067.3121222966947,0.0,238270.01426604827,0.0,740025.4402756515,0.0,0.0,0.0,0.0,78234.57121866966,0.0,476724.06302095775,15949.110959277592,661790.8690569819,1.0
 ,4522,71565.54909433832,179427.4982918729,15949.110959277592,12881.798836980897,0.0,0.0,0.0,127592.88767422074,3067.3121222966947,0.0,241337.32638834495,0.0,730853.5147976588,0.0,0.0,0.0,72974.3743016104,0.0,0.0,476724.06302095775,15949.110959277592,657879.1404960484,1.0
 ,4523,71565.54909433832,179427.4982918729,15949.110959277592,12881.798836980897,0.0,0.0,0.0,127592.88767422074,3067.3121222966947,0.0,244404.63851064164,0.0,691892.429647553,0.0,0.0,0.0,34013.289151504636,0.0,0.0,476724.06302095775,15949.110959277592,657879.1404960484,1.0
 ,4524,71565.54909433832,179427.4982918729,15949.110959277592,12881.798836980897,0.0,0.0,0.0,127592.88767422074,3067.3121222966947,0.0,247471.95063293833,0.0,652147.4192429179,0.0,0.0,0.0,291227.7233653659,0.0,312588.88907210145,164135.1739488563,15949.110959277592,673508.5849496535,1.0
 ,4525,71565.54909433832,179427.4982918729,15949.110959277592,12881.798836980897,0.0,0.0,0.0,127592.88767422074,3067.3121222966947,0.0,250539.26275523502,0.0,632706.0729305915,0.0,0.0,0.0,0.0,0.0,26497.96585837563,137637.20809048068,15949.110959277592,659204.0387889672,1.0
 ,4526,71565.54909433832,179427.4982918729,15949.110959277592,12881.798836980897,0.0,0.0,0.0,127592.88767422074,3067.3121222966947,0.0,253606.5748775317,0.0,716742.8602161316,0.0,0.0,0.0,58863.71972008317,0.0,0.0,137637.20809048068,15949.110959277592,657879.1404960484,1.0
 ,4527,71565.54909433832,179427.4982918729,15949.110959277592,12881.798836980897,0.0,0.0,0.0,127592.88767422074,3067.3121222966947,0.0,256673.8869998284,0.0,733205.2905612467,0.0,0.0,0.0,0.0,71739.1905382841,0.0,209376.3986287648,15949.110959277592,661466.1000229627,1.0
 ,4528,71565.54909433832,179427.4982918729,15949.110959277592,12881.798836980897,0.0,0.0,0.0,127592.88767422074,3067.3121222966947,0.0,259741.19912212508,0.0,728736.9166104298,0.0,0.0,0.0,0.0,67483.59629941084,0.0,276859.99492817564,15949.110959277592,661253.320311019,1.0
 ,4529,71565.54909433832,179427.4982918729,15949.110959277592,12881.798836980897,0.0,0.0,0.0,127592.88767422074,3067.3121222966947,0.0,262808.51124442177,0.0,693695.4577329704,0.0,0.0,0.0,35816.31723692198,0.0,0.0,276859.99492817564,15949.110959277592,657879.1404960484,1.0
 ,4530,71565.54909433832,179427.4982918729,15949.110959277592,12881.798836980897,0.0,0.0,0.0,127592.88767422074,3067.3121222966947,0.0,265875.8233667185,0.0,704983.9813981922,0.0,0.0,0.0,0.0,44861.753240137004,0.0,321721.74816831265,15949.110959277592,660122.2281580552,1.0
 ,4531,71565.54909433832,167949.64932969396,14928.857718195019,12881.798836980897,0.0,0.0,0.0,119430.86174556015,2047.0588812141214,0.0,267922.8822479326,0.0,724582.1127614245,0.0,0.0,0.0,0.0,103781.09625580953,0.0,425502.8444241222,14928.857718195019,620801.016505615,1.0
 ,4532,71565.54909433832,179382.46042467057,15945.10759330405,12881.798836980897,0.0,0.0,0.0,127560.8607464324,3063.308756323153,0.0,270986.1910042557,0.0,657713.2885500758,0.0,0.0,0.0,0.0,0.0,0.0,425502.8444241222,15945.10759330405,657713.2885500758,1.0
 ,4533,71565.54909433832,179427.4982918729,15949.110959277592,12881.798836980897,0.0,0.0,0.0,127592.88767422074,3067.3121222966947,0.0,274053.50312655244,0.0,708198.0749417623,0.0,0.0,0.0,0.0,47922.79471020369,0.0,473425.6391343259,15949.110959277592,660275.2802315586,1.0
 ,4534,71565.54909433832,144920.2369160351,12881.798836980897,12881.798836980897,0.0,0.0,0.0,103054.39069584718,0.0,0.0,274053.50312655244,0.0,575793.099451765,0.0,0.0,0.0,0.0,42844.71330689455,0.0,516270.3524412204,12881.798836980897,532948.3861448704,1.0
 ,4535,71565.54909433832,92739.01619305453,8243.468106049291,12881.798836980897,0.0,0.0,0.0,65947.74484839433,0.0,4638.330730931606,269415.17239562084,0.0,354882.9627254104,0.0,0.0,0.0,0.0,0.0,0.0,516270.3524412204,8243.468106049291,354882.96272541035,1.0
 ,4536,71565.54909433832,93273.81895382759,8291.00612922912,12881.798836980897,0.0,0.0,0.0,66328.04903383295,0.0,4590.792707751778,264824.379687868,0.0,356685.9908108278,0.0,0.0,0.0,0.0,0.0,0.0,516270.3524412204,8291.006129229121,356685.9908108279,1.0
 ,4537,71565.54909433832,115386.75049709597,10256.600044186309,12881.798836980897,0.0,0.0,0.0,82052.80035349047,0.0,2625.1987927945884,262199.1808950734,0.0,431237.2825165635,0.0,0.0,0.0,0.0,0.0,0.0,516270.3524412204,10256.60004418631,431237.2825165635,1.0
 ,4538,71565.54909433832,106853.15861867378,9498.058543882114,12881.798836980897,0.0,0.0,0.0,75984.46835105692,0.0,3383.740293098783,258815.44060197464,0.0,402467.2256753384,0.0,0.0,0.0,0.0,0.0,0.0,516270.3524412204,9498.058543882114,402467.2256753384,1.0
 ,4539,71565.54909433832,110736.29170776509,9843.22592957912,12881.798836980897,0.0,0.0,0.0,78745.80743663295,0.0,3038.572907401778,255776.86769457287,0.0,415558.77742597763,0.0,0.0,0.0,0.0,0.0,0.0,516270.3524412204,9843.22592957912,415558.77742597763,1.0
 ,4540,71565.54909433832,144920.2369160351,12881.798836980897,12881.798836980897,0.0,0.0,0.0,103054.39069584718,0.0,0.0,255776.86769457287,0.0,496851.8263206652,0.0,0.0,0.0,0.0,0.0,35741.39385143203,480528.9585897884,12881.798836980897,532593.2201720973,1.0
 ,4541,71565.54909433832,145151.5898399292,12902.36354132704,12881.798836980897,0.0,0.0,0.0,103218.90833061632,20.564704346144318,0.0,255797.43239891902,0.0,531658.1076217658,0.0,0.0,0.0,0.0,0.0,0.0,480528.9585897884,12902.363541327044,531658.1076217658,1.0
 ,4542,69841.37024502034,141428.77474616616,12571.44664410366,12571.446644103662,0.0,0.0,0.0,100571.57315282928,0.0,0.0,255797.43239891902,0.0,518017.80819295614,0.0,0.0,0.0,0.0,0.0,0.0,480528.9585897884,12571.446644103662,518017.80819295614,1.0
 ,4543,71565.54909433832,137871.71874351086,12255.263888312076,12881.798836980897,0.0,0.0,0.0,98042.11110649661,0.0,626.5349486688228,255170.8974502502,0.0,507042.854629546,0.0,0.0,0.0,0.0,0.0,0.0,480528.9585897884,12255.263888312074,507042.85462954594,1.0
 ,4544,70084.46218140583,141921.0359173468,12615.20319265305,12615.20319265305,0.0,0.0,0.0,100921.6255412244,0.0,0.0,255170.8974502502,0.0,519820.8362783735,0.0,0.0,0.0,0.0,0.0,0.0,480528.9585897884,12615.203192653054,519820.8362783736,1.0
 ,4545,71565.54909433832,144920.2369160344,12881.798836980835,12881.798836980897,0.0,0.0,0.0,103054.39069584668,0.0,0.0,255170.8974502502,0.0,518409.7708202207,0.0,0.0,0.0,0.0,0.0,13048.820694002728,467480.1378957857,12881.798836980835,531458.5915142235,1.0
 ,4546,71565.54909433832,151027.03777611617,13424.625580099215,12881.798836980897,0.0,0.0,0.0,107397.00464079372,542.8267431183164,0.0,255713.7241933685,0.0,553294.4446467742,0.0,0.0,0.0,0.0,0.0,0.0,467480.1378957857,13424.625580099215,553294.4446467742,1.0
 ,4547,71565.54909433832,176444.7364565771,15683.976573917967,12881.798836980897,0.0,0.0,0.0,125471.81259134374,2802.177736937069,0.0,258515.90193030558,0.0,646895.1200375716,0.0,0.0,0.0,0.0,0.0,0.0,467480.1378957857,15683.976573917966,646895.1200375716,1.0
 ,4548,71565.54909433832,165268.61266491713,14690.543347992636,12881.798836980897,0.0,0.0,0.0,117524.34678394109,1808.7445110117376,0.0,260324.6464413173,0.0,605739.0441747839,0.0,0.0,0.0,0.0,0.0,0.0,467480.1378957857,14690.543347992638,605739.0441747839,1.0
 ,4549,71565.54909433832,162820.50935817257,14472.934165170895,12881.798836980897,0.0,0.0,0.0,115783.47332136716,1591.135328189998,0.0,261915.7817695073,0.0,596723.903747697,0.0,0.0,0.0,0.0,0.0,0.0,467480.1378957857,14472.934165170898,596723.903747697,1.0
 ,4550,71565.54909433832,179427.4982918729,15949.110959277592,12881.798836980897,0.0,0.0,0.0,127592.88767422074,3067.3121222966947,0.0,264983.093891804,0.0,668766.6346389389,0.0,0.0,0.0,0.0,10369.042040848151,0.0,477849.17993663275,15949.110959277592,658397.5925980908,1.0
 ,4551,71565.54909433832,179427.4982918729,15949.110959277592,12881.798836980897,0.0,0.0,0.0,127592.88767422074,3067.3121222966947,0.0,268050.4060141007,0.0,663671.1204844986,0.0,0.0,0.0,0.0,5516.171417571601,0.0,483365.35135420435,15949.110959277592,658154.949066927,1.0
 ,4552,71565.54909433832,175912.54008554562,15636.670229826279,12881.798836980897,0.0,0.0,0.0,125093.36183861023,2754.8713928453853,0.0,270805.27740694606,0.0,644935.3069012484,0.0,0.0,0.0,0.0,0.0,0.0,483365.35135420435,15636.670229826283,644935.3069012484,1.0
 ,4553,71565.54909433832,160116.9517933329,14232.617937185149,12881.798836980897,0.0,0.0,0.0,113860.94349748119,1350.819100204255,0.0,272156.09650715033,0.0,586768.053015175,0.0,0.0,0.0,0.0,0.0,0.0,483365.35135420435,14232.617937185152,586768.053015175,1.0
 ,4554,71565.54909433832,157200.5156800807,13973.379171562729,12881.798836980897,0.0,0.0,0.0,111787.03337250183,1091.5803345818347,0.0,273247.6768417322,0.0,576028.2770281237,0.0,0.0,0.0,0.0,0.0,0.0,483365.35135420435,13973.379171562734,576028.2770281238,1.0
 ,4555,71565.54909433832,151984.9912439727,13509.77699946424,12881.798836980897,0.0,0.0,0.0,108078.21599571392,627.9781624833461,0.0,273875.65500421554,0.0,556822.108292156,0.0,0.0,0.0,0.0,0.0,0.0,483365.35135420435,13509.776999464244,556822.108292156,1.0
 ,4556,71565.54909433832,135220.95723359223,12019.640642985976,12881.798836980897,0.0,0.0,0.0,96157.12514388781,0.0,862.1581939949228,273013.49681022065,0.0,498106.10672791203,0.0,0.0,0.0,0.0,0.0,0.0,483365.35135420435,12019.640642985974,498106.106727912,1.0
 ,4557,71565.54909433832,112270.94310824425,9979.63938739949,12881.798836980897,0.0,0.0,0.0,79837.11509919591,0.0,2902.159449581408,270111.33736063924,0.0,420732.6841058709,0.0,0.0,0.0,0.0,0.0,0.0,483365.35135420435,9979.639387399491,420732.6841058709,1.0
 ,4558,71565.54909433832,84414.69496015224,7503.528440902421,12881.798836980897,0.0,0.0,0.0,60028.227527219366,0.0,5378.270396078471,264733.06696456077,0.0,326818.4386132618,0.0,0.0,0.0,0.0,0.0,0.0,483365.35135420435,7503.528440902423,326818.4386132618,1.0
 ,4559,71565.54909433832,38886.70341260283,3456.5958588980293,12881.798836980897,0.0,0.0,0.0,27652.766871184234,0.0,9425.202978082867,255307.8639864779,0.0,173325.87377642642,0.0,0.0,0.0,0.0,0.0,0.0,483365.35135420435,3456.5958588980297,173325.87377642642,1.0
 ,4560,71565.54909433832,29841.561067354243,2652.583205987044,12881.798836980897,0.0,0.0,0.0,21220.665647896352,0.0,10229.215630993853,245078.64835548404,0.0,142831.18137523698,0.0,0.0,0.0,0.0,0.0,0.0,483365.35135420435,2652.5832059870445,142831.18137523698,1.0
 ,4561,71565.54909433832,25167.8499840767,2237.142220806818,12881.798836980897,0.0,0.0,0.0,17897.137766454543,0.0,10644.65661617408,234433.99173930995,0.0,127074.28375919821,0.0,0.0,0.0,0.0,0.0,0.0,483365.35135420435,2237.1422208068184,127074.28375919821,1.0
 ,4562,14913.161836519927,30199.152718952853,2684.369130573587,2684.369130573587,0.0,0.0,0.0,21474.953044588696,0.0,0.0,234433.99173930995,0.0,110611.85341408309,0.0,0.0,0.0,0.0,0.0,0.0,483365.35135420435,2684.3691305735874,110611.8534140831,1.0
 ,4563,71565.54909433832,17936.38656666717,1594.3454725926374,12881.798836980897,0.0,0.0,0.0,12754.7637807411,0.0,11287.45336438826,223146.53837492169,0.0,102694.20834333725,0.0,0.0,0.0,0.0,0.0,0.0,483365.35135420435,1594.3454725926379,102694.20834333725,1.0
 ,4564,71565.54909433832,10844.436912937561,963.9499478166722,12881.798836980897,0.0,0.0,0.0,7711.5995825333775,0.0,11917.848889164225,211228.68948575747,0.0,78784.48808019384,0.0,0.0,0.0,0.0,0.0,0.0,483365.35135420435,963.9499478166728,78784.48808019384,1.0
 ,4565,14313.109818867664,18003.699560259196,1600.3288498008176,2576.3597673961794,0.0,0.0,0.0,12802.63079840654,0.0,976.0309175953623,210252.6585681621,0.0,69142.20744948354,0.0,0.0,0.0,0.0,0.0,0.0,483365.35135420435,1600.3288498008171,69142.20744948354,1.0
 ,4566,68958.84866113603,0.0,0.0,12412.592759004485,0.0,0.0,0.0,0.0,0.0,12412.592759004485,197840.06580915762,0.0,40685.72071007025,0.0,0.0,0.0,0.0,0.0,0.0,483365.35135420435,0.0,40685.72071007025,1.0
 ,4567,30260.269186428595,61277.0451025179,5446.848453557147,5446.848453557147,0.0,0.0,0.0,43574.787628457176,0.0,0.0,197840.06580915762,0.0,27280.598857619356,0.0,0.0,0.0,0.0,0.0,207538.6410157328,275826.7103384716,5446.84845355716,234819.23987335214,1.0
 ,4568,33482.90917650535,0.0,0.0,6026.923651770963,0.0,0.0,0.0,0.0,0.0,6026.923651770963,191813.14215738664,0.0,19754.916414138155,0.0,0.0,0.0,0.0,0.0,0.0,275826.7103384716,0.0,19754.916414138155,1.0
 ,4569,19265.959645211413,0.0,0.0,3467.8727361380543,0.0,0.0,0.0,0.0,0.0,3467.8727361380543,188345.26942124858,0.0,11366.916190674732,0.0,0.0,0.0,0.0,0.0,0.0,275826.7103384716,0.0,11366.916190674732,1.0
 ,4570,14313.109818867664,0.0,0.0,2576.3597673961794,0.0,0.0,0.0,0.0,0.0,2576.3597673961794,185768.9096538524,0.0,7760.86001983999,0.0,0.0,0.0,0.0,0.0,719.8681824125599,275106.842156059,0.0,8480.72820225255,1.0
 ,4571,14313.109818867664,0.0,0.0,2576.3597673961794,0.0,0.0,0.0,0.0,0.0,2576.3597673961794,183192.54988645623,0.0,2273.383238134946,0.0,0.0,0.0,0.0,0.0,6496.159531575765,268610.68262448325,0.0,8769.54276971071,1.0
 ,4572,14313.109818867664,0.0,0.0,2576.3597673961794,0.0,0.0,0.0,0.0,0.0,2576.3597673961794,180616.19011906005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.194519086233,259721.48810539703,0.0,8889.194519086233,1.0
 ,4573,14313.109818867664,0.0,0.0,2576.3597673961794,0.0,0.0,0.0,0.0,0.0,2576.3597673961794,178039.83035166387,0.0,391.96262726464596,0.0,0.0,0.0,0.0,0.0,8476.602279860292,251244.88582553674,0.0,8868.564907124937,1.0
 ,4574,71565.54909433832,0.0,0.0,12881.798836980897,0.0,0.0,0.0,0.0,0.0,12881.798836980897,165158.03151468298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44445.972595431165,206798.91323010557,0.0,44445.972595431165,1.0
 ,4575,14313.109818867664,0.0,0.0,2576.3597673961794,0.0,0.0,0.0,0.0,0.0,2576.3597673961794,162581.6717472868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.194519086233,197909.71871101932,0.0,8889.194519086233,1.0
 ,4576,14313.109818867664,0.0,0.0,2576.3597673961794,0.0,0.0,0.0,0.0,0.0,2576.3597673961794,160005.3119798906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.194519086233,189020.52419193307,0.0,8889.194519086233,1.0
 ,4577,14313.109818867664,0.0,0.0,2576.3597673961794,0.0,0.0,0.0,0.0,0.0,2576.3597673961794,157428.95221249442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.194519086233,180131.32967284688,0.0,8889.194519086233,1.0
 ,4578,71565.54909433832,0.0,0.0,12881.798836980897,0.0,0.0,0.0,0.0,0.0,12881.798836980897,144547.15337551353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44445.972595431165,135685.3570774157,0.0,44445.972595431165,1.0
 ,4579,14313.109818867664,0.0,0.0,2576.3597673961794,0.0,0.0,0.0,0.0,0.0,2576.3597673961794,141970.79360811735,0.0,4468.373950816964,0.0,0.0,0.0,0.0,0.0,4185.642991910482,131499.71408550523,0.0,8654.016942727447,1.0
 ,4580,14313.109818867664,6447.3094687719295,573.0941750019493,2576.3597673961794,0.0,0.0,0.0,4584.753400015595,0.0,2003.2655923942302,139967.52801572313,0.0,30181.122299377737,0.0,0.0,0.0,0.0,0.0,0.0,131499.71408550523,573.0941750019496,30181.122299377737,1.0
 ,4581,71565.54909433832,1310.9963948092384,116.5330128719323,12881.798836980897,0.0,0.0,0.0,932.2641029754584,0.0,12765.265824108965,127202.26219161418,0.0,46643.55264449286,0.0,0.0,0.0,0.0,0.0,0.0,131499.71408550523,116.53301287193233,46643.55264449286,1.0
 ,4582,14313.109818867664,9842.14438498348,874.8572786651982,2576.3597673961794,0.0,0.0,0.0,6998.858229321586,0.0,1701.5024887309814,125500.7597028832,0.0,41626.4310155054,0.0,0.0,0.0,0.0,0.0,0.0,131499.71408550523,874.8572786651984,41626.4310155054,1.0
 ,4583,42385.11121946511,0.0,0.0,7629.32001950372,0.0,0.0,0.0,0.0,0.0,7629.32001950372,117871.43968337947,0.0,25007.21561948441,0.0,0.0,0.0,0.0,0.0,0.0,131499.71408550523,0.0,25007.21561948441,1.0
 ,4584,14313.109818867664,0.0,0.0,2576.3597673961794,0.0,0.0,0.0,0.0,0.0,2576.3597673961794,115295.0799159833,0.0,6584.972138046051,0.0,0.0,0.0,0.0,0.0,1957.64490009039,129542.06918541483,0.0,8542.61703813644,1.0
 ,4585,14748.424280127358,0.0,0.0,2654.7163704229247,0.0,0.0,0.0,0.0,0.0,2654.7163704229247,112640.36354556037,0.0,8701.570325275141,0.0,0.0,0.0,0.0,0.0,0.0,129542.06918541483,0.0,8701.570325275141,1.0
 ,4586,14313.109818867664,8447.006748184214,750.8450442830414,2576.3597673961794,0.0,0.0,0.0,6006.760354264331,0.0,1825.5147231131268,110814.84882244724,0.0,36922.87948832965,0.0,0.0,0.0,0.0,0.0,0.0,129542.06918541483,750.8450442830415,36922.87948832966,1.0
 ,4587,22720.54551262863,0.0,0.0,4089.6981922731534,0.0,0.0,0.0,0.0,0.0,4089.698192273153,106725.15063017409,0.0,13405.121852450891,0.0,0.0,0.0,0.0,0.0,0.0,129542.06918541483,0.0,13405.12185245089,1.0
 ,4588,71565.54909433832,0.0,0.0,12881.798836980897,0.0,0.0,0.0,0.0,0.0,12881.798836980897,93843.35179319319,0.0,3527.6636453818132,0.0,0.0,0.0,0.0,0.0,40732.64244239768,88809.42674301715,0.0,44260.306087779485,1.0
 ,4589,14313.109818867664,0.0,0.0,2576.3597673961794,0.0,0.0,0.0,0.0,0.0,2576.3597673961794,91266.99202579701,0.0,78.39252545292919,0.0,0.0,0.0,0.0,0.0,8806.676071241045,80002.7506717761,0.0,8885.068596693975,1.0
 ,4590,14313.109818867664,0.0,0.0,2576.3597673961794,0.0,0.0,0.0,0.0,0.0,2576.3597673961794,88690.63225840083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.194519086233,71113.55615268987,0.0,8889.194519086233,1.0
 ,4591,14313.109818867664,0.0,0.0,2576.3597673961794,0.0,0.0,0.0,0.0,0.0,2576.3597673961794,86114.27249100465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.194519086233,62224.36163360363,0.0,8889.194519086233,1.0
 ,4592,14313.109818867664,0.0,0.0,2576.3597673961794,0.0,0.0,0.0,0.0,0.0,2576.3597673961794,83537.91272360848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.194519086233,53335.1671145174,0.0,8889.194519086233,1.0
 ,4593,71565.54909433832,0.0,0.0,12881.798836980897,0.0,0.0,0.0,0.0,0.0,12881.798836980897,70656.11388662757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44445.972595431165,8889.194519086233,0.0,44445.972595431165,1.0
 ,4594,14313.109818867664,0.0,0.0,2576.3597673961794,0.0,0.0,0.0,0.0,0.0,2576.3597673961794,68079.7541192314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.194519086233,0.0,0.0,8889.194519086233,1.0
 ,4595,14313.109818867664,4889.4057743460835,434.61384660854077,2576.3597673961794,0.0,0.0,0.0,3476.910772868326,0.0,2141.745920787639,65938.00819844376,0.0,24928.823094031482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.61384660854077,24928.823094031482,1.0
 ,4596,71565.54909433832,6752.033178326381,600.180726962345,12881.798836980897,0.0,0.0,0.0,4801.44581569876,0.0,12281.618110018553,53656.39008842521,0.0,64987.4036004783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.180726962345,64987.40360047829,1.0
 ,4597,14313.109818867664,24142.305162175962,2145.982681082308,2576.3597673961794,0.0,0.0,0.0,17167.861448658463,0.0,430.3770863138716,53226.01300211134,0.0,89837.83416905685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2145.9826810823083,89837.83416905685,1.0
 ,4598,71565.54909433832,6682.276296486419,593.9801152432373,12881.798836980897,0.0,0.0,0.0,4751.840921945898,0.0,12287.81872173766,40938.194280373675,0.0,64752.22602411952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.9801152432375,64752.22602411952,1.0
 ,4599,14313.109818867664,4587.125953039575,407.7445291590733,2576.3597673961794,0.0,0.0,0.0,3261.9562332725864,0.0,2168.6152382371065,38769.57904213657,0.0,23909.7202631434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.74452915907335,23909.720263143397,1.0
 ,4600,71565.54909433832,54488.99265080798,4843.466013405154,12881.798836980897,0.0,0.0,0.0,38747.72810724123,0.0,8038.3328235757435,30731.246218560824,0.0,225927.25835534194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4843.466013405154,225927.25835534194,1.0
 ,4601,59620.93970220334,120732.40289696176,10731.769146396602,10731.7691463966,0.0,0.0,0.0,85854.15317117282,0.0,0.0,30731.246218560824,0.0,442212.2360799736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10731.769146396602,442212.2360799736,1.0
 ,4602,65307.17717069924,132247.03377066596,11755.291890725863,11755.291890725863,0.0,0.0,0.0,94042.3351258069,0.0,0.0,30731.246218560824,0.0,484387.4147736495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11755.291890725866,484387.41477364954,1.0
 ,4603,71565.54909433832,171037.6213268978,15203.34411794647,12881.798836980897,0.0,0.0,0.0,121626.75294357176,2321.5452809655726,0.0,33052.79149952641,0.0,626983.4185725276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15203.344117946472,626983.4185725276,1.0
 ,4604,71565.54909433832,160010.5125191266,14223.156668366812,12881.798836980897,0.0,0.0,0.0,113785.25334693449,1341.3578313859164,0.0,34394.149330912325,0.0,586376.0903879104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14223.156668366815,586376.0903879104,1.0
 ,4605,71565.54909433832,167461.2617135666,14885.445485650365,12881.798836980897,0.0,0.0,0.0,119083.56388520292,2003.6466486694721,0.0,36397.795979581795,0.0,613813.4742964356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14885.445485650369,613813.4742964356,1.0
 ,4606,71565.54909433832,179427.4982918729,15949.110959277592,12881.798836980897,0.0,0.0,0.0,127592.88767422074,3067.3121222966947,0.0,39465.10810187849,0.0,683347.6443731837,0.0,0.0,0.0,25468.503877135343,0.0,0.0,0.0,15949.110959277592,657879.1404960484,1.0
 ,4607,71565.54909433832,179427.4982918729,15949.110959277592,12881.798836980897,0.0,0.0,0.0,127592.88767422074,3067.3121222966947,0.0,42532.420224175185,0.0,710001.1030271796,0.0,0.0,0.0,52121.96253113123,0.0,0.0,0.0,15949.110959277592,657879.1404960484,1.0
 ,4608,71565.54909433832,179427.4982918729,15949.110959277592,12881.798836980897,0.0,0.0,0.0,127592.88767422074,3067.3121222966947,0.0,45599.73234647188,0.0,692754.7474275352,0.0,0.0,0.0,0.0,33214.86374427321,0.0,33214.86374427304,15949.110959277592,659539.883683262,1.0
 ,4609,71565.54909433832,179427.4982918729,15949.110959277592,12881.798836980897,0.0,0.0,0.0,127592.88767422074,3067.3121222966947,0.0,48667.044468768574,0.0,723014.2622523659,0.0,0.0,0.0,65135.12175631756,0.0,0.0,33214.86374427304,15949.110959277592,657879.1404960484,1.0
 ,4610,71565.54909433832,179427.4982918729,15949.110959277592,12881.798836980897,0.0,0.0,0.0,127592.88767422074,16930.799884851043,13863.487762554356,51734.35659106526,0.0,722230.3369978366,0.0,0.0,0.0,0.0,15075.227936045747,0.0,48290.09168031879,15949.110959277592,707155.1090617909,1.0
 ,4611,71565.54909433832,179427.4982918729,15949.110959277592,12881.798836980897,0.0,0.0,0.0,127592.88767422074,3067.3121222966947,0.0,54801.668713361956,0.0,729834.4119667708,0.0,0.0,0.0,0.0,68528.82997211657,0.0,116818.92165243535,15949.110959277592,661305.5819946543,1.0
 ,4612,71565.54909433832,179427.4982918729,15949.110959277592,12881.798836980897,0.0,0.0,0.0,127592.88767422074,3067.3121222966947,0.0,57868.98083565865,0.0,738614.3748174988,0.0,0.0,0.0,0.0,76890.69935376235,0.0,193709.6210061977,15949.110959277592,661723.6754637365,1.0
