Informations,Time,MeOH biogas H2,Biogas w H2,H2O wwtp,H2_from_SOEC_A,H2_pipeline_to_MeOHCCU_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_fixed,Solar_tracking,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
Scenario: Esbjerg - no byproduct sale,1,3650.814551414609,4588.455447133115,2442.0519062451463,217.0712805551241,138.5467228549251,0.0,0.0,0.0,1736.5702444409928,78.52455770019901,0.0,78.52455770019901,0.0,0.0,0.0,0.0,0.0,9555.30583170478,0.0,97.90829771961944,0.0,0.0,0.0,217.0712805551241,9457.39753398516,1.0
Profile: 2020ma,2,3650.814551414609,4588.455447133115,2442.0519062451463,217.0712805551241,138.5467228549251,0.0,0.0,0.0,1736.5702444409928,78.52455770019901,0.0,157.049115400398,0.0,0.0,0.0,0.0,0.0,9555.30583170478,0.0,0.0,93.24599782820898,0.0,93.24599782820898,217.0712805551241,9462.059833876572,1.0
Location: Esbjerg,3,3650.814551414609,4588.455447133115,2442.0519062451463,217.0712805551241,138.5467228549251,0.0,0.0,0.0,1736.5702444409928,78.52455770019907,0.0,235.57367310059706,0.0,0.0,0.0,0.0,0.0,9555.30583170478,0.0,97.90829771961944,0.0,0.0,93.24599782820898,217.0712805551241,9457.39753398516,1.0
Fuel: MeOH,4,906.1759872496,1138.9097107508633,2442.0519062451463,217.0712805551241,34.38895939390061,0.0,0.0,0.0,1736.5702444409928,182.6823212317075,0.0,418.25599433230457,0.0,0.0,0.0,0.0,0.0,9555.30583170478,0.0,0.0,0.0,0.0,93.24599782820898,217.07128055512413,9555.305831704782,1.0
Electrolyser: SOEC,5,3650.814551414609,4588.455447133115,2442.0519062451463,217.0712805551241,138.5467228549251,0.0,0.0,0.0,1736.5702444409928,78.52455770019913,0.0,496.7805520325037,0.0,0.0,0.0,0.0,0.0,9555.30583170478,0.0,186.4919956564172,0.0,93.24599782820898,0.0,217.0712805551241,9462.059833876572,1.0
CO2 capture: None,6,3650.814551414609,4588.455447133115,2442.0519062451463,217.0712805551241,138.5467228549251,0.0,0.0,0.0,1736.5702444409928,78.52455770019901,0.0,575.3051097327027,0.0,0.0,0.0,0.0,0.0,9555.30583170478,0.0,97.90829771961944,0.0,0.0,0.0,217.0712805551241,9457.39753398516,1.0
CO2taxWTTup: 0,7,3650.814551414609,4588.455447133115,2442.0519062451463,217.0712805551241,138.5467228549251,0.0,0.0,0.0,1736.5702444409928,78.52455770019901,0.0,653.8296674329017,0.0,0.0,0.0,0.0,0.0,9555.30583170478,0.0,97.90829771961944,0.0,0.0,0.0,217.0712805551241,9457.39753398516,1.0
CO2taxWTTop: 0,8,906.1759853922522,1138.9097084164916,2442.0519062451463,217.0712805551241,34.38895932341512,0.0,0.0,0.0,1736.5702444409928,182.68232123170898,0.0,836.5119886646107,0.0,0.0,0.0,0.0,0.0,9555.30583170478,0.0,0.0,0.0,0.0,0.0,217.0712805551241,9555.30583170478,1.0
CO2WTTop_treshhold -1,9,3650.814551414609,4588.455447133115,2442.0519062451463,217.0712805551241,138.5467228549251,0.0,0.0,0.0,1736.5702444409928,78.52455770019901,0.0,915.0365463648097,0.0,265.16206507624446,0.0,0.0,0.0,9555.30583170478,0.0,363.0703627958639,0.0,0.0,0.0,217.0712805551241,9457.39753398516,1.0
Renewable criterion: None,10,3650.814551414609,4588.455447133115,2442.0519062451463,217.0712805551241,138.5467228549251,0.0,0.0,0.0,1736.5702444409928,78.52455770019901,0.0,993.5611040650087,0.0,1296.3478737060839,0.0,0.0,0.0,9555.30583170478,0.0,1394.2561714257033,0.0,0.0,0.0,217.0712805551241,9457.39753398516,1.0
Renewable application: 0,11,0.0,0.0,2442.0519062451463,217.0712805551241,0.0,0.0,0.0,0.0,1736.5702444409928,217.0712805551241,0.0,1210.6323846201328,0.0,1664.6285196453125,0.0,0.0,0.0,9555.30583170478,0.0,1632.3028978813024,0.0,0.0,0.0,217.0712805551241,9587.63145346879,1.0
 ,12,3650.814551414609,4588.455447133115,2442.0519062451463,217.0712805551241,138.5467228549251,0.0,0.0,0.0,1736.5702444409928,78.52455770019901,0.0,1289.1569423203318,0.0,1237.4229703558076,0.0,0.0,0.0,9555.30583170478,0.0,1335.331268075427,0.0,0.0,0.0,217.0712805551241,9457.39753398516,1.0
 ,13,3650.814551414609,4588.455447133115,2442.0519062451463,217.0712805551241,138.5467228549251,0.0,0.0,0.0,1736.5702444409928,78.52455770019901,0.0,1367.6815000205308,0.0,1384.7352287314989,0.0,0.0,0.0,9555.30583170478,0.0,1173.4125812319726,294.5056621134718,0.0,294.5056621134718,217.0712805551241,9472.122817090834,1.0
 ,14,2167.719652779424,2724.4563942036475,925.469524533883,82.26395773634516,82.26395773634516,0.0,0.0,0.0,658.1116618907613,0.0,0.0,1367.6815000205308,0.0,795.4861952287333,0.0,0.0,0.0,2480.850073784915,0.0,0.0,0.0,294.5056621134718,0.0,82.26395773634518,3570.84193112712,1.0
 ,15,1338.0921267071603,1681.755131927032,571.2747415000797,50.77997702222931,50.77997702222931,0.0,0.0,0.0,406.2398161778345,0.0,0.0,1367.6815000205308,0.0,220.96838756353705,0.0,0.0,0.0,1974.1548066505195,0.0,0.0,0.0,0.0,0.0,50.77997702222932,2195.1231942140566,1.0
 ,16,3650.814551414609,4588.455447133115,0.0,0.0,138.5467228549251,0.0,0.0,0.0,0.0,0.0,138.5467228549251,1229.1347771656058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
 ,17,3650.814551414609,4588.455447133115,0.0,0.0,138.5467228549251,0.0,0.0,0.0,0.0,0.0,138.5467228549251,1090.5880543106807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
 ,18,3296.2878957883354,4142.875497438891,1407.2917536779094,125.09260032692528,125.0926003269253,0.0,0.0,0.0,1000.7408026154022,0.0,0.0,1090.5880543106807,0.0,0.0,0.0,0.0,0.0,5407.518563507367,0.0,0.0,0.0,0.0,0.0,125.09260032692528,5407.518563507367,1.0
 ,19,3650.814551414609,4588.455447133115,2234.3515126691173,198.60902334836598,138.5467228549251,0.0,0.0,0.0,1588.8721867869278,60.062300493440866,0.0,1150.6503548041217,0.0,0.0,0.0,0.0,0.0,8641.95424989492,0.0,0.0,0.0,0.0,0.0,198.609023348366,8641.95424989492,1.0
 ,20,3650.814551414609,4588.455447133115,2442.0519062451463,217.0712805551241,138.5467228549251,0.0,0.0,0.0,1736.5702444409928,78.52455770019901,0.0,1229.1749125043207,0.0,0.0,0.0,0.0,0.0,9555.30583170478,0.0,97.90829771961944,0.0,0.0,0.0,217.0712805551241,9457.39753398516,1.0
 ,21,3650.814551414609,4588.455447133115,2442.0519062451463,217.0712805551241,138.5467228549251,0.0,0.0,0.0,1736.5702444409928,78.52455770019901,0.0,1307.6994702045197,0.0,0.0,0.0,0.0,0.0,9555.30583170478,0.0,0.0,93.24599782820898,0.0,93.24599782820898,217.0712805551241,9462.059833876572,1.0
 ,22,3650.814551414609,4588.455447133115,2442.0519062451463,217.0712805551241,138.5467228549251,0.0,0.0,0.0,1736.5702444409928,78.52455770019901,0.0,1386.2240279047182,0.0,0.0,0.0,0.0,0.0,9555.30583170478,0.0,97.90829771961944,0.0,0.0,93.24599782820898,217.0712805551241,9457.39753398516,1.0
 ,23,906.1759853922522,1138.9097084164916,2442.0519062451463,217.0712805551241,34.38895932341512,0.0,0.0,0.0,1736.5702444409928,182.68232123170898,0.0,1568.9063491364273,0.0,0.0,0.0,0.0,0.0,9555.30583170478,0.0,0.0,0.0,0.0,93.24599782820898,217.0712805551241,9555.30583170478,1.0
 ,24,3650.814551414609,4588.455447133115,2442.0519062451463,217.0712805551241,138.5467228549251,0.0,0.0,0.0,1736.5702444409928,78.52455770019901,0.0,1647.4309068366263,0.0,0.0,0.0,0.0,0.0,9555.30583170478,0.0,97.90829771961944,0.0,0.0,93.24599782820898,217.0712805551241,9457.39753398516,1.0
 ,25,3650.814551414609,4588.455447133115,2442.0519062451463,217.0712805551241,138.5467228549251,0.0,0.0,0.0,1736.5702444409928,78.52455770019901,0.0,1725.9554645368253,0.0,0.0,0.0,0.0,0.0,9555.30583170478,0.0,97.90829771961944,0.0,0.0,93.24599782820898,217.0712805551241,9457.39753398516,1.0
 ,26,3650.814551414609,4588.455447133115,2442.0519062451463,217.0712805551241,138.5467228549251,0.0,0.0,0.0,1736.5702444409928,78.52455770019901,0.0,1804.4800222370243,0.0,0.0,0.0,0.0,0.0,9555.30583170478,0.0,97.90829771961944,0.0,0.0,93.24599782820898,217.0712805551241,9457.39753398516,1.0
 ,27,3650.814551414609,4588.455447133115,2442.0519062451463,217.0712805551241,138.5467228549251,0.0,0.0,0.0,1736.5702444409928,78.52455770019901,0.0,1883.0045799372233,0.0,0.0,0.0,0.0,0.0,9555.30583170478,0.0,97.90829771961944,0.0,0.0,93.24599782820898,217.0712805551241,9457.39753398516,1.0
 ,28,906.1759853922522,1138.9097084164916,2442.0519062451463,217.0712805551241,34.38895932341512,0.0,0.0,0.0,1736.5702444409928,182.68232123170898,0.0,2065.6869011689323,0.0,0.0,0.0,0.0,0.0,9555.30583170478,0.0,0.0,0.0,0.0,93.24599782820898,217.0712805551241,9555.30583170478,1.0
 ,29,3650.814551414609,4588.455447133115,2442.0519062451463,217.0712805551241,138.5467228549251,0.0,0.0,0.0,1736.5702444409928,78.52455770019901,0.0,2144.211458869131,0.0,0.0,0.0,0.0,0.0,9555.30583170478,0.0,186.4919956564172,0.0,93.24599782820898,0.0,217.0712805551241,9462.059833876572,1.0
 ,30,3650.814551414609,4588.455447133115,2442.0519062451463,217.0712805551241,138.5467228549251,0.0,0.0,0.0,1736.5702444409928,78.52455770019901,0.0,2222.73601656933,0.0,0.0,0.0,0.0,0.0,9555.30583170478,0.0,97.90829771961944,0.0,0.0,0.0,217.0712805551241,9457.39753398516,1.0
 ,31,3650.814551414609,4588.455447133115,2442.0519062451463,217.0712805551241,138.5467228549251,0.0,0.0,0.0,1736.5702444409928,78.5245577001997,0.0,2301.2605742695296,0.0,0.0,0.0,0.0,0.0,9555.30583170478,0.0,97.90829771961944,0.0,0.0,0.0,217.0712805551241,9457.397533985162,1.0
 ,32,2745.4636397035633,3450.5827165673195,2442.0519062451463,217.0712805551241,104.18907469591866,0.0,0.0,0.0,1736.5702444409928,173.1347886263625,60.252582767157065,2414.142780128735,0.0,0.0,0.0,0.0,0.0,9546.331151055754,0.0,0.0,0.0,0.0,0.0,217.0712805551241,9546.331151055754,1.0
 ,33,3650.814551414609,4588.455447133115,2442.0519062451463,217.0712805551241,138.5467228549251,0.0,0.0,0.0,1736.5702444409928,78.52455770019901,0.0,2492.6673378289343,0.0,2091.834068934817,0.0,0.0,0.0,9505.49014798688,0.0,2139.926682936537,0.0,0.0,0.0,217.0712805551241,9457.39753398516,1.0
 ,34,3650.814551414609,4588.455447133115,2442.0519062451463,217.0712805551241,138.5467228549251,0.0,0.0,0.0,1736.5702444409928,78.52455770019901,0.0,2571.1918955291335,0.0,4920.229429748092,0.0,0.0,0.0,9359.203131505234,0.0,4822.035027268165,0.0,0.0,0.0,217.0712805551241,9457.39753398516,1.0
 ,35,0.0,0.0,2442.0519062451463,217.0712805551241,0.0,0.0,0.0,0.0,1736.5702444409928,217.0712805551241,0.0,2788.263176084258,0.0,6246.039755129314,0.0,0.0,0.0,8930.824836144837,0.0,5589.2331378053605,0.0,0.0,0.0,217.0712805551241,9587.63145346879,1.0
 ,36,3650.814551414609,4588.455447133115,2442.0519062451463,217.0712805551241,138.5467228549251,0.0,0.0,0.0,1736.5702444409928,78.52455770019901,0.0,2866.7877337844566,0.0,6570.126723555835,0.0,0.0,0.0,6675.70023986099,0.0,3788.429429431665,0.0,0.0,0.0,217.0712805551241,9457.39753398516,1.0
 ,37,3650.814551414609,4588.455447133115,2442.0519062451463,217.0712805551241,138.5467228549251,0.0,0.0,0.0,1736.5702444409928,78.52455770019901,0.0,2945.3122914846554,0.0,6128.1899484287605,0.0,0.0,0.0,4767.7858724791595,0.0,1129.347341703614,294.5056621134718,0.0,294.5056621134718,217.0712805551241,9472.122817090834,1.0
 ,38,3650.814551414609,4588.455447133115,2012.990875395256,178.93252225735608,138.5467228549251,0.0,0.0,0.0,1431.4601780588487,40.385799402431,0.0,2985.6980908870864,0.0,4640.336138834278,0.0,0.0,0.0,3132.5439513102797,0.0,0.0,0.0,0.0,294.5056621134718,178.9325222573561,7772.8800901445575,1.0
 ,39,1893.014841342111,2379.1989809217785,808.1891691603972,71.83903725870198,71.83903725870198,0.0,0.0,0.0,574.7122980696158,0.0,0.0,2985.6980908870864,0.0,1694.0909713204508,0.0,0.0,0.0,1411.3759111783766,0.0,0.0,0.0,0.0,294.5056621134718,71.83903725870199,3105.466882498827,1.0
 ,40,3650.814551414609,4588.455447133115,183.08642249872688,16.2743486665535,138.5467228549251,0.0,0.0,0.0,130.194789332428,0.0,122.2723741883716,2863.4257166987145,0.0,0.0,0.0,0.0,0.0,703.509578451358,0.0,0.0,0.0,0.0,294.5056621134718,16.2743486665535,703.509578451358,1.0
 ,41,3650.814551414609,4588.455447133115,98.62543336734534,8.766705188208475,138.5467228549251,0.0,0.0,0.0,70.1336415056678,0.0,129.78001766671662,2733.645699031998,0.0,0.0,0.0,0.0,0.0,378.9682277140246,0.0,0.0,0.0,0.0,294.5056621134718,8.766705188208476,378.9682277140246,1.0
 ,42,3650.814551414609,4588.455447133115,159.20276764858647,14.151357124318798,138.5467228549251,0.0,0.0,0.0,113.21085699455038,0.0,124.3953657306063,2609.2503333013915,0.0,0.0,0.0,0.0,0.0,331.9562556818954,0.0,0.0,0.0,294.5056621134718,0.0,14.151357124318798,626.4619177953672,1.0
 ,43,193.76770566905532,243.53318198843016,82.7256911222963,7.353394766426338,7.353394766426338,0.0,0.0,0.0,58.827158131410705,0.0,0.0,2609.2503333013915,0.0,0.0,0.0,0.0,0.0,317.8734681374236,0.0,0.0,0.0,0.0,0.0,7.353394766426338,317.8734681374236,1.0
 ,44,3650.814551414609,4588.455447133115,80.87203577461305,7.188625402187827,138.5467228549251,0.0,0.0,0.0,57.50900321750262,0.0,131.35809745273727,2477.8922358486543,0.0,0.0,0.0,0.0,0.0,310.75079746395073,0.0,0.0,0.0,0.0,0.0,7.188625402187829,310.75079746395073,1.0
 ,45,3650.814551414609,4588.455447133115,109.45522726833978,9.729353534963536,138.5467228549251,0.0,0.0,0.0,77.83482827970829,0.0,128.81736931996156,2349.074866528693,0.0,0.0,0.0,0.0,0.0,420.58171077859566,0.0,0.0,0.0,0.0,0.0,9.729353534963536,420.5817107785956,1.0
 ,46,3650.814551414609,4588.455447133115,150.94842355729713,13.417637649537523,138.5467228549251,0.0,0.0,0.0,107.34110119630019,0.0,125.12908520538757,2223.9457813233053,0.0,0.0,0.0,0.0,0.0,580.0193175189144,0.0,0.0,0.0,0.0,0.0,13.417637649537525,580.0193175189144,1.0
 ,47,3650.814551414609,4588.455447133115,238.72659904002796,21.220142136891376,138.5467228549251,0.0,0.0,0.0,169.761137095131,0.0,117.32658071803371,2106.6192006052715,0.0,0.0,0.0,0.0,0.0,917.3069568113077,0.0,0.0,0.0,0.0,0.0,21.22014213689138,917.3069568113077,1.0
 ,48,3650.814551414609,4588.455447133115,350.8095701976427,31.18307290645713,138.5467228549251,0.0,0.0,0.0,249.46458325165705,0.0,107.36364994846797,1999.2555506568035,0.0,0.0,0.0,0.0,0.0,1347.9857734844422,0.0,0.0,0.0,0.0,0.0,31.18307290645713,1347.9857734844422,1.0
 ,49,1062.865549194901,1335.8419470755584,453.7716273391837,40.335255763483,40.335255763483,0.0,0.0,0.0,322.682046107864,0.0,0.0,1999.2555506568035,0.0,0.0,0.0,0.0,0.0,1743.6174780508136,0.0,0.0,0.0,0.0,0.0,40.335255763483,1743.6174780508136,1.0
 ,50,3650.814551414609,4588.455447133115,594.828529105006,52.8736470315561,138.5467228549251,0.0,0.0,0.0,422.9891762524488,0.0,85.673075823369,1913.5824748334346,0.0,0.0,0.0,0.0,0.0,2285.628623085986,0.0,0.0,0.0,0.0,0.0,52.8736470315561,2285.628623085986,1.0
 ,51,3650.814551414609,4588.455447133115,806.6291694393698,71.70037061683287,138.5467228549251,0.0,0.0,0.0,573.602964934663,0.0,66.84635223809222,1846.7361225953423,0.0,0.0,0.0,0.0,0.0,3099.472583570779,0.0,0.0,0.0,0.0,0.0,71.70037061683288,3099.472583570779,1.0
 ,52,3650.814551414609,4588.455447133115,716.739308141187,63.71016072366107,138.5467228549251,0.0,0.0,0.0,509.68128578928855,0.0,74.83656213126403,1771.8995604640784,0.0,0.0,0.0,0.0,0.0,2754.0707915325115,0.0,0.0,0.0,0.0,0.0,63.71016072366107,2754.0707915325115,1.0
 ,53,3650.814551414609,4588.455447133115,645.2332427101109,57.35406601867652,138.5467228549251,0.0,0.0,0.0,458.83252814941216,0.0,81.19265683624857,1690.70690362783,0.0,0.0,0.0,0.0,0.0,2479.308735113601,0.0,0.0,0.0,0.0,0.0,57.35406601867651,2479.308735113601,1.0
 ,54,1418.045655932401,1782.2431741226894,605.4094851612421,53.81417645877708,53.81417645877707,0.0,0.0,0.0,430.5134116702166,0.0,0.0,1690.70690362783,0.0,0.0,0.0,0.0,0.0,2326.285946732073,0.0,0.0,0.0,0.0,0.0,53.814176458777084,2326.285946732073,1.0
 ,55,3650.814551414609,4588.455447133115,500.7726616941632,44.51312548392562,138.5467228549251,0.0,0.0,0.0,356.10500387140496,0.0,94.03359737099947,1596.6733062568303,0.0,0.0,0.0,0.0,0.0,1924.2189525598228,0.0,0.0,0.0,0.0,0.0,44.51312548392563,1924.2189525598228,1.0
 ,56,3650.814551414609,4588.455447133115,492.46255263902026,43.77444912346847,138.5467228549251,0.0,0.0,0.0,350.1955929877478,0.0,94.77227373145661,1501.9010325253737,0.0,0.0,0.0,0.0,0.0,1892.2873585154355,0.0,0.0,0.0,0.0,0.0,43.774449123468465,1892.2873585154355,1.0
 ,57,3650.814551414609,4588.455447133115,992.9448458163994,88.26176407256884,138.5467228549251,0.0,0.0,0.0,706.0941125805507,0.0,50.284958782356256,1451.6160737430175,0.0,2239.1463273105087,0.0,0.0,0.0,1576.2442427390065,0.0,0.0,0.0,0.0,0.0,88.26176407256884,3815.390570049515,1.0
 ,58,3650.814551414609,4588.455447133115,1232.5901230949898,109.56356649733245,138.5467228549251,0.0,0.0,0.0,876.5085319786596,0.0,28.983156357592648,1422.632917385425,0.0,3432.375620153609,0.0,0.0,0.0,1303.8519278388908,0.0,0.0,0.0,0.0,0.0,109.56356649733245,4736.227547992499,1.0
 ,59,2796.428031432721,3514.6363236586108,1193.8854350122947,106.12314977887064,106.12314977887064,0.0,0.0,0.0,848.9851982309651,0.0,0.0,1422.632917385425,0.0,3299.7945876154868,0.0,0.0,0.0,1287.710196419257,0.0,0.0,0.0,0.0,0.0,106.12314977887065,4587.504784034743,1.0
 ,60,3007.6512266475743,3780.1080990652567,1284.0634383326847,114.13897229623865,114.13897229623865,0.0,0.0,0.0,913.1117783699092,0.0,0.0,1422.632917385425,0.0,3417.64439431604,0.0,0.0,0.0,1516.3693674773028,0.0,0.0,0.0,0.0,0.0,114.13897229623866,4934.013761793342,1.0
 ,61,3650.814551414609,4588.455447133115,1204.5031737501492,107.06694877779104,138.5467228549251,0.0,0.0,0.0,856.5355902223283,0.0,31.479774077134053,1391.1531433082907,0.0,3167.213555077364,0.0,0.0,0.0,1461.0898900575849,0.0,0.0,0.0,0.0,0.0,107.06694877779105,4628.303445134949,1.0
 ,62,2722.4522037792653,3421.6612397225736,1162.3027651971909,103.3158013508614,103.3158013508614,0.0,0.0,0.0,826.5264108068912,0.0,0.0,1391.1531433082907,0.0,2563.2332957370295,0.0,0.0,0.0,1902.9150795331761,0.0,0.0,0.0,0.0,0.0,103.31580135086142,4466.148375270206,1.0
