Informations,Time,CO2 DAC,MeOH,H2O sea,H2_from_SOEC_A,H2_pipeline_to_MeOHCCU_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_fixed,Solar_tracking,SP198-HH100,SP198-HH150,SP237-HH100,SP237-HH150,SP277-HH100,SP277-HH150,SP321-HH100,SP321-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
Renewable application: 0,11,20994.25010040016,15324.270146277488,47268.95893817351,4201.685238948757,2913.359343398762,0.0,10420.503699468693,0.0,33613.481911590054,1288.3258955499946,0.0,14171.584851049942,0.0,0.0,151437.93335571975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71077.3869235537,168114.62445107562,4201.685238948757,222515.32027927344,1.0
 ,12,20994.25010040016,15324.270146277488,32775.29261323607,2913.359343398762,2913.359343398762,0.0,10420.503699468693,0.0,23306.874747190097,0.0,0.0,14171.584851049942,0.0,0.0,160607.0992678603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1462.9625136477837,166651.66193742785,2913.359343398762,162070.0617815081,1.0
 ,13,20994.25010040016,15324.270146277488,32775.29261323607,2913.359343398762,2913.359343398762,0.0,10420.503699468693,0.0,23306.874747190097,0.0,0.0,14171.584851049942,0.0,0.0,159522.59853598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2604.5422314165016,164047.11970601135,2913.359343398762,162127.14076739652,1.0
 ,14,20994.25010040016,15324.270146277488,32775.29261323607,2913.359343398762,2913.359343398762,0.0,10420.503699468693,0.0,23306.874747190097,0.0,0.0,14171.584851049942,0.0,0.0,138796.60747118905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49406.015781667054,0.0,76427.70733295125,87619.4123730601,2913.359343398762,165818.29902247325,1.0
 ,15,20994.250100400157,15324.270146277486,19180.633892422906,1704.9452348820362,2913.3593433987617,0.0,10420.50369946869,0.0,13639.56187905629,0.0,1208.4141085167255,12963.170742533217,0.0,0.0,109701.66022153763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87619.4123730601,1704.9452348820362,109701.6602215376,1.0
 ,16,20994.25010040016,15324.270146277488,14945.939127535139,1328.527922447568,2913.359343398762,0.0,10420.503699468693,0.0,10628.223379580544,0.0,1584.831420951194,11378.339321582023,0.0,0.0,93411.84813470561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87619.4123730601,1328.527922447568,93411.84813470561,1.0
 ,17,20994.25010040016,15324.270146277488,15876.805191141577,1411.271572545918,2913.359343398762,0.0,10420.503699468693,0.0,11290.172580367343,0.0,1502.0877708528442,9876.25155072918,0.0,0.0,96992.65716488367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87619.4123730601,1411.271572545918,96992.65716488367,1.0
 ,18,20994.250100400157,15324.270146277486,13530.098829812336,1202.6754515388743,2913.3593433987617,0.0,10420.50369946869,0.0,9621.403612310995,0.0,1710.6838918598874,8165.567658869291,0.0,0.0,87965.46446944041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87619.4123730601,1202.6754515388743,87965.4644694404,1.0
 ,19,20994.250100400157,15324.270146277486,11402.887238256073,1013.5899767338732,2913.3593433987617,0.0,10420.50369946869,0.0,8108.7198138709855,0.0,1899.7693666648884,6265.798292204403,0.0,0.0,79782.61327962135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87619.4123730601,1013.5899767338732,79782.61327962135,1.0
 ,20,20994.25010040016,15324.270146277488,32775.29261323607,2913.359343398762,2913.359343398762,0.0,10420.503699468693,0.0,23306.874747190097,0.0,0.0,6265.798292204403,0.0,0.0,78758.4719014186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87619.4123730601,0.0,2913.359343398762,166377.88427447868,1.0
 ,21,20994.25010040016,15324.270146277488,41544.83552315911,3692.8742687252543,2913.359343398762,0.0,10420.503699468693,0.0,29542.994149802034,779.5149253264922,0.0,7045.313217530895,0.0,129556.07867395815,66907.81820042088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3692.8742687252543,196463.89687437902,1.0
 ,22,20994.25010040016,15324.270146277488,47268.95893817351,4201.685238948757,2913.359343398762,0.0,10420.503699468693,0.0,33613.481911590054,1288.3258955499946,0.0,8333.63911308089,0.0,197261.93899791935,48619.01767037472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26919.505735198298,0.0,0.0,0.0,4201.685238948757,218961.45093309577,1.0
 ,23,20994.25010040016,15324.270146277488,47268.95893817351,4201.685238948757,2913.359343398762,0.0,10420.503699468693,0.0,33613.481911590054,1288.3258955499946,0.0,9621.965008630885,0.0,243741.09716626027,26241.654291053525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51021.30052421804,0.0,0.0,0.0,4201.685238948757,218961.45093309577,1.0
 ,24,20994.250100400157,15324.270146277486,47268.95893817351,4201.685238948757,2913.3593433987617,0.0,10420.50369946869,0.0,33613.481911590054,1288.325895549995,0.0,10910.29090418088,0.0,257282.2692310525,23745.121753684034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59110.419096800724,0.0,59110.419096800724,4201.685238948757,221916.9718879358,1.0
 ,25,20994.25010040016,15324.270146277488,47268.95893817351,4201.685238948757,2913.359343398762,0.0,10420.503699468693,0.0,33613.481911590054,1288.3258955499946,0.0,12198.616799730875,0.0,236421.544698805,18451.030003902022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34201.070256772604,0.0,93311.48935357333,4201.685238948757,220671.5044459344,1.0
 ,26,20994.250100400157,15324.270146277486,47268.95893817351,4201.685238948757,2913.3593433987617,0.0,10420.50369946869,0.0,33613.481911590054,1288.325895549995,0.0,13486.94269528087,0.0,225442.21599762212,15179.279638039863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21660.0447025662,0.0,0.0,93311.48935357333,4201.685238948757,218961.45093309577,1.0
 ,27,20994.25010040016,15324.270146277488,47268.95893817351,4201.685238948757,2913.359343398762,0.0,10420.503699468693,0.0,33613.481911590054,1288.3258955499946,0.0,14775.268590830865,0.0,212267.0215562026,5876.460879093069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87827.94638809457,0.0,93311.48935357333,0.0,4201.685238948757,223627.02540077444,1.0
 ,28,20994.25010040016,15324.270146277488,47268.95893817351,4201.685238948757,2913.359343398762,0.0,10420.503699468693,0.0,33613.481911590054,1288.3258955499946,0.0,16063.59448638086,0.0,216658.75303667577,10614.474268087528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8311.77637166754,0.0,0.0,0.0,4201.685238948757,218961.45093309577,1.0
 ,29,20994.25010040016,15324.270146277488,47268.95893817351,4201.685238948757,2913.359343398762,0.0,10420.503699468693,0.0,33613.481911590054,1288.3258955499946,0.0,17351.920381930853,0.0,232761.7684650774,18430.773987532877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32231.091519514506,0.0,0.0,0.0,4201.685238948757,218961.45093309577,1.0
 ,30,20994.25010040016,15324.270146277488,47268.95893817351,4201.685238948757,2913.359343398762,0.0,10420.503699468693,0.0,33613.481911590054,1288.3258955499946,0.0,18640.24627748085,0.0,236055.56707543225,37818.69181068752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54912.80795302399,0.0,0.0,0.0,4201.685238948757,218961.45093309577,1.0
 ,31,20994.25010040016,15324.270146277488,47268.95893817351,4201.685238948757,2913.359343398762,0.0,10420.503699468693,0.0,33613.481911590054,1288.3258955499946,0.0,19928.572173030843,0.0,211901.04393282987,107383.35052054975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95545.66049550842,0.0,95545.66049550842,4201.685238948757,223738.73395787118,1.0
 ,32,20994.25010040016,15324.270146277488,47268.95893817351,4201.685238948757,2913.359343398762,0.0,10420.503699468693,0.0,33613.481911590054,1288.3258955499946,0.0,21216.89806858084,0.0,197261.93899791935,139259.72371085093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111962.10645302331,0.0,207507.76694853173,4201.685238948757,224559.55625574692,1.0
 ,33,20994.25010040016,15324.270146277488,42318.15445148838,3761.613729021189,2913.359343398762,0.0,10420.503699468693,0.0,30092.909832169513,848.254385622427,0.0,22065.152454203264,0.0,118942.72759614803,113829.00560586224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31684.24442609762,0.0,239192.01137462934,3761.613729021189,201087.48877591267,1.0
 ,34,20994.25010040016,15324.270146277488,23286.671737068944,2069.9263766283507,2913.359343398762,0.0,10420.503699468693,0.0,16559.411013026805,0.0,843.4329667704114,21221.71948743285,0.0,43551.33718135882,81945.22411907096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239192.01137462934,2069.9263766283507,125496.56130042978,1.0
 ,35,20994.25010040016,15324.270146277488,32775.29261323607,2913.359343398762,2913.359343398762,0.0,10420.503699468693,0.0,23306.874747190097,0.0,0.0,21221.71948743285,0.0,0.0,74863.50831565593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91719.37404228396,147472.63733234536,2913.359343398762,166582.8823579399,1.0
 ,36,20994.250100400157,15324.270146277486,32775.292613236066,2913.3593433987617,2913.3593433987617,0.0,10420.50369946869,0.0,23306.874747190093,0.0,0.0,21221.71948743285,0.0,0.0,87757.04789946035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78147.22711196347,69325.41022038189,2913.3593433987617,165904.27501142383,1.0
 ,37,20994.250100400157,15324.270146277486,20103.5455503812,1786.9818267005512,2913.3593433987617,0.0,10420.50369946869,0.0,14295.85461360441,0.0,1126.3775166982105,20095.341970734637,0.0,0.0,113251.8706417887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69325.41022038189,1786.9818267005512,113251.87064178867,1.0
 ,38,20994.250100400157,15324.270146277486,27164.552358325618,2414.6268762956106,2913.3593433987617,0.0,10420.50369946869,0.0,19317.015010364885,0.0,498.73246710315107,19596.609503631487,0.0,0.0,140413.7985802489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69325.41022038189,2414.6268762956106,140413.79858024887,1.0
 ,39,20994.25010040016,15324.270146277488,32775.29261323607,2913.359343398762,2913.359343398762,0.0,10420.503699468693,0.0,23306.874747190097,0.0,0.0,19596.609503631487,0.0,0.0,152501.38016754243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56181.70590131474,0.0,69133.93619957684,191.47402080505057,2913.359343398762,165453.61046580452,1.0
 ,40,20994.25010040016,15324.270146277488,30566.367178733144,2717.0104158873905,2913.359343398762,0.0,10420.503699468693,0.0,21736.083327099124,0.0,196.34892751137158,19400.260576120116,0.0,0.0,153499.72974065153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.47402080505057,2717.0104158873905,153499.72974065153,1.0
 ,41,20994.25010040016,15324.270146277488,32775.29261323607,2913.359343398762,2913.359343398762,0.0,10420.503699468693,0.0,23306.874747190097,0.0,0.0,19400.260576120116,0.0,0.0,161815.0133360609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.47402080505057,0.0,2913.359343398762,162006.48735686595,1.0
 ,42,20994.250100400157,15324.270146277486,39171.42768557576,3481.90468316229,2913.3593433987617,0.0,10420.50369946869,0.0,27855.23746529832,568.5453397635283,0.0,19968.805915883644,0.0,0.0,187135.67886472607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3481.90468316229,187135.6788647261,1.0
 ,43,20994.25010040016,15324.270146277488,44780.96870031343,3980.5305511389715,2913.359343398762,0.0,10420.503699468693,0.0,31844.244409111772,1067.1712077402087,0.0,21035.977123623852,0.0,0.0,209182.88907906628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3980.5305511389715,209182.8890790663,1.0
 ,44,20994.25010040016,15324.270146277488,45024.12618208433,4002.144549518607,2913.359343398762,0.0,10420.503699468693,0.0,32017.156396148857,1088.785206119844,0.0,22124.762329743695,0.0,0.0,210138.57228054537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4002.144549518607,210138.57228054537,1.0
 ,45,20994.25010040016,15324.270146277488,47268.95893817351,4201.685238948757,2913.359343398762,0.0,10420.503699468693,0.0,33613.481911590054,1288.3258955499946,0.0,23413.08822529369,0.0,96984.07019378225,199452.81576760666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77475.43502829314,0.0,0.0,0.0,4201.685238948757,218961.45093309577,1.0
 ,46,20994.25010040016,15324.270146277488,32775.29261323607,2913.359343398762,2913.359343398762,0.0,10420.503699468693,0.0,23306.874747190097,0.0,0.0,23413.08822529369,0.0,172009.48298519867,176539.84237434014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186552.4117037131,0.0,0.0,0.0,2913.359343398762,161996.9136558257,1.0
 ,47,20994.250100400157,15324.270146277486,32775.292613236066,2913.3593433987617,2913.3593433987617,0.0,10420.50369946869,0.0,23306.874747190093,0.0,0.0,23413.08822529369,0.0,222880.37263401275,147384.28071057808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208267.73968876514,0.0,0.0,0.0,2913.3593433987617,161996.91365582566,1.0
 ,48,20994.25010040016,15324.270146277488,47268.95893817351,4201.685238948757,2913.359343398762,0.0,10420.503699468693,0.0,33613.481911590054,84708.18676052695,83419.86086497696,24701.414120843685,0.0,245936.96290649686,125719.56798140354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70743.24832545358,0.0,70743.24832545358,4201.685238948757,300913.2825624468,1.0
 ,49,20994.25010040016,15324.270146277488,47268.95893817351,4201.685238948757,2913.359343398762,0.0,10420.503699468693,0.0,33613.481911590054,1288.3258955499946,0.0,25989.74001639368,0.0,260210.0902180346,126495.81282472199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167744.45210966084,0.0,0.0,70743.24832545358,4201.685238948757,218961.45093309577,1.0
 ,50,20994.250100400157,15324.270146277486,47268.95893817351,4201.685238948757,2913.3593433987617,0.0,10420.50369946869,0.0,33613.481911590054,1288.325895549995,0.0,27278.065911943675,0.0,264967.7993218805,150598.6353529575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196604.9837417422,0.0,0.0,70743.24832545358,4201.685238948757,218961.45093309577,1.0
 ,51,20994.250100400157,15324.270146277486,47268.95893817351,4201.685238948757,2913.3593433987617,0.0,10420.50369946869,0.0,33613.481911590054,1288.325895549995,0.0,28566.39180749367,0.0,265699.75456862606,139836.24664397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186574.5502795003,0.0,0.0,70743.24832545358,4201.685238948757,218961.45093309577,1.0
 ,52,20994.250100400157,15324.270146277486,47268.95893817351,4201.685238948757,2913.3593433987617,0.0,10420.50369946869,0.0,33613.481911590054,1288.325895549995,0.0,29854.717703043665,0.0,262771.9335816439,96342.19057004247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140152.67321859061,0.0,0.0,70743.24832545358,4201.685238948757,218961.45093309577,1.0
 ,53,20994.25010040016,15324.270146277488,47268.95893817351,4201.685238948757,2913.359343398762,0.0,10420.503699468693,0.0,33613.481911590054,1288.3258955499946,0.0,31143.04359859366,0.0,256550.31398430697,60290.082417570324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93218.04330360141,0.0,163961.291629055,4201.685238948757,223622.35309827584,1.0
 ,54,20994.25010040016,15324.270146277488,47268.95893817351,4201.685238948757,2913.359343398762,0.0,10420.503699468693,0.0,33613.481911590054,1288.3258955499946,0.0,32431.369494143655,0.0,245205.00765975134,31663.189519742584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55149.2821394268,0.0,219110.5737684818,4201.685238948757,221718.9150400671,1.0
 ,55,20994.250100400157,15324.270146277486,47268.95893817351,4201.685238948757,2913.3593433987617,0.0,10420.50369946869,0.0,33613.481911590054,1288.325895549995,0.0,33719.69538969365,0.0,222514.39501064,17532.565408910683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20081.437606147538,0.0,239192.01137462934,4201.685238948757,219965.52281340313,1.0
 ,56,20994.25010040016,15324.270146277488,32775.29261323607,2913.359343398762,2913.359343398762,0.0,10420.503699468693,0.0,23306.874747190097,0.0,0.0,33719.69538969365,0.0,191406.29702395515,4078.91074146814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112955.1198348341,0.0,83649.29023709107,155542.72113753826,2913.359343398762,166179.37816768023,1.0
 ,57,20994.25010040016,15324.270146277488,27180.59030492536,2416.052471548921,2913.359343398762,0.0,10420.503699468693,0.0,19328.419772391368,0.0,497.3068718498412,33222.38851784381,0.0,139437.47450502278,1038.0180463086447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155542.72113753826,2416.052471548921,140475.49255133144,1.0
 ,58,20994.25010040016,15324.270146277488,32775.29261323607,2913.359343398762,2913.359343398762,0.0,10420.503699468693,0.0,23306.874747190097,0.0,0.0,33222.38851784381,0.0,48675.0239085775,1083.1823339606474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118146.00780346058,37396.71333407766,2913.359343398762,167904.2140459987,1.0
 ,59,20994.25010040016,15324.270146277488,0.0,0.0,2913.359343398762,0.0,10420.503699468693,0.0,0.0,0.0,2913.359343398762,30309.029174445044,0.0,0.0,391.67912848602026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37396.71333407766,0.0,0.0,37788.39246256369,1.0
 ,60,20994.250100400157,15324.270146277486,32775.292613236066,2913.3593433987617,2913.3593433987617,0.0,10420.50369946869,0.0,23306.874747190093,0.0,0.0,30309.029174445044,0.0,0.0,170961.3723014462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8964.458645620529,0.0,0.0,0.0,2913.3593433987617,161996.91365582566,1.0
 ,61,20994.25010040016,15324.270146277488,32775.29261323607,2913.359343398762,2913.359343398762,0.0,10420.503699468693,0.0,23306.874747190097,0.0,0.0,30309.029174445044,0.0,0.0,209405.50314119027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45151.037605109144,0.0,45151.037605109144,2913.359343398762,164254.46553608114,1.0
 ,62,20994.25010040016,15324.270146277488,32775.29261323607,2913.359343398762,2913.359343398762,0.0,10420.503699468693,0.0,23306.874747190097,0.0,0.0,30309.029174445044,0.0,0.0,169791.6630514874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7794.749395661725,0.0,0.0,45151.037605109144,2913.359343398762,161996.9136558257,1.0
 ,63,20994.250100400157,15324.270146277486,31263.96514425995,2779.019123934218,2913.3593433987617,0.0,10420.50369946869,0.0,22232.152991473744,0.0,134.34021946454368,30174.688954980502,0.0,0.0,156183.2147145418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45151.037605109144,2779.019123934218,156183.21471454177,1.0
 ,64,20994.250100400157,15324.270146277486,27505.010872512972,2444.8898553344866,2913.3593433987617,0.0,10420.50369946869,0.0,19559.118842675893,0.0,468.4694880642751,29706.219466916227,0.0,0.0,141723.45736969908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45151.037605109144,2444.8898553344866,141723.45736969908,1.0
 ,65,20994.250100400157,15324.270146277486,23150.56766677784,2057.828237046919,2913.3593433987617,0.0,10420.50369946869,0.0,16462.625896375353,0.0,855.5311063518425,28850.688360564385,0.0,0.0,124973.00296803747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45151.037605109144,2057.828237046919,124973.00296803747,1.0
 ,66,20994.25010040016,15324.270146277488,32225.18483087587,2864.460873855633,2913.359343398762,0.0,10420.503699468693,0.0,22915.686990845064,0.0,48.89846954312907,28801.789891021257,0.0,0.0,135847.8283323187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25297.850749171444,19853.1868559377,2864.460873855633,161145.67908149015,1.0
 ,67,20994.250100400157,15324.270146277486,26888.466297489747,2390.0858931102,2913.3593433987617,0.0,10420.50369946869,0.0,19120.6871448816,0.0,523.2734502885619,28278.516440732692,0.0,0.0,139351.7645257285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19853.1868559377,2390.0858931102,139351.76452572847,1.0
 ,68,20994.25010040016,15324.270146277488,32775.29261323607,2913.359343398762,2913.359343398762,0.0,10420.503699468693,0.0,23306.874747190097,0.0,0.0,28278.516440732692,0.0,0.0,143136.38614268487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19853.1868559377,0.0,2913.359343398762,162989.57299862258,1.0
 ,69,20994.250100400157,15324.270146277486,46886.70820842859,4167.707396304763,2913.3593433987617,0.0,10420.50369946869,0.0,33341.659170438106,1254.3480529060016,0.0,29532.86449363869,0.0,54896.64350591447,162562.4452604496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4167.707396304763,217459.08876636412,1.0
 ,70,20994.25010040016,15324.270146277488,47268.95893817351,4201.685238948757,2913.359343398762,0.0,10420.503699468693,0.0,33613.481911590054,1288.3258955499946,0.0,30821.19038918869,0.0,143829.20598549594,182235.2619247002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107103.0169771004,0.0,0.0,0.0,4201.685238948757,218961.45093309577,1.0
 ,71,20994.250100400157,15324.270146277486,47268.95893817351,4201.685238948757,2913.3593433987617,0.0,10420.50369946869,0.0,33613.481911590054,1288.325895549995,0.0,32109.516284738685,0.0,211535.0663094571,197990.8519112583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190564.4672876196,0.0,0.0,0.0,4201.685238948757,218961.45093309577,1.0
 ,72,20994.25010040016,15324.270146277488,47268.95893817351,4201.685238948757,2913.359343398762,0.0,10420.503699468693,0.0,33613.481911590054,1288.3258955499946,0.0,33397.84218028868,0.0,224344.28312750382,172603.4624056746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177986.29460008268,0.0,0.0,0.0,4201.685238948757,218961.45093309577,1.0
 ,73,20994.25010040016,15324.270146277488,47268.95893817351,4201.685238948757,2913.359343398762,0.0,10420.503699468693,0.0,33613.481911590054,1288.3258955499946,0.0,34686.16807583867,0.0,258014.224477798,159905.7095879055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198958.48313260777,0.0,0.0,0.0,4201.685238948757,218961.45093309577,1.0
