Informations,Time,MeOH biogas H2,Biogas,H2O wwtp,H2_from_SOEC_A,H2_pipeline_to_MeOHCCU_plant,Heat_import,Heat_export,Heat_export_process,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_tracking,SP198-HH100,SP198-HH150,SP237-HH100,SP237-HH150,SP277-HH100,SP277-HH150,SP321-HH100,SP321-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,4817,52101.06288778051,65482.21018682795,8880.043125975426,789.3371667533712,1977.2112274405633,0.0,0.0,0.0,0.0,1187.874060687192,98648.68802538949,8229.244152518992,25892.321559041586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789.3371667533712,34121.56571156058,1.0
 ,4818,52101.06288778051,65482.21018682795,8526.9280373694,757.94915887728,1977.2112274405633,0.0,0.0,0.0,0.0,1219.2620685632833,97429.4259568262,5878.031537513565,26886.689446078355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,757.94915887728,32764.72098359192,1.0
 ,4819,52101.06288778051,65482.21018682795,7180.342921532648,638.2527041362354,1977.2112274405633,0.0,0.0,0.0,0.0,1338.958523304328,96090.46743352187,2939.0157687567826,24651.451907232422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638.2527041362354,27590.467675989203,1.0
 ,4820,52101.06288778051,65482.21018682795,5381.683858377581,478.37189852245166,1977.2112274405633,0.0,0.0,0.0,0.0,1498.8393289181117,94591.62810460376,0.0,20679.120225815863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.3718985224518,20679.120225815863,1.0
 ,4821,52101.06288778051,65482.21018682795,4248.697859276191,377.6620319356614,1977.2112274405633,0.0,0.0,0.0,0.0,1599.549195504902,92992.07890909885,0.0,16325.621524268763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377.6620319356614,16325.621524268763,1.0
 ,4822,52101.06288778051,65482.21018682795,3861.961708514688,343.2854852013056,1977.2112274405633,0.0,0.0,0.0,0.0,1633.9257422392577,91358.1531668596,0.0,14839.587864967692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.2854852013057,14839.587864967692,1.0
 ,4823,52101.06288778051,65482.21018682795,9259.014092409283,823.0234748808252,1977.2112274405633,0.0,0.0,0.0,0.0,1154.1877525597379,90203.96541429986,0.0,35577.76165008268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,823.0234748808252,35577.76165008268,1.0
 ,4824,52101.06288778051,65482.21018682795,13644.202274423807,1212.817979948783,1977.2112274405633,0.0,0.0,0.0,0.0,764.3932474917801,89439.57216680808,0.0,52427.8472394735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212.8179799487832,52427.8472394735,1.0
 ,4825,52101.06288778051,65482.21018682795,13958.720153391283,1240.7751247458918,1977.2112274405633,0.0,0.0,0.0,0.0,736.4361026946715,88703.13606411341,0.0,53636.38218940602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1240.7751247458918,53636.38218940601,1.0
 ,4826,52101.06288778051,65482.21018682795,17312.788530914437,1538.9145360812834,1977.2112274405633,0.0,0.0,0.0,0.0,438.29669135928,88264.83937275413,0.0,66524.38993003874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1538.9145360812836,66524.38993003874,1.0
 ,4827,52101.06288778051,65482.21018682795,17345.51227187755,1541.8233130557824,1977.2112274405633,0.0,0.0,0.0,0.0,435.38791438478097,87829.45145836934,0.0,66650.1309046895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1541.8233130557826,66650.1309046895,1.0
 ,4828,52101.06288778051,65482.21018682795,17781.49647980562,1580.5774648716108,1977.2112274405633,0.0,0.0,0.0,0.0,396.63376256895253,87432.81769580039,7837.375383351421,60488.02484030169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1580.577464871611,68325.40022365311,1.0
 ,4829,52101.06288778051,65482.21018682795,28136.426063272243,2501.015650068644,1977.2112274405633,0.0,0.0,0.0,523.8044226280807,0.0,87956.62211842847,50159.20245344909,58447.39085194493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2501.0156500686444,108606.59330539402,1.0
 ,4830,52101.06288778051,65482.21018682795,35256.321070761616,3133.8952062899216,1977.2112274405633,0.0,0.0,0.0,1156.6839788493583,0.0,89113.30609727782,88170.47306270349,67711.85256214452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19322.628970328064,0.0,0.0,0.0,3133.8952062899216,136559.69665451994,1.0
 ,4831,10420.212577556102,13096.44203736559,35256.321070761616,3133.8952062899216,395.4422454881127,0.0,0.0,0.0,2738.452960801809,0.0,91851.75905807962,109723.2553669199,96416.70205284317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68093.39792220782,0.0,0.0,0.0,3133.8952062899216,138046.55949755525,1.0
 ,4832,52101.06288778051,65482.21018682795,35256.321070761616,3133.8952062899216,1977.2112274405633,0.0,0.0,0.0,1156.6839788493583,0.0,93008.44303692898,120107.77774986051,87063.19566254792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70611.2767578885,0.0,0.0,0.0,3133.8952062899216,136559.69665451994,1.0
 ,4833,52101.06288778051,65482.21018682795,35256.321070761616,3133.8952062899216,1977.2112274405633,0.0,0.0,0.0,1156.6839788493583,0.0,94165.12701577833,123046.79351861731,72193.89991442398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58680.99677852135,0.0,0.0,0.0,3133.8952062899216,136559.69665451994,1.0
 ,4834,52101.06288778051,65482.21018682795,35256.321070761616,3133.8952062899216,1977.2112274405633,0.0,0.0,0.0,1156.6839788493817,0.0,95321.81099462771,127161.4155948768,79589.88400234675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70191.60294270358,0.0,0.0,0.0,3133.8952062899216,136559.69665451997,1.0
 ,4835,52101.06288778051,65482.21018682795,35256.321070761616,3133.8952062899216,1977.2112274405633,0.0,0.0,0.0,1156.683978849338,0.0,96478.49497347705,134215.0534398931,114138.65273397205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111794.00951934523,0.0,0.0,0.0,3133.8952062899216,136559.6966545199,1.0
 ,4836,52101.06288778051,65482.21018682795,35256.321070761616,3133.8952062899216,1977.2112274405633,0.0,0.0,0.0,1156.6839788493583,0.0,97635.1789523264,145187.37897658508,104978.06431470482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113605.74663676997,0.0,0.0,0.0,3133.8952062899216,136559.69665451994,1.0
 ,4837,52101.06288778051,65482.21018682795,35256.321070761616,3133.8952062899216,1977.2112274405633,0.0,0.0,0.0,1156.6839788493583,0.0,98791.86293117575,147734.52597617428,94672.52065470426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105847.3499763586,0.0,0.0,0.0,3133.8952062899216,136559.69665451994,1.0
 ,4838,52101.06288778051,65482.21018682795,35256.321070761616,3133.8952062899216,1977.2112274405633,0.0,0.0,0.0,1156.6839788493583,0.0,99948.5469100251,149106.06666826078,89992.87086910947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102539.24088285031,0.0,0.0,0.0,3133.8952062899216,136559.69665451994,1.0
 ,4839,52101.06288778051,65482.21018682795,35256.321070761616,3133.8952062899216,1977.2112274405633,0.0,0.0,0.0,1156.6839788493583,0.0,101105.23088887446,145579.24774575263,82470.53606258091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91490.0871538136,0.0,0.0,0.0,3133.8952062899216,136559.69665451994,1.0
 ,4840,52101.06288778051,65482.21018682795,35256.321070761616,3133.8952062899216,1977.2112274405633,0.0,0.0,0.0,1156.6839788493583,0.0,102261.91486772381,135586.59413197957,58365.72813642437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57392.625613883996,0.0,0.0,0.0,3133.8952062899216,136559.69665451994,1.0
 ,4841,52101.06288778051,65482.21018682795,35256.321070761616,3133.8952062899216,1977.2112274405633,0.0,0.0,0.0,1156.6839788493583,0.0,103418.59884657316,115797.22128901724,45036.901738749395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24274.426373246693,0.0,0.0,0.0,3133.8952062899216,136559.69665451994,1.0
 ,4842,52101.06288778051,65482.21018682795,33743.00102622792,2999.3778689980372,1977.2112274405633,0.0,0.0,0.0,1022.1666415574739,0.0,104440.76548813064,92872.89829271434,37745.4197936305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2999.3778689980377,130618.31808634482,1.0
 ,4843,52101.06288778051,65482.21018682795,22902.61014544833,2035.7875684842961,1977.2112274405633,0.0,0.0,0.0,58.57634104373283,0.0,104499.34182917437,50551.071222616665,37507.27002184968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2035.7875684842961,88058.34124446633,1.0
 ,4844,52101.06288778051,65482.21018682795,9942.247372502638,883.7553220002345,1977.2112274405633,0.0,0.0,0.0,0.0,1093.455905440329,103405.88592373405,4310.5564608432815,33892.529067998104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,883.7553220002345,38203.08552884139,1.0
 ,4845,52101.06288778051,65482.21018682795,8202.569717873814,729.1173082554502,1977.2112274405633,0.0,0.0,0.0,0.0,1248.093919185113,102157.79200454894,0.0,31518.37414093014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729.1173082554503,31518.37414093014,1.0
 ,4846,52101.06288778051,65482.21018682795,6504.187089390188,578.14996350135,1977.2112274405633,0.0,0.0,0.0,0.0,1399.0612639392134,100758.73074060972,0.0,24992.338890981802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578.1499635013502,24992.338890981802,1.0
 ,4847,52101.06288778051,65482.21018682795,5382.442587162481,478.43934108110943,1977.2112274405633,0.0,0.0,0.0,0.0,1498.771886359454,99259.95885425028,0.0,20682.03564117184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.4393410811095,20682.03564117184,1.0
 ,4848,52101.06288778051,65482.21018682795,5293.359237981749,470.5208211539333,1977.2112274405633,0.0,0.0,0.0,0.0,1506.69040628663,97753.26844796365,0.0,20339.732871944874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.5208211539333,20339.732871944874,1.0
 ,4849,52101.06288778051,65482.21018682795,4768.304662372397,423.8493033219909,1977.2112274405633,0.0,0.0,0.0,0.0,1553.3619241185725,96199.90652384509,0.0,18322.210665165938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.8493033219908,18322.210665165938,1.0
 ,4850,52101.06288778051,65482.21018682795,4575.517548234177,406.71267095414913,1977.2112274405633,0.0,0.0,0.0,0.0,1570.4985564864141,94629.40796735867,0.0,17581.42617908983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.7126709541492,17581.42617908983,1.0
 ,4851,52101.06288778051,65482.21018682795,4592.390009464675,408.2124452857489,1977.2112274405633,0.0,0.0,0.0,0.0,1568.9987821548143,93060.40918520385,0.0,17646.258611368015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.2124452857489,17646.258611368015,1.0
 ,4852,52101.06288778051,65482.21018682795,4953.576707153902,440.31792952479134,1977.2112274405633,0.0,0.0,0.0,0.0,1536.893297915772,91523.51588728809,0.0,19034.118497238873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.31792952479134,19034.118497238873,1.0
 ,4853,52101.06288778051,65482.21018682795,7570.657236220251,672.9473098862446,1977.2112274405633,0.0,0.0,0.0,0.0,1304.2639175543186,90219.25196973377,1567.4750766702841,27522.775353506033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.9473098862445,29090.25043017632,1.0
 ,4854,52101.06288778051,65482.21018682795,9262.507574255806,823.3340066005161,1977.2112274405633,0.0,0.0,0.0,0.0,1153.8772208400474,89065.37474889372,4310.5564608432815,31280.628893234654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,823.3340066005161,35591.185354077934,1.0
 ,4855,52101.06288778051,65482.21018682795,12393.339508098163,1101.6301784976145,1977.2112274405633,0.0,0.0,0.0,0.0,875.5810489429489,88189.79369995078,9012.981690854134,38608.425369013064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1101.6301784976145,47621.4070598672,1.0
 ,4856,48962.81342392743,61537.96222679403,20903.806265345615,1858.1161124751657,1858.116112475166,0.0,0.0,0.0,0.0,0.0,88189.79369995078,24491.79807297319,55831.07750161735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1858.116112475166,80322.87557459054,1.0
 ,4857,52101.06288778051,65482.21018682795,26648.708997224316,2368.774133086606,1977.2112274405633,0.0,0.0,0.0,391.56290564604257,0.0,88581.3566055968,24491.79807297319,78273.93538016855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2368.7741330866065,102765.73345314174,1.0
 ,4858,52101.06288778051,65482.21018682795,28117.878820846632,2499.3670062974784,1977.2112274405633,0.0,0.0,0.0,522.1557788569152,0.0,89103.51238445372,21356.847919632623,87176.92788159609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2499.367006297479,108533.77580122871,1.0
 ,4859,52101.06288778051,65482.21018682795,29741.881004680687,2643.7227559716166,1977.2112274405633,0.0,0.0,0.0,666.5115285310535,0.0,89770.02391298478,24687.732457556976,90221.96613974778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2643.722755971617,114909.69859730476,1.0
 ,4860,52101.06288778051,65482.21018682795,35256.321070761616,3133.8952062899216,1977.2112274405633,0.0,0.0,0.0,1156.6839788493583,0.0,90926.70789183413,27234.87945714619,117186.64866030987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7861.831462936127,0.0,0.0,0.0,3133.8952062899216,136559.69665451994,1.0
 ,4861,52101.06288778051,65482.21018682795,35256.321070761616,3133.8952062899216,1977.2112274405633,0.0,0.0,0.0,1156.6839788493583,0.0,92083.39187068348,24491.79807297319,131971.89327690259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19903.994695355836,0.0,0.0,0.0,3133.8952062899216,136559.69665451994,1.0
 ,4862,52101.06288778051,65482.21018682795,35256.321070761616,3133.8952062899216,1977.2112274405633,0.0,0.0,0.0,1156.6839788493583,0.0,93240.07584953285,18221.89776629205,144340.81856460357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26003.019676375683,0.0,0.0,0.0,3133.8952062899216,136559.69665451994,1.0
 ,4863,52101.06288778051,65482.21018682795,34982.63715091024,3109.5677467475766,1977.2112274405633,0.0,0.0,0.0,1132.3565193070133,0.0,94372.43236883986,16850.357074205553,118634.84130631566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3109.567746747577,135485.1983805212,1.0
 ,4864,52101.06288778051,65482.21018682795,31775.883984357308,2824.5230208317607,1977.2112274405633,0.0,0.0,0.0,847.3117933911976,0.0,95219.74416223106,26451.14191881105,96444.16537686967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2824.523020831761,122895.30729568072,1.0
 ,4865,52101.06288778051,65482.21018682795,30182.705998410333,2682.9071998586965,1977.2112274405633,0.0,0.0,0.0,705.6959724181332,0.0,95925.4401346492,28018.616995481327,88621.78501748345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2682.9071998586965,116640.40201296475,1.0
 ,4866,52101.06288778051,65482.21018682795,29646.421313837407,2635.2374501188806,1977.2112274405633,0.0,0.0,0.0,658.0262226783175,0.0,96583.46635732752,22924.322996302908,91610.59555143499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2635.2374501188815,114534.91854773789,1.0
 ,4867,52101.06288778051,65482.21018682795,24974.781863099048,2219.9806100532487,1977.2112274405633,0.0,0.0,0.0,242.7693826126853,0.0,96826.23573994021,13127.603767113631,83066.1987615004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2219.9806100532487,96193.80252861402,1.0
 ,4868,52101.06288778051,65482.21018682795,18566.120269557865,1650.321801738477,1977.2112274405633,0.0,0.0,0.0,0.0,326.8894257020861,96499.34631423812,1175.6063075027132,70164.71082827341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1650.3218017384777,71340.31713577613,1.0
 ,4869,52101.06288778051,65482.21018682795,17878.531082139234,1589.202762856821,1977.2112274405633,0.0,0.0,0.0,0.0,388.00846458374235,96111.33784965437,0.0,68698.25568312002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1589.2027628568212,68698.25568312002,1.0
 ,4870,52101.06288778051,65482.21018682795,16599.224943247285,1475.4866616219808,1977.2112274405633,0.0,0.0,0.0,0.0,501.7245658185823,95609.61328383579,0.0,63782.5218444277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1475.4866616219808,63782.5218444277,1.0
 ,4871,52101.06288778051,65482.21018682795,17079.17923954099,1518.149265736977,1977.2112274405633,0.0,0.0,0.0,0.0,459.0619617035866,95150.5513221322,0.0,65626.74622793627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1518.149265736977,65626.74622793627,1.0
 ,4872,38677.95076170127,48611.63210487044,16512.86625347533,1467.8103336422516,1467.8103336422519,0.0,0.0,0.0,0.0,0.0,95150.5513221322,0.0,63450.68857897897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1467.8103336422516,63450.68857897897,1.0
 ,4873,52101.06288778051,65482.21018682795,14528.300066821595,1291.404450384142,1977.2112274405633,0.0,0.0,0.0,0.0,685.8067770564212,94464.74454507577,0.0,55824.99300676199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1291.404450384142,55824.993006761986,1.0
 ,4874,52101.06288778051,65482.21018682795,12011.41021452807,1067.6809079580507,1977.2112274405633,0.0,0.0,0.0,0.0,909.5303194825126,93555.21422559326,0.0,46153.843749324114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1067.6809079580507,46153.843749324114,1.0
 ,4875,52101.06288778051,65482.21018682795,8980.898881898971,798.302122835464,1977.2112274405633,0.0,0.0,0.0,0.0,1178.9091046050994,92376.30512098815,0.0,34509.103953696795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.302122835464,34509.103953696795,1.0
 ,4876,26800.005575868836,33683.067117212195,11441.787864958997,1017.0478102185775,1017.0478102185776,0.0,0.0,0.0,0.0,0.0,92376.30512098815,12147.931844194702,31817.138026910256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1017.0478102185778,43965.069871104955,1.0
 ,4877,52101.06288778051,65482.21018682795,27510.724115642963,2445.3976991682634,1977.2112274405633,0.0,0.0,0.0,468.1864717277001,0.0,92844.49159271586,68772.96898890872,37377.08370887344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2445.397699168264,106150.05269778216,1.0
 ,4878,52101.06288778051,65482.21018682795,35256.321070761616,3133.8952062899216,1977.2112274405633,0.0,0.0,0.0,1156.6839788493583,0.0,94001.17557156524,109135.45221316854,32607.28900780881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5183.044566457407,0.0,0.0,0.0,3133.8952062899216,136559.69665451994,1.0
 ,4879,52101.06288778051,65482.21018682795,35256.321070761616,3133.8952062899216,1977.2112274405633,0.0,0.0,0.0,1156.6839788493583,0.0,95157.85955041459,131863.84082488765,18771.151145708263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14075.295316075979,0.0,0.0,0.0,3133.8952062899216,136559.69665451994,1.0
 ,4880,52101.06288778051,65482.21018682795,35256.321070761616,3133.8952062899216,1977.2112274405633,0.0,0.0,0.0,1156.6839788493583,0.0,96314.54352926394,144599.57582283372,12508.827821329056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20548.706989642844,0.0,0.0,0.0,3133.8952062899216,136559.69665451994,1.0
 ,4881,52101.06288778051,65482.21018682795,35256.321070761616,3133.8952062899216,1977.2112274405633,0.0,0.0,0.0,1156.6839788493583,0.0,97471.2275081133,151457.27928326622,13322.426866187412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28220.009494933693,0.0,0.0,0.0,3133.8952062899216,136559.69665451994,1.0
 ,4882,52101.06288778051,65482.21018682795,35256.321070761616,3133.8952062899216,1977.2112274405633,0.0,0.0,0.0,1156.6839788493583,0.0,98627.91148696265,154396.295052023,15210.175828180103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33046.774225683155,0.0,0.0,0.0,3133.8952062899216,136559.69665451994,1.0
 ,4883,52101.06288778051,65482.21018682795,35256.321070761616,3133.8952062899216,1977.2112274405633,0.0,0.0,0.0,1156.6839788493583,0.0,99784.595465812,153612.55751368785,15241.750563025906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32294.61142219382,0.0,0.0,0.0,3133.8952062899216,136559.69665451994,1.0
 ,4884,52101.06288778051,65482.21018682795,35256.321070761616,3133.8952062899216,1977.2112274405633,0.0,0.0,0.0,1156.6839788493583,0.0,100941.27944466137,151261.34489868244,17120.315253178338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31821.96349734084,0.0,0.0,0.0,3133.8952062899216,136559.69665451994,1.0
 ,4885,52101.06288778051,65482.21018682795,35256.321070761616,3133.8952062899216,1977.2112274405633,0.0,0.0,0.0,1156.6839788493583,0.0,102097.96342351072,151849.14805243377,18118.519791361065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33407.97118927489,0.0,0.0,0.0,3133.8952062899216,136559.69665451994,1.0
 ,4886,52101.06288778051,65482.21018682795,35256.321070761616,3133.8952062899216,1977.2112274405633,0.0,0.0,0.0,1156.6839788493583,0.0,103254.64740236007,150869.47612951486,19507.668188411724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33817.44766340665,0.0,0.0,0.0,3133.8952062899216,136559.69665451994,1.0
 ,4887,52101.06288778051,65482.21018682795,35256.321070761616,3133.8952062899216,1977.2112274405633,0.0,0.0,0.0,1156.6839788493583,0.0,104411.33138120944,146167.05089950399,19479.626888220966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29086.981133205016,0.0,0.0,0.0,3133.8952062899216,136559.69665451994,1.0
 ,4888,52101.06288778051,65482.21018682795,35256.321070761616,3133.8952062899216,1977.2112274405633,0.0,0.0,0.0,1156.6839788493583,0.0,105568.0153600588,137154.06920864986,14869.390076155389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15463.762630285317,0.0,0.0,0.0,3133.8952062899216,136559.69665451994,1.0
 ,4889,52101.06288778051,65482.21018682795,33621.79712525095,2988.604188911196,1977.2112274405633,0.0,0.0,0.0,1011.3929614706329,0.0,106579.40832152942,122067.12159569838,8075.343241860868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2988.604188911197,130142.46483755924,1.0
 ,4890,52101.06288778051,65482.21018682795,25763.23413529355,2290.065256470538,1977.2112274405633,0.0,0.0,0.0,312.8540290299743,0.0,106892.2623505594,96791.58598439004,2497.723967763613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2290.065256470538,99289.30995215365,1.0
 ,4891,32942.22032914339,41402.79057761191,14064.097701016208,1250.1420178681074,1250.1420178681074,0.0,0.0,0.0,0.0,0.0,106892.2623505594,53294.15260678966,747.142809365119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.1420178681074,54041.29541615478,1.0
 ,4892,52101.06288778051,65482.21018682795,1527.4818258446207,135.77616229729963,1977.2112274405633,0.0,0.0,0.0,0.0,1841.4350651432637,105050.82728541613,5682.09715292978,187.25176287817698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.77616229729966,5869.348915807957,1.0
 ,4893,52101.06288778051,65482.21018682795,0.0,0.0,1977.2112274405633,0.0,0.0,0.0,0.0,1977.2112274405633,103073.61605797558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
 ,4894,52101.06288778051,65482.21018682795,0.0,0.0,1977.2112274405633,0.0,0.0,0.0,0.0,1977.2112274405633,101096.40483053502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
 ,4895,52101.06288778051,65482.21018682795,0.0,0.0,1977.2112274405633,0.0,0.0,0.0,0.0,1977.2112274405633,99119.19360309445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
 ,4896,52101.06288778051,65482.21018682795,91.3180094513973,8.11715639567976,1977.2112274405633,0.0,0.0,0.0,0.0,1969.0940710448835,97150.09953204948,0.0,350.88945131699415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.11715639567976,350.8894513169942,1.0
 ,4897,52101.06288778051,65482.21018682795,362.79792056594147,32.24870405030591,1977.2112274405633,0.0,0.0,0.0,0.0,1944.9625233902575,95205.13700865922,0.0,1394.0510097746305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.24870405030592,1394.0510097746305,1.0
 ,4898,52101.06288778051,65482.21018682795,1937.2124586696764,172.19666299286013,1977.2112274405633,0.0,0.0,0.0,0.0,1805.0145644477032,93400.12244421152,0.0,7443.738872438232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.1966629928601,7443.738872438231,1.0
 ,4899,52101.06288778051,65482.21018682795,3958.225471999344,351.84226417771947,1977.2112274405633,0.0,0.0,0.0,0.0,1625.3689632628439,91774.75348094868,0.0,15209.481376157479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.8422641777194,15209.481376157479,1.0
 ,4900,52101.06288778051,65482.21018682795,8545.536891409887,759.6032792364344,1977.2112274405633,0.0,0.0,0.0,0.0,1217.6079482041387,90557.14553274454,12343.866228778488,20492.35927646401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759.6032792364346,32836.225505242495,1.0
