Informations,Time,MeOH biogas H2,Biogas,H2O wwtp,H2_from_SOEC_A,H2_pipeline_to_MeOHCCU_plant,Heat_import,Heat_export,Heat_export_process,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_tracking,SP198-HH100,SP198-HH150,SP237-HH100,SP237-HH150,SP277-HH100,SP277-HH150,SP321-HH100,SP321-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,440,52101.06288778051,65482.21018682795,7505.382402594466,667.1451024528415,1977.2112274405633,0.0,0.0,0.0,0.0,1310.0661249877219,138896.047093259,0.0,28839.43188196924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,667.1451024528415,28839.43188196924,1.0
 ,441,52101.06288778051,65482.21018682795,9759.347870948768,867.4975885287794,1977.2112274405633,0.0,0.0,0.0,0.0,1109.713638911784,137786.33345434722,5878.031537513565,31622.262656607076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,867.4975885287793,37500.29419412064,1.0
 ,442,52101.06288778051,65482.21018682795,12882.914175685364,1145.147926727588,1977.2112274405633,0.0,0.0,0.0,0.0,832.0633007129754,136954.27015363425,12147.931844194702,37354.665875876315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145.1479267275881,49502.59772007102,1.0
 ,443,36470.51392287084,45837.2579358486,15570.440179581701,1384.039127073929,1384.0391270739292,0.0,0.0,0.0,0.0,0.0,136954.27015363425,18417.832150875838,41411.58423916685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1384.039127073929,59829.41639004269,1.0
 ,444,52101.06288778051,65482.21018682795,16041.999783548628,1425.9555363154336,1977.2112274405633,0.0,0.0,0.0,0.0,551.2556911251297,136403.01446250913,23120.25738088669,38521.12678739892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1425.9555363154338,61641.384168285615,1.0
 ,445,32923.54727915191,41379.32171696688,14056.125572943718,1249.4333842616638,1249.4333842616638,0.0,0.0,0.0,0.0,0.0,136403.01446250913,19789.372842962337,34221.28967107391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1249.4333842616638,54010.66251403624,1.0
 ,446,52101.06288778051,65482.21018682795,10845.23728750216,964.0210922224143,1977.2112274405633,0.0,0.0,0.0,0.0,1013.1901352181491,135389.82432729084,11756.06307502713,29916.761202199927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,964.0210922224144,41672.82427722706,1.0
 ,447,19179.321381577225,24105.158020561536,8188.271678550374,727.8463714267,727.8463714267001,0.0,0.0,0.0,0.0,0.0,135389.82432729084,3722.753307091925,27740.680617737893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,727.8463714267,31463.433924829817,1.0
 ,448,52101.06288778051,65482.21018682795,7430.704152518507,660.5070357794228,1977.2112274405633,0.0,0.0,0.0,0.0,1316.7041916611406,134073.1201356297,0.0,28552.480706052364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660.5070357794228,28552.480706052364,1.0
 ,449,52101.06288778051,65482.21018682795,8775.134637684498,780.0119677941776,1977.2112274405633,0.0,0.0,0.0,0.0,1197.1992596463856,132875.9208759833,0.0,33718.454845302695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780.0119677941778,33718.454845302695,1.0
 ,450,20898.381919498475,26265.72590975218,8922.194137866116,793.083923365877,793.0839233658771,0.0,0.0,0.0,0.0,0.0,132875.9208759833,0.0,34283.53097475055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,793.0839233658769,34283.53097475055,1.0
 ,451,52101.06288778051,65482.21018682795,8414.23694167438,747.9321725932783,1977.2112274405633,0.0,0.0,0.0,0.0,1229.279054847285,131646.64182113603,0.0,32331.705448383815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.9321725932783,32331.70544838381,1.0
 ,452,20263.498217397384,25467.78464481638,8651.141782380739,768.9903806560657,768.9903806560658,0.0,0.0,0.0,0.0,0.0,131646.64182113603,0.0,33242.01229879799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,768.9903806560657,33242.01229879799,1.0
 ,453,52101.06288778051,65482.21018682795,8991.68684101092,799.2610525343041,1977.2112274405633,0.0,0.0,0.0,0.0,1177.9501749062592,130468.69164622977,0.0,34550.556686584474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,799.2610525343043,34550.556686584474,1.0
 ,454,52101.06288778051,65482.21018682795,8813.475741161166,783.4200658809925,1977.2112274405633,0.0,0.0,0.0,0.0,1193.7911615595708,129274.9004846702,0.0,33865.78053541178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,783.4200658809925,33865.78053541178,1.0
 ,455,18858.549998027393,23702.0027297612,8051.324015859166,715.6732458541481,715.6732458541483,0.0,0.0,0.0,0.0,0.0,129274.9004846702,0.0,30937.21253093885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,715.6732458541481,30937.21253093885,1.0
 ,456,52101.06288778051,65482.21018682795,8195.618384270965,728.4994119351969,1977.2112274405633,0.0,0.0,0.0,0.0,1248.7118155053665,128026.18866916483,0.0,31491.663641561187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,728.4994119351969,31491.663641561187,1.0
 ,457,17789.29960730755,22358.136118473965,7594.826493479665,675.0956883093036,675.0956883093036,0.0,0.0,0.0,0.0,0.0,128026.18866916483,0.0,29183.12080119562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675.0956883093037,29183.12080119562,1.0
 ,458,52101.06288778051,65482.21018682795,6065.658201619992,539.1696179217771,1977.2112274405633,0.0,0.0,0.0,0.0,1438.0416095187863,126588.14705964604,0.0,23307.291639724823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539.1696179217771,23307.291639724823,1.0
 ,459,52101.06288778051,65482.21018682795,4668.658096437371,414.991830794433,1977.2112274405633,0.0,0.0,0.0,0.0,1562.2193966461305,125025.92766299991,0.0,17939.3187355606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414.99183079443293,17939.3187355606,1.0
 ,460,10420.212577556102,13096.44203736559,4073.5108988236875,362.08985767321667,395.4422454881127,0.0,0.0,0.0,0.0,33.35238781489602,124992.57527518501,0.0,15652.46562873002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.08985767321667,15652.46562873002,1.0
 ,461,52101.06288778051,65482.21018682795,3679.523428041574,327.068749159251,1977.2112274405633,0.0,0.0,0.0,0.0,1650.1424782813124,123342.4327969037,0.0,14138.56877224975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.06874915925107,14138.56877224975,1.0
 ,462,52101.06288778051,65482.21018682795,3502.6006411648004,311.34227921464895,1977.2112274405633,0.0,0.0,0.0,0.0,1665.8689482259144,121676.56384867778,0.0,13458.74296367575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.342279214649,13458.74296367575,1.0
 ,463,10420.212577556102,13096.44203736559,3455.15315410708,307.1247248095182,395.4422454881127,0.0,0.0,0.0,0.0,88.31752067859446,121588.24632799918,0.0,13276.425994656458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.1247248095182,13276.425994656456,1.0
 ,464,52101.06288778051,65482.21018682795,3374.989857850089,299.99909847556347,1977.2112274405633,0.0,0.0,0.0,0.0,1677.212128965,119911.03419903418,587.8031537513566,12380.59537503761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.99909847556347,12968.398528788968,1.0
 ,465,52101.06288778051,65482.21018682795,10977.34993756435,975.7644388946088,1977.2112274405633,0.0,0.0,0.0,0.0,1001.4467885459599,118909.58741048822,30173.89522590297,12006.571909188046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,975.7644388946088,42180.467135091014,1.0
 ,466,52101.06288778051,65482.21018682795,16402.189784479964,1457.972425287108,1977.2112274405633,0.0,0.0,0.0,0.0,519.2388021534553,118390.34860833477,50159.20245344909,12866.211793415188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1457.9724252871083,63025.41424686428,1.0
 ,467,41378.73364948335,52006.058685143005,17665.917687880195,1570.3037944782395,1570.3037944782398,0.0,0.0,0.0,0.0,0.0,118390.34860833477,57212.840298465366,10668.448417214291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1570.3037944782398,67881.28871567966,1.0
 ,468,52101.06288778051,65482.21018682795,16487.054072723713,1465.5159175754413,1977.2112274405633,0.0,0.0,0.0,0.0,511.695309865122,117878.65329846964,55841.29960637887,7510.205668062016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1465.5159175754413,63351.50527444088,1.0
 ,469,33949.296779904704,42668.51507856875,14494.051160570038,1288.3601031617811,1288.3601031617814,0.0,0.0,0.0,0.0,0.0,117878.65329846964,49963.268068865305,5730.123515625061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1288.360103161781,55693.39158449037,1.0
 ,470,28354.693742655232,35637.04678038635,12105.534450763775,1076.0475067345578,1076.0475067345578,0.0,0.0,0.0,0.0,0.0,117878.65329846964,37423.467455503036,9092.048671556777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1076.0475067345578,46515.51612705981,1.0
 ,471,52101.06288778051,65482.21018682795,7871.889866942509,699.723543728223,1977.2112274405633,0.0,0.0,0.0,0.0,1277.4876837123402,116601.16561475731,15478.816382119056,14768.920431607537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699.723543728223,30247.73681372659,1.0
 ,472,52101.06288778051,65482.21018682795,5539.89121333248,492.43477451844274,1977.2112274405633,0.0,0.0,0.0,0.0,1484.7764529221167,115116.38916183519,0.0,21287.031987230057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492.4347745184427,21287.031987230057,1.0
 ,473,17500.595479172564,21995.28393557207,7471.569377711272,664.139500241002,664.139500241002,0.0,0.0,0.0,0.0,0.0,115116.38916183519,0.0,28709.50533385557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664.1395002410021,28709.50533385557,1.0
 ,474,52101.06288778051,65482.21018682795,8492.317797749083,754.8726931332518,1977.2112274405633,0.0,0.0,0.0,0.0,1222.3385343073116,113894.05062752787,0.0,32631.731137850853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,754.8726931332518,32631.731137850853,1.0
 ,475,52101.06288778051,65482.21018682795,9216.271306885701,819.2241161676179,1977.2112274405633,0.0,0.0,0.0,0.0,1157.9871112729456,112736.06351625493,0.0,35413.522496708305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819.2241161676178,35413.522496708305,1.0
 ,476,25034.633858700716,31464.293920771386,10688.093667640487,950.0527704569323,950.0527704569324,0.0,0.0,0.0,0.0,0.0,112736.06351625493,0.0,41068.999917908586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0527704569324,41068.999917908586,1.0
 ,477,52101.06288778051,65482.21018682795,12160.72966321188,1080.953747841056,1977.2112274405633,0.0,0.0,0.0,0.0,896.2574795995074,111839.80603665543,0.0,46727.60373089166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.9537478410562,46727.60373089166,1.0
 ,478,32753.323621576426,41165.37941509605,13983.451596288658,1242.9734752256586,1242.9734752256586,0.0,0.0,0.0,0.0,0.0,111839.80603665543,0.0,53731.41275873918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1242.9734752256586,53731.41275873918,1.0
 ,479,43232.35665516783,54335.74880157705,18457.289210270705,1640.6479298018405,1640.6479298018407,0.0,0.0,0.0,0.0,0.0,111839.80603665543,0.0,70922.1337904652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1640.6479298018407,70922.1337904652,1.0
 ,480,52101.06288778051,65482.21018682795,22397.54588845807,1990.8929678629397,1977.2112274405633,0.0,0.0,0.0,13.68174042237625,0.0,111853.4877770778,0.0,86075.43091239719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990.89296786294,86075.43091239719,1.0
 ,481,52101.06288778051,65482.21018682795,25728.35301534747,2286.964712475331,1977.2112274405633,0.0,0.0,0.0,309.75348503476755,0.0,112163.24126211257,0.0,99152.36473740535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2286.964712475331,99152.36473740537,1.0
 ,482,52101.06288778051,65482.21018682795,28105.997377758515,2498.310878022979,1977.2112274405633,0.0,0.0,0.0,521.0996505824153,0.0,112684.34091269498,0.0,108487.12859558457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2498.310878022979,108487.12859558457,1.0
 ,483,52101.06288778051,65482.21018682795,30209.136364461207,2685.256565729885,1977.2112274405633,0.0,0.0,0.0,708.0453382893211,0.0,113392.3862509843,0.0,116744.16909843415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2685.2565657298846,116744.16909843413,1.0
 ,484,47442.33285691565,59626.97572180655,35256.321070761616,3133.8952062899216,1800.41457854147,0.0,0.0,0.0,1333.4806277484515,0.0,114725.86687873275,0.0,136725.88550448508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3133.895206289922,136725.88550448508,1.0
 ,485,52101.06288778051,65482.21018682795,35256.321070761616,3133.8952062899216,1977.2112274405633,0.0,0.0,0.0,1156.6839788493583,0.0,115882.5508575821,0.0,141032.91923748903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4473.222582969087,0.0,0.0,0.0,3133.8952062899216,136559.69665451994,1.0
 ,486,52101.06288778051,65482.21018682795,29538.121675958697,2625.610815640773,1977.2112274405633,0.0,0.0,0.0,648.3995882002102,0.0,116530.9504457823,0.0,114109.72815277953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2625.610815640774,114109.72815277953,1.0
 ,487,43143.26195054718,54223.77185041448,18419.251803626335,1637.2668269890078,1637.266826989008,0.0,0.0,0.0,0.0,0.0,116530.9504457823,0.0,70775.9750554342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1637.2668269890075,70775.9750554342,1.0
 ,488,40970.24605143639,51492.65897175065,17491.52114049558,1554.8018791551629,1554.8018791551629,0.0,0.0,0.0,0.0,0.0,116530.9504457823,0.0,67211.16998235429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1554.801879155163,67211.16998235429,1.0
 ,489,52101.06288778051,65482.21018682795,24034.71074499667,2136.4187328885932,1977.2112274405633,0.0,0.0,0.0,159.20750544803008,0.0,116690.15795123036,5682.09715292978,86820.93393984111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2136.4187328885937,92503.03109277089,1.0
 ,490,52101.06288778051,65482.21018682795,27896.31917425028,2479.672815488914,1977.2112274405633,0.0,0.0,0.0,502.4615880483504,0.0,117192.6195392787,15478.816382119056,92185.1039377031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2479.672815488914,107663.92031982215,1.0
 ,491,10420.212577556102,13096.44203736559,35256.321070761616,3133.8952062899216,395.4422454881127,0.0,0.0,0.0,2738.452960801809,0.0,119931.07250008051,31545.43591798947,116504.75236460152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10003.628785035737,0.0,0.0,0.0,3133.8952062899216,138046.55949755525,1.0
 ,492,52101.06288778051,65482.21018682795,35256.321070761616,3133.8952062899216,1977.2112274405633,0.0,0.0,0.0,1156.6839788493583,0.0,121087.75647892986,48591.72737677881,112966.69732835743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24998.7280506163,0.0,0.0,0.0,3133.8952062899216,136559.69665451994,1.0
 ,493,10420.212577556102,13096.44203736559,35256.321070761616,3133.8952062899216,395.4422454881127,0.0,0.0,0.0,2738.4529608018056,0.0,123826.20943973167,60151.85606722215,111671.95857697185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33777.25514663878,0.0,0.0,0.0,3133.8952062899216,138046.55949755522,1.0
 ,494,52101.06288778051,65482.21018682795,35256.321070761616,3133.8952062899216,1977.2112274405633,0.0,0.0,0.0,1156.6839788493583,0.0,124982.89341858102,54861.62768345995,105921.20046989153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24223.131498831535,0.0,0.0,0.0,3133.8952062899216,136559.69665451994,1.0
 ,495,52101.06288778051,65482.21018682795,30082.229383923437,2673.975945237639,1977.2112274405633,0.0,0.0,0.0,696.7647177970755,0.0,125679.6581363781,25471.46999589212,90774.45524656295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2673.975945237639,116245.92524245507,1.0
 ,496,48134.575604816644,60497.00759075315,20550.204793093133,1826.6848704971676,1826.6848704971676,0.0,0.0,0.0,0.0,0.0,125679.6581363781,0.0,78964.16191746038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1826.6848704971678,78964.16191746038,1.0
 ,497,38006.06713936345,47767.18820794312,16226.017437158236,1442.3126610807321,1442.312661080732,0.0,0.0,0.0,0.0,0.0,125679.6581363781,0.0,62348.47200228053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1442.3126610807321,62348.472002280534,1.0
 ,498,27375.873688198095,34406.83578298121,11687.644559309785,1038.9017386053142,1038.9017386053142,0.0,0.0,0.0,0.0,0.0,125679.6581363781,0.0,44909.774219147854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1038.9017386053142,44909.774219147854,1.0
 ,499,52101.06288778051,65482.21018682795,7616.85530575225,677.0538049557556,1977.2112274405633,0.0,0.0,0.0,0.0,1300.1574224848077,124379.50071389329,0.0,29267.76651235303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,677.0538049557558,29267.766512353035,1.0
 ,500,52101.06288778051,65482.21018682795,4750.623682121602,422.27766063303125,1977.2112274405633,0.0,0.0,0.0,0.0,1554.933566807532,122824.56714708575,0.0,18254.271498552258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.27766063303136,18254.271498552258,1.0
 ,501,10420.212577556102,13096.44203736559,3703.3848411879762,329.18976366115345,395.4422454881127,0.0,0.0,0.0,0.0,66.25248182695924,122758.31466525879,0.0,14230.2562522648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.1897636611535,14230.256252264802,1.0
 ,502,52101.06288778051,65482.21018682795,2958.360150274565,262.96534669107245,1977.2112274405633,0.0,0.0,0.0,0.0,1714.2458807494909,121044.0687845093,0.0,11367.49887743002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.9653466910725,11367.49887743002,1.0
 ,503,52101.06288778051,65482.21018682795,2465.0507964644953,219.11562635239957,1977.2112274405633,0.0,0.0,0.0,0.0,1758.0956010881637,119285.97318342114,0.0,9471.957685414824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.11562635239957,9471.957685414824,1.0
 ,504,10996.971856352842,13821.330748421604,4694.962423836526,417.32999322991344,417.32999322991344,0.0,0.0,0.0,0.0,0.0,119285.97318342114,0.0,18040.393113591857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.32999322991355,18040.393113591857,1.0
 ,505,52101.06288778051,65482.21018682795,7640.561017504668,679.1609793337483,1977.2112274405633,0.0,0.0,0.0,0.0,1298.0502481068152,117987.92293531433,0.0,29358.855709761694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,679.1609793337484,29358.855709761694,1.0
 ,506,52101.06288778051,65482.21018682795,8335.318013426788,740.9171567490479,1977.2112274405633,0.0,0.0,0.0,0.0,1236.2940706915156,116751.62886462282,0.0,32028.45946659244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740.917156749048,32028.45946659244,1.0
 ,507,22538.05677576636,28326.51944495225,9622.22428598731,855.3088254210942,855.3088254210943,0.0,0.0,0.0,0.0,0.0,116751.62886462282,0.0,36973.39681890624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,855.3088254210943,36973.39681890624,1.0
 ,508,52101.06288778051,65482.21018682795,13037.198078683283,1158.862051438514,1977.2112274405633,0.0,0.0,0.0,0.0,818.3491760020493,115933.2796886208,0.0,50095.433617340525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1158.8620514385143,50095.433617340525,1.0
 ,509,52101.06288778051,65482.21018682795,17002.491101067255,1511.3325423170893,1977.2112274405633,0.0,0.0,0.0,0.0,465.8786851234738,115467.40100349732,0.0,65332.07205585094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1511.3325423170895,65332.072055850935,1.0
 ,510,52101.06288778051,65482.21018682795,19602.052518615168,1742.4046683213483,1977.2112274405633,0.0,0.0,0.0,0.0,234.80655911921508,115232.5944443781,0.0,75320.8868027788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1742.4046683213485,75320.8868027788,1.0
 ,511,48296.61907062969,60700.66877729414,20619.386381712095,1832.8343450410753,1832.8343450410753,0.0,0.0,0.0,0.0,0.0,115232.5944443781,0.0,79229.99217172875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1832.8343450410755,79229.99217172875,1.0
 ,512,52101.06288778051,65482.21018682795,20082.249286460712,1785.0888254631745,1977.2112274405633,0.0,0.0,0.0,0.0,192.12240197738856,115040.47204240072,0.0,77166.04288322531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1785.0888254631748,77166.04288322531,1.0
 ,513,50782.728488719076,63825.28717161413,21680.78677919814,1927.1810470398348,1927.1810470398348,0.0,0.0,0.0,0.0,0.0,115040.47204240072,4114.622076259496,79193.80112280937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1927.1810470398348,83308.42319906886,1.0
 ,514,52101.06288778051,65482.21018682795,25732.85549340114,2287.3649327467683,1977.2112274405633,0.0,0.0,0.0,310.15370530620504,0.0,115350.62574770693,11951.997459610917,87218.04425677084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2287.364932746769,99170.04171638176,1.0
 ,515,52101.06288778051,65482.21018682795,24882.267085057432,2211.7570742273274,1977.2112274405633,0.0,0.0,0.0,234.5458467867642,0.0,115585.17159449369,18613.766535459625,77216.81783485314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2211.757074227328,95830.58437031278,1.0
 ,516,52101.06288778051,65482.21018682795,25835.049638287077,2296.4488567366293,1977.2112274405633,0.0,0.0,0.0,319.2376292960658,0.0,115904.40922378976,24491.79807297319,75079.46353368323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2296.4488567366298,99571.26160665644,1.0
 ,517,52101.06288778051,65482.21018682795,27110.46798297077,2409.8193762640685,1977.2112274405633,0.0,0.0,0.0,432.6081488235054,0.0,116337.01737261326,23120.25738088669,81458.36750357263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2409.819376264069,104578.62488445932,1.0
 ,518,52101.06288778051,65482.21018682795,24827.516614666478,2206.8903657481314,1977.2112274405633,0.0,0.0,0.0,229.6791383075682,0.0,116566.69651092082,13911.34130544877,81704.28967641632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2206.890365748132,95615.63098186509,1.0
 ,519,52101.06288778051,65482.21018682795,27849.775550434144,2475.535604483035,1977.2112274405633,0.0,0.0,0.0,498.3243770424718,0.0,117065.0208879633,4114.622076259496,103366.56539070368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2475.535604483036,107481.18746696317,1.0
 ,520,52101.06288778051,65482.21018682795,29081.493497559564,2585.021644227517,1977.2112274405633,0.0,0.0,0.0,607.8104167869527,0.0,117672.83130475025,0.0,112316.98055615235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2585.0216442275164,112316.98055615234,1.0
 ,521,52101.06288778051,65482.21018682795,30547.34788288093,2715.3198118116384,1977.2112274405633,0.0,0.0,0.0,738.1085843710746,0.0,118410.93988912132,0.0,118072.00630927879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2715.3198118116384,118072.00630927879,1.0
 ,522,52101.06288778051,65482.21018682795,31204.97319947458,2773.775395508852,1977.2112274405633,0.0,0.0,0.0,796.5641680682877,0.0,119207.50405718961,0.0,120653.87983696528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2773.7753955088515,120653.87983696526,1.0
 ,523,52101.06288778051,65482.21018682795,31179.137896727207,2771.4789241535295,1977.2112274405633,0.0,0.0,0.0,794.2676967129665,0.0,120001.77175390258,0.0,120552.44900308449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2771.478924153529,120552.44900308446,1.0
 ,524,52101.06288778051,65482.21018682795,29706.542423034083,2640.581548714141,1977.2112274405633,0.0,0.0,0.0,663.3703212735778,0.0,120665.14207517615,0.0,114770.95736250565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2640.581548714141,114770.95736250564,1.0
 ,525,52101.06288778051,65482.21018682795,27348.288432735073,2430.9589717986732,1977.2112274405633,0.0,0.0,0.0,453.74774435810974,0.0,121118.88981953426,0.0,105512.32118248116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2430.9589717986732,105512.32118248116,1.0
