Informations,Time,CO2 DAC,MeOH,H2O sea,H2_from_SOEC_A,H2_pipeline_to_MeOHCCU_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_fixed,Solar_tracking,SP198-HH100,SP198-HH150,SP237-HH100,SP237-HH150,SP277-HH100,SP277-HH150,SP321-HH100,SP321-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,762,20282.570832513138,14804.79622811178,41992.32219186628,3732.650861499225,2814.6000433672584,0.0,10067.261435116012,0.0,29861.2068919938,918.0508181319649,0.0,50018.98781121415,0.0,197097.89503967686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371712.07173496415,3732.650861499225,197097.89503967686,1.0
 ,763,20282.570832513138,14804.79622811178,20539.250583552563,1825.71116298245,2814.6000433672584,0.0,10067.261435116012,0.0,14605.6893038596,0.0,988.8888803848088,49030.09893082934,0.0,113710.32406135203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371712.07173496415,1825.71116298245,113710.32406135203,1.0
 ,764,16141.06798430509,11781.801448397875,0.0,0.0,2239.886206919748,0.0,8011.624984910555,0.0,0.0,0.0,2239.886206919748,46790.21272390959,0.0,27615.36441489978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371712.07173496415,0.0,27615.364414899777,1.0
 ,765,20282.570832513138,14804.796228111778,0.0,0.0,2814.6000433672584,0.0,10067.26143511601,0.0,0.0,0.0,2814.6000433672584,43975.612680542334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36527.328293759376,335184.7434412048,0.0,36527.328293759165,1.0
 ,766,4056.5141665026285,2960.9592456223563,0.0,0.0,562.9200086734518,0.0,2013.4522870232024,0.0,0.0,0.0,562.9200086734518,43412.692671868885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7305.465658751833,327879.27778245293,0.0,7305.465658751833,1.0
 ,767,11809.180834326897,8619.840025056128,18435.969635338664,1638.752856474548,1638.7528564745492,0.0,5861.491217038168,0.0,13110.022851796384,0.0,0.0,43412.692671868885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95918.53603101906,231960.74175143387,1638.752856474548,95918.53603101903,1.0
 ,768,4056.5141665026285,2960.9592456223563,0.0,0.0,562.9200086734518,0.0,2013.4522870232024,0.0,0.0,0.0,562.9200086734518,42849.772663195436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7305.465658751833,224655.27609268203,0.0,7305.465658751833,1.0
 ,769,20282.570832513138,14804.796228111778,0.0,0.0,2814.6000433672584,0.0,10067.26143511601,0.0,0.0,0.0,2814.6000433672584,40035.172619828176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36527.328293759114,188127.94779892292,0.0,36527.32829375915,1.0
 ,770,4056.5141665026285,2960.9592456223563,0.0,0.0,562.9200086734518,0.0,2013.4522870232024,0.0,0.0,0.0,562.9200086734518,39472.25261115473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7305.465658751833,180822.48214017108,0.0,7305.465658751833,1.0
 ,771,4056.5141665026285,2960.9592456223563,0.0,0.0,562.9200086734518,0.0,2013.4522870232024,0.0,0.0,0.0,562.9200086734518,38909.33260248128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7305.465658751833,173517.01648141924,0.0,7305.465658751833,1.0
 ,772,4056.5141665026285,2960.9592456223563,0.0,0.0,562.9200086734518,0.0,2013.4522870232024,0.0,0.0,0.0,562.9200086734518,38346.41259380783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7305.465658751833,166211.5508226674,0.0,7305.465658751833,1.0
 ,773,4056.5141665026285,2960.9592456223563,0.0,0.0,562.9200086734518,0.0,2013.4522870232024,0.0,0.0,0.0,562.9200086734518,37783.49258513438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7305.465658751833,158906.08516391556,0.0,7305.465658751833,1.0
 ,774,4056.5141665026285,2960.9592456223563,0.0,0.0,562.9200086734518,0.0,2013.4522870232024,0.0,0.0,0.0,562.9200086734518,37220.57257646093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7305.465658751833,151600.61950516372,0.0,7305.465658751833,1.0
 ,775,4056.5141665026285,2960.9592456223563,0.0,0.0,562.9200086734518,0.0,2013.4522870232024,0.0,0.0,0.0,562.9200086734518,36657.652567787474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7305.465658751833,144295.15384641188,0.0,7305.465658751833,1.0
 ,776,4056.5141665026285,2960.9592456223563,0.0,0.0,562.9200086734518,0.0,2013.4522870232024,0.0,0.0,0.0,562.9200086734518,36094.732559114025,0.0,2165.9109345019438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5025.559411907682,139269.5944345042,0.0,7191.470346409626,1.0
 ,777,18040.01715892922,13167.895736444683,0.0,0.0,2503.402231263248,0.0,8954.169100782385,0.0,0.0,0.0,2503.402231263248,33591.33032785078,0.0,30864.230816652696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139269.5944345042,0.0,30864.230816652693,1.0
 ,778,20282.570832513138,14804.79622811178,10826.645496099902,962.3684885422135,2814.6000433672584,0.0,10067.261435116012,0.0,7698.947908337708,0.0,1852.2315548250454,31739.098773025733,0.0,76348.36044119351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139269.5944345042,962.3684885422135,76348.36044119351,1.0
 ,779,20282.570832513138,14804.79622811178,24058.310397847003,2138.5164798086225,2814.6000433672584,0.0,10067.261435116012,0.0,17108.13183846898,0.0,676.0835635586363,31063.015209467096,0.0,127247.26740198919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139269.5944345042,2138.5164798086225,127247.26740198916,1.0
 ,780,20282.570832513138,14804.79622811178,36205.98713704488,3218.309967737323,2814.6000433672584,0.0,10067.261435116012,0.0,25746.479741898584,403.7099243700637,0.0,31466.72513383716,0.0,174355.83022740646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139269.5944345042,3218.309967737323,174355.83022740646,1.0
 ,781,20282.570832513138,14804.796228111778,43921.10054347341,3904.0978260865254,2814.6000433672584,0.0,10067.26143511601,0.0,31232.782608692203,1089.4977827192677,0.0,32556.22291655645,0.0,204678.58331043366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139269.5944345042,3904.0978260865254,204678.58331043366,1.0
 ,782,20282.570832513138,14804.79622811178,47365.34759991472,4210.25311999242,2814.6000433672584,0.0,10067.261435116012,0.0,33682.02495993936,1395.653076625161,0.0,33951.87599318161,0.0,218215.52665107083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139269.5944345042,4210.25311999242,218215.5266510708,1.0
 ,783,20282.570832513138,14804.796228111778,45436.56924830759,4038.806155405119,2814.6000433672584,0.0,10067.26143511601,0.0,32310.449243240953,1224.2061120378607,0.0,35176.08210521947,0.0,210634.83838031403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139269.5944345042,4038.806155405119,210634.838380314,1.0
 ,784,20282.570832513138,14804.796228111778,37308.1461951061,3316.2796617872086,2814.6000433672584,0.0,10067.26143511601,0.0,26530.23729429767,501.6796184199503,0.0,35677.76172363942,0.0,178687.65209641037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139269.5944345042,3316.2796617872086,178687.65209641034,1.0
 ,785,20282.570832513138,14804.79622811178,25888.221501280113,2301.1752445582324,2814.6000433672584,0.0,10067.261435116012,0.0,18409.40195646586,0.0,513.4247988090265,35164.33692483039,0.0,134286.4779391205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139269.5944345042,2301.1752445582324,134286.4779391205,1.0
 ,786,11227.788191257307,8195.46583303453,17528.32521323926,1558.073352287934,1558.0733522879336,0.0,5572.916766463481,0.0,12464.586818303473,0.0,0.0,35164.33692483039,0.0,86636.43738007775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139269.5944345042,1558.073352287934,86636.43738007775,1.0
 ,787,20282.570832513138,14804.79622811178,2803.1891195085764,249.17236617854013,2814.6000433672584,0.0,10067.261435116012,0.0,1993.378929428321,0.0,2565.427677188719,32598.909247641674,0.0,45484.12962454082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139269.5944345042,249.17236617854013,45484.129624540816,1.0
 ,788,6329.830582080428,4620.314293489363,0.0,0.0,878.386747811666,0.0,3141.8137195727672,0.0,0.0,0.0,878.386747811666,31720.522499830007,0.0,10829.55467250972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139269.5944345042,0.0,10829.554672509717,1.0
 ,789,4056.5141665026285,2960.9592456223563,0.0,0.0,562.9200086734518,0.0,2013.4522870232024,0.0,0.0,0.0,562.9200086734518,31157.602491156555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7305.465658751833,131964.12877575235,0.0,7305.465658751833,1.0
 ,790,4056.5141665026285,2960.9592456223563,0.0,0.0,562.9200086734518,0.0,2013.4522870232024,0.0,0.0,0.0,562.9200086734518,30594.682482483102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7305.465658751833,124658.66311700051,0.0,7305.465658751833,1.0
 ,791,4056.5141665026285,2960.9592456223563,0.0,0.0,562.9200086734518,0.0,2013.4522870232024,0.0,0.0,0.0,562.9200086734518,30031.76247380965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7305.465658751873,117353.19745824864,0.0,7305.465658751835,1.0
 ,792,4056.5141665026285,2960.9592456223563,0.0,0.0,562.9200086734518,0.0,2013.4522870232024,0.0,0.0,0.0,562.9200086734518,29468.842465136197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7305.465658751833,110047.7317994968,0.0,7305.465658751833,1.0
 ,793,4056.5141665026285,2960.9592456223563,0.0,0.0,562.9200086734518,0.0,2013.4522870232024,0.0,0.0,0.0,562.9200086734518,28905.922456462744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7305.4656587517675,102742.26614074504,0.0,7305.465658751829,1.0
 ,794,20282.570832513138,14804.796228111778,0.0,0.0,2814.6000433672584,0.0,10067.26143511601,0.0,0.0,0.0,2814.6000433672584,26091.322413095484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36527.32829375916,66214.93784698588,0.0,36527.32829375916,1.0
 ,795,20282.570832513138,14804.79622811178,0.0,0.0,2814.6000433672584,0.0,10067.261435116012,0.0,0.0,0.0,2814.6000433672584,23276.722369728224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36527.328293759165,29687.609553226706,0.0,36527.32829375916,1.0
 ,796,4056.5141665026285,2960.9592456223563,0.0,0.0,562.9200086734518,0.0,2013.4522870232024,0.0,0.0,0.0,562.9200086734518,22713.802361054786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7305.465658751833,22382.143894474873,0.0,7305.465658751833,1.0
 ,797,4056.5141665026285,2960.9592456223563,0.0,0.0,562.9200086734518,0.0,2013.4522870232024,0.0,0.0,0.0,562.9200086734518,22150.882352381333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7305.465658751833,15076.67823572304,0.0,7305.465658751833,1.0
 ,798,4056.5141665026285,2960.9592456223563,0.0,0.0,562.9200086734518,0.0,2013.4522870232024,0.0,0.0,0.0,562.9200086734518,21587.962343707884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7305.465658751833,7771.212576971208,0.0,7305.465658751833,1.0
 ,799,4056.5141665026285,2960.9592456223563,0.0,0.0,562.9200086734518,0.0,2013.4522870232024,0.0,0.0,0.0,562.9200086734518,21025.04233503443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7305.465658751829,465.7469182193793,0.0,7305.465658751833,1.0
 ,800,4056.5141665026285,2960.9592456223563,0.0,0.0,562.9200086734518,0.0,2013.4522870232024,0.0,0.0,0.0,562.9200086734518,20462.12232636098,0.0,6497.732803505831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.7469182193793,0.0,0.0,6963.47972172521,1.0
 ,801,20282.570832513138,14804.79622811178,9559.783962953903,849.7585744847914,2814.6000433672584,0.0,10067.261435116012,0.0,6798.0685958783315,0.0,1964.8414688824673,18497.280857478512,0.0,71475.06083856414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,849.7585744847914,71475.06083856412,1.0
 ,802,20282.570832513138,14804.79622811178,37170.37631284844,3304.0334500309727,2814.6000433672584,0.0,10067.261435116012,0.0,26432.267600247782,489.4334066637144,0.0,18986.714264142225,0.0,178146.17436278486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3304.0334500309727,178146.17436278483,1.0
 ,803,20282.570832513138,14804.796228111778,64724.35276437893,5753.275801278127,2814.6000433672584,0.0,10067.26143511601,0.0,46026.206410225015,2938.675757910867,0.0,21925.390022053092,0.0,286441.72108788206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5753.275801278127,286441.72108788206,1.0
 ,804,20282.570832513138,14804.79622811178,70790.79765342732,6292.515346971318,2814.6000433672584,0.0,10067.261435116012,0.0,50340.12277577054,3477.915303604059,0.0,25403.30532565715,0.0,362790.08152907557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50005.122277423834,0.0,50005.122277423834,6292.515346971318,312784.9592516518,1.0
 ,805,20282.570832513138,14804.796228111778,70790.79765342732,6292.515346971318,2814.6000433672584,0.0,10067.26143511601,0.0,50340.12277577054,3477.9153036040593,0.0,28881.22062926121,0.0,396361.7010138557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81978.09321530967,0.0,131983.2154927335,6292.515346971318,314383.607798546,1.0
 ,806,20282.570832513138,14804.79622811178,70790.79765342732,6292.515346971318,2814.6000433672584,0.0,10067.261435116012,0.0,50340.12277577054,3477.915303604059,0.0,32359.13593286527,0.0,404483.867018238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89713.48940995948,0.0,221696.704902693,6292.515346971318,314770.37760827853,1.0
 ,807,20282.570832513138,14804.79622811178,70790.79765342732,6292.515346971318,2814.6000433672584,0.0,10067.261435116012,0.0,50340.12277577054,3477.915303604059,0.0,35837.05123646933,0.0,397444.65648110665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83009.47937459624,0.0,304706.1842772892,6292.515346971318,314435.1771065104,1.0
 ,808,20282.570832513138,14804.796228111778,70790.79765342732,6292.515346971318,2814.6000433672584,0.0,10067.26143511601,0.0,50340.12277577054,3477.9153036040593,0.0,39314.96654007339,0.0,358458.2596600717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45879.57764027729,0.0,350585.7619175665,6292.515346971318,312578.6820197944,1.0
 ,809,20282.570832513138,14804.79622811178,70790.79765342732,6292.515346971318,2814.6000433672584,0.0,10067.261435116012,0.0,50340.12277577054,3477.915303604059,0.0,42792.881843677445,0.0,323803.68470804056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12875.22054310477,0.0,363460.9824606712,6292.515346971318,310928.4641649358,1.0
 ,810,20282.570832513138,14804.79622811178,56044.85018214682,4981.764460635273,2814.6000433672584,0.0,10067.261435116012,0.0,39854.115685082186,2167.1644172680144,0.0,44960.04626094546,0.0,252328.62386947646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363460.9824606712,4981.764460635273,252328.62386947643,1.0
 ,811,20282.570832513138,14804.796228111778,31797.350904799994,2826.4311915377775,2814.6000433672584,0.0,10067.26143511601,0.0,22611.44953230222,11.831148170519256,0.0,44971.87740911598,0.0,157028.5427513909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363460.9824606712,2826.4311915377775,157028.5427513909,1.0
 ,812,20282.570832513138,14804.79622811178,2803.1891195085764,249.17236617854013,2814.6000433672584,0.0,10067.261435116012,0.0,1993.378929428321,0.0,2565.427677188719,42406.449731927256,0.0,45484.12962454082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363460.9824606712,249.17236617854013,45484.129624540816,1.0
 ,813,4056.5141665026285,2960.9592456223563,0.0,0.0,562.9200086734518,0.0,2013.4522870232024,0.0,0.0,0.0,562.9200086734518,41843.52972325381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7305.465658751833,356155.5168019194,0.0,7305.465658751833,1.0
 ,814,4056.5141665026285,2960.9592456223563,0.0,0.0,562.9200086734518,0.0,2013.4522870232024,0.0,0.0,0.0,562.9200086734518,41280.60971458036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7305.465658751833,348850.05114316754,0.0,7305.465658751833,1.0
 ,815,4056.5141665026285,2960.9592456223563,0.0,0.0,562.9200086734518,0.0,2013.4522870232024,0.0,0.0,0.0,562.9200086734518,40717.68970590691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7305.465658751833,341544.5854844157,0.0,7305.465658751833,1.0
 ,816,4056.5141665026285,2960.9592456223563,0.0,0.0,562.9200086734518,0.0,2013.4522870232024,0.0,0.0,0.0,562.9200086734518,40154.76969723346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7305.465658752335,334239.1198256634,0.0,7305.4656587518575,1.0
 ,817,20282.570832513138,14804.79622811178,0.0,0.0,2814.6000433672584,0.0,10067.261435116012,0.0,0.0,0.0,2814.6000433672584,37340.1696538662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36527.328293759165,297711.79153190425,0.0,36527.32829375916,1.0
 ,818,4056.5141665026285,2960.9592456223563,0.0,0.0,562.9200086734518,0.0,2013.4522870232024,0.0,0.0,0.0,562.9200086734518,36777.24964519275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7305.465658751833,290406.3258731524,0.0,7305.465658751833,1.0
 ,819,4056.5141665026285,2960.9592456223563,0.0,0.0,562.9200086734518,0.0,2013.4522870232024,0.0,0.0,0.0,562.9200086734518,36214.3296365193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7305.465658751833,283100.86021440057,0.0,7305.465658751833,1.0
 ,820,20282.570832513138,14804.79622811178,0.0,0.0,2814.6000433672584,0.0,10067.261435116012,0.0,0.0,0.0,2814.6000433672584,33399.72959315204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36527.328293759165,246573.5319206414,0.0,36527.32829375916,1.0
 ,821,4056.5141665026285,2960.9592456223563,0.0,0.0,562.9200086734518,0.0,2013.4522870232024,0.0,0.0,0.0,562.9200086734518,32836.80958447859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7305.465658751833,239268.06626188956,0.0,7305.465658751833,1.0
 ,822,4056.5141665026285,2960.9592456223563,0.0,0.0,562.9200086734518,0.0,2013.4522870232024,0.0,0.0,0.0,562.9200086734518,32273.889575805144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7305.465658751833,231962.60060313772,0.0,7305.465658751833,1.0
 ,823,4056.5141665026285,2960.9592456223563,0.0,0.0,562.9200086734518,0.0,2013.4522870232024,0.0,0.0,0.0,562.9200086734518,31710.96956713169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7305.465658751833,224657.13494438588,0.0,7305.465658751833,1.0
 ,824,4056.5141665026285,2960.9592456223563,0.0,0.0,562.9200086734518,0.0,2013.4522870232024,0.0,0.0,0.0,562.9200086734518,31148.04955845824,0.0,3790.3441353784015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3315.629726774568,221341.50521761132,0.0,7105.97386215297,1.0
 ,825,20282.570832513138,14804.796228111778,3507.0010823674656,311.7334295437747,2814.6000433672584,0.0,10067.26143511601,0.0,2493.8674363501977,0.0,2502.866613823484,28645.182944634755,0.0,48191.51829266825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221341.50521761132,311.7334295437747,48191.51829266825,1.0
 ,826,20282.570832513138,14804.79622811178,17583.24033954523,1562.9546968484651,2814.6000433672584,0.0,10067.261435116012,0.0,12503.637574787721,0.0,1251.6453465187938,27393.537598115956,0.0,102339.29165521683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221341.50521761132,1562.9546968484651,102339.29165521683,1.0
 ,827,19578.455658504932,14290.843546353964,30565.017090585952,2716.8904080520847,2716.8904080520847,0.0,9717.773611520697,0.0,21735.123264416678,0.0,0.0,27393.537598115956,0.0,151072.28768151058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221341.50521761132,2716.8904080520847,151072.28768151056,1.0
 ,828,20282.570832513138,14804.79622811178,42543.40172089688,3781.6357085241675,2814.6000433672584,0.0,10067.261435116012,0.0,30253.08566819334,967.0356651569086,0.0,28360.573263272865,0.0,199263.8059741788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221341.50521761132,3781.6357085241675,199263.8059741788,1.0
 ,829,20282.570832513138,14804.796228111778,53151.68265473611,4724.594013754321,2814.6000433672584,0.0,10067.26143511601,0.0,37796.75211003457,1909.993970387063,0.0,30270.567233659927,0.0,240957.59146334123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221341.50521761132,4724.594013754321,240957.5914633412,1.0
 ,830,20282.570832513138,14804.79622811178,58800.24782729986,5226.688695759988,2814.6000433672584,0.0,10067.261435116012,0.0,41813.509566079905,2412.088652392729,0.0,32682.655886052657,0.0,263158.17854198616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221341.50521761132,5226.688695759988,263158.17854198616,1.0
 ,831,20282.570832513138,14804.796228111778,55493.77065311621,4932.77961361033,2814.6000433672584,0.0,10067.26143511601,0.0,39462.23690888264,2118.179570243071,0.0,34800.83545629573,0.0,250162.7129349745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221341.50521761132,4932.77961361033,250162.71293497446,1.0
 ,832,20282.570832513138,14804.796228111778,43921.10054347341,3904.0978260865254,2814.6000433672584,0.0,10067.26143511601,0.0,31232.782608692203,1089.4977827192677,0.0,35890.333239015,0.0,204678.58331043366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221341.50521761132,3904.0978260865254,204678.58331043366,1.0
 ,833,19718.80301089565,14393.286869266896,30784.121155751447,2736.3663249556844,2736.366324955684,0.0,9787.43507110149,0.0,21890.930599645475,0.0,0.0,35890.333239015,0.0,152155.24314876157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221341.50521761132,2736.3663249556844,152155.24314876157,1.0
 ,834,12420.740686578394,9066.234077794448,19390.709767145923,1723.6186459685266,1723.6186459685264,0.0,6165.039172900225,0.0,13788.949167748213,0.0,0.0,35890.333239015,0.0,95841.558851711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221341.50521761132,1723.6186459685266,95841.558851711,1.0
 ,835,20282.570832513138,14804.79622811178,2943.9515120803544,261.68457885158705,2814.6000433672584,0.0,10067.261435116012,0.0,2093.4766308126964,0.0,2552.915464515672,33337.41777449933,0.0,46025.60735816631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221341.50521761132,261.68457885158705,46025.6073581663,1.0
 ,836,20282.570832513138,14804.79622811178,0.0,0.0,2814.6000433672584,0.0,10067.261435116012,0.0,0.0,0.0,2814.6000433672584,30522.81773113207,0.0,9746.599205258746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26267.750182960484,195073.75503465085,0.0,36014.34938821922,1.0
 ,837,5755.755402406857,4201.281315625442,0.0,0.0,798.7226835789814,0.0,2856.871294625301,0.0,0.0,0.0,798.7226835789814,29724.095047553088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10365.666605994185,184708.08842865666,0.0,10365.666605994184,1.0
 ,838,4056.5141665026285,2960.9592456223563,0.0,0.0,562.9200086734518,0.0,2013.4522870232024,0.0,0.0,0.0,562.9200086734518,29161.175038879635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7305.465658751833,177402.62276990482,0.0,7305.465658751833,1.0
 ,839,20282.570832513138,14804.79622811178,0.0,0.0,2814.6000433672584,0.0,10067.261435116012,0.0,0.0,0.0,2814.6000433672584,26346.574995512376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36527.328293759165,140875.29447614562,0.0,36527.32829375916,1.0
 ,840,4056.5141665026285,2960.9592456223563,0.0,0.0,562.9200086734518,0.0,2013.4522870232024,0.0,0.0,0.0,562.9200086734518,25783.654986838927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7305.465658751833,133569.82881739378,0.0,7305.465658751833,1.0
 ,841,4056.5141665026285,2960.9592456223563,0.0,0.0,562.9200086734518,0.0,2013.4522870232024,0.0,0.0,0.0,562.9200086734518,25220.734978165474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7305.465658751833,126264.36315864194,0.0,7305.465658751833,1.0
