Informations,Time,MeOH biogas H2,Biogas w H2,H2O wwtp,H2_from_SOEC_A,H2_pipeline_to_MeOHCCU_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_fixed,Solar_tracking,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
Scenario: MeOH Biogas SOEC - Bench fuel,1,1829.8622153356196,2299.826828017445,781.2272736549728,69.44242432488647,69.44242432488647,0.0,0.0,0.0,555.5393945990918,0.0,0.0,0.0,0.0,0.0,0.0,722.9858634298491,0.0,2278.879935589384,0.0,0.0,0.0,0.0,0.0,69.44242432488647,3001.8657990192332,1.0
Profile: 2019,2,1415.467166290767,1779.0024494364827,604.3086446629798,53.716323970042644,53.71632397004265,0.0,0.0,0.0,429.73059176034116,0.0,0.0,0.0,0.0,0.0,0.0,554.5656383924942,0.0,1767.490328725006,0.0,0.0,0.0,0.0,0.0,53.716323970042644,2322.0559671175,1.0
Location: Bornholm,3,2199.544792798278,2764.4552040634094,939.0567045752267,83.47170707335349,83.4717070733535,0.0,0.0,0.0,667.7736565868279,0.0,0.0,0.0,0.0,0.0,0.0,871.5919443451622,0.0,2736.733442985147,0.0,0.0,0.0,0.0,0.0,83.47170707335349,3608.325387330309,1.0
Fuel: MeOH,4,2792.248933892978,3509.3839059857096,1192.1012433119852,105.96455496106535,105.96455496106536,0.0,0.0,0.0,847.7164396885228,0.0,0.0,0.0,0.0,0.0,0.0,1109.592070834338,0.0,3471.056956591965,0.0,0.0,0.0,0.0,0.0,105.96455496106535,4580.649027426303,1.0
Electrolyser: SOEC,5,3713.6448602307773,4667.422501929392,2344.3980452334044,208.3909373540804,140.9311040005163,0.0,0.0,0.0,1667.1274988326431,67.45983335356405,0.0,67.45983335356405,0.0,0.0,0.0,2139.2363741064846,0.0,6932.525358055223,0.0,0.0,0.0,0.0,0.0,208.3909373540804,9071.761732161707,1.0
CO2 capture: None,6,3713.6448602307773,4667.422501929392,2524.718845366049,224.4194529214266,140.9311040005163,0.0,0.0,0.0,1795.3556233714128,83.48834892090538,-4.902744876744691e-12,150.9481822744744,0.0,0.0,0.0,2188.771734411589,0.0,7590.939476893109,0.0,0.0,0.0,0.0,0.0,224.4194529214266,9779.711211304695,1.0
CO2taxWTTup: 0,7,3713.6448602308556,4667.42250192949,2524.718845366049,224.4194529214266,140.93110400051927,0.0,0.0,0.0,1795.3556233714128,83.48834892090731,0.0,234.43653119538124,0.0,0.0,0.0,2188.771734411589,0.0,7590.939476893109,0.0,0.0,0.0,0.0,0.0,224.4194529214266,9779.711211304697,1.0
CO2taxWTTop: 0,8,3713.6448602309065,4667.422501929554,2524.718845366049,224.4194529214266,140.9311040005212,0.0,0.0,0.0,1795.3556233714128,83.48834892090538,0.0,317.9248801162866,0.0,0.0,0.0,2188.771734411589,0.0,7590.939476893109,0.0,0.0,0.0,0.0,0.0,224.4194529214266,9779.711211304695,1.0
CO2WTTop_treshhold -1,9,3713.6448602308556,4667.42250192949,2524.718845366049,224.4194529214266,140.93110400051927,0.0,0.0,0.0,1795.3556233714128,83.48834892090731,0.0,401.4132290371939,0.0,0.0,0.0,2188.771734411589,0.0,7590.939476893109,0.0,0.0,0.0,0.0,0.0,224.4194529214266,9779.711211304697,1.0
Renewable criterion: None,10,3713.6448602307773,4667.422501929392,2524.718845366049,224.4194529214266,140.9311040005163,0.0,0.0,0.0,1795.3556233714128,83.48834892091028,0.0,484.9015779581042,0.0,423.92589213060194,0.0,2188.771734411589,0.0,7590.939476893109,0.0,423.9258921305992,0.0,0.0,0.0,224.4194529214266,9779.7112113047,1.0
