Informations,Time,MeOH biogas H2,Biogas w H2,H2O wwtp,H2_from_SOEC_A,H2_pipeline_to_MeOHCCU_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_fixed,Solar_tracking,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
Scenario: Bornholm - no byproduct sale,1,3052.394067978601,3836.3422712299352,1303.1656022309671,115.83694242053042,115.8369424205304,0.0,0.0,0.0,926.6955393642434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5007.413826572492,0.0,0.0,0.0,0.0,0.0,115.83694242053042,5007.413826572492,1.0
Profile: 2020,2,3330.660417576203,4186.075934658616,1421.9664932620901,126.39702162329691,126.3970216232969,0.0,0.0,0.0,1011.1761729863753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5463.906250359582,0.0,0.0,0.0,0.0,0.0,126.39702162329691,5463.906250359582,1.0
Location: Bornholm,3,3425.692074800742,4305.514629530987,1462.5385767021667,130.0034290401926,130.0034290401926,0.0,0.0,0.0,1040.0274323215408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5619.804480978077,0.0,0.0,0.0,0.0,0.0,130.0034290401926,5619.804480978076,1.0
Fuel: MeOH,4,3652.2821452324215,4590.299963953316,1559.2771953134932,138.6024173611994,138.6024173611994,0.0,0.0,0.0,1108.8193388895952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6760.568779276284,0.0,769.0461562841856,0.0,0.0,0.0,138.6024173611994,5991.522622992098,1.0
Electrolyser: SOEC,5,3652.2821452324215,4590.299963953316,1608.6897399641675,142.99464355237046,138.6024173611994,0.0,0.0,0.0,1143.9571484189637,4.392226191171062,0.0,4.392226191171062,0.0,0.0,0.0,0.0,0.0,6185.519018432015,0.0,0.0,0.0,0.0,0.0,142.99464355237046,6185.519018432015,1.0
CO2 capture: None,6,3652.2821452324215,4590.299963953316,1766.097545252428,156.9864484668825,138.6024173611994,0.0,0.0,0.0,1255.89158773506,18.384031105683107,0.0,22.77625729685417,0.0,0.0,0.0,0.0,0.0,6803.510806871797,0.0,0.0,0.0,0.0,0.0,156.9864484668825,6803.510806871798,1.0
CO2taxWTTup: 0,7,3652.2821452324215,4590.299963953316,1303.044300723884,115.82616006434523,138.6024173611994,0.0,0.0,0.0,926.6092805147618,0.0,22.77625729685417,0.0,0.0,0.0,0.0,0.0,0.0,7891.997854184163,0.0,2885.0501286526387,0.0,0.0,0.0,115.82616006434523,5006.947725531524,1.0
CO2taxWTTop: 0,8,3652.2821452324215,4590.299963953316,2095.179724284078,186.23819771414028,138.6024173611994,0.0,0.0,0.0,1489.9055817131223,47.635780352940884,0.0,47.635780352940884,0.0,0.0,0.0,0.0,0.0,8095.505724093336,0.0,0.0,0.0,0.0,0.0,186.23819771414028,8095.505724093336,1.0
CO2WTTop_treshhold -1,9,3652.2821452324215,4590.299963953316,2125.6150703216867,188.94356180637217,138.6024173611994,0.0,0.0,0.0,1511.5484944509774,50.34114444517279,0.0,97.97692479811367,0.0,0.0,0.0,0.0,0.0,8214.996583489547,0.0,0.0,0.0,0.0,0.0,188.94356180637217,8214.996583489545,1.0
Renewable criterion: None,10,3652.2821452324215,4590.299963953316,1559.2771953134932,138.6024173611994,138.6024173611994,0.0,0.0,0.0,1108.8193388895952,0.0,0.0,97.97692479811367,0.0,418.2141424580755,0.0,0.0,0.0,8507.189075606846,0.0,2933.8805950728233,0.0,0.0,0.0,138.6024173611994,5991.522622992098,1.0
