Informations,Time,MeOH biogas H2,Biogas w H2,H2O wwtp,H2_from_SOEC_A,H2_pipeline_to_MeOHCCU_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_fixed,Solar_tracking,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
Scenario: MeOH Biogas - Grid conn. 2030lgp,1,3475.3709198813062,4367.952522255193,1547.6247143523801,137.56664127576713,131.88871822270195,0.0,0.0,0.0,1100.533130206137,5.677923053065172,0.0,5.677923053065172,0.0,0.0,0.0,0.0,0.0,0.0,5952.0852125689025,0.0,0.0,0.0,0.0,137.56664127576713,5952.0852125689025,1.0
Profile: 2030lgp,2,3475.3709198813062,4367.952522255193,1547.6247143523806,137.56664127576715,131.88871822270195,0.0,0.0,0.0,1100.5331302061372,5.6779230530652,0.0,11.355846106130372,0.0,0.0,0.0,0.0,0.0,0.0,5952.0852125689025,0.0,-1.5919540817863196e-12,0.0,-1.5919540817863196e-12,137.56664127576715,5952.085212568904,1.0
Location: Bornholm,3,3475.3709198813062,4367.952522255193,1547.6247143523801,137.56664127576713,131.88871822270195,0.0,0.0,0.0,1100.533130206137,5.677923053065172,0.0,17.033769159195543,0.0,0.0,0.0,0.0,0.0,0.0,5952.0852125689025,0.0,0.0,0.0,-1.5919540817863196e-12,137.56664127576713,5952.0852125689025,1.0
Fuel: MeOH,4,3475.3709198813062,4367.952522255193,1547.6247143523806,137.56664127576715,131.88871822270195,0.0,0.0,0.0,1100.5331302061372,5.6779230530652,0.0,22.711692212260743,0.0,0.0,0.0,0.0,0.0,0.0,5952.0852125689025,0.0,-1.5919540817863196e-12,0.0,-3.1839081635726393e-12,137.56664127576715,5952.085212568904,1.0
Electrolyser: SOEC,5,3475.3709198813062,4367.952522255193,1547.6247143523794,137.56664127576707,131.88871822270195,0.0,0.0,0.0,1100.5331302061365,5.677923053065115,0.0,28.389615265325858,0.0,0.0,0.0,0.0,0.0,0.0,5952.0852125689025,0.0,0.0,-3.1839081635726393e-12,0.0,137.56664127576707,5952.085212568899,1.0
CO2 capture: None,6,3475.3709198813062,4367.952522255193,1547.6247143523801,137.56664127576713,131.88871822270195,0.0,0.0,0.0,1100.533130206137,5.677923053065172,0.0,34.06753831839103,0.0,0.0,0.0,0.0,0.0,0.0,5952.0852125689025,0.0,0.0,0.0,0.0,137.56664127576713,5952.0852125689025,1.0
CO2taxWTTup: 0,7,3475.3709198813062,4367.952522255193,1547.6247143523801,137.56664127576713,131.88871822270195,0.0,0.0,0.0,1100.533130206137,5.677923053065172,0.0,39.7454613714562,0.0,0.0,0.0,0.0,0.0,0.0,5952.0852125689025,0.0,0.0,0.0,0.0,137.56664127576713,5952.0852125689025,1.0
CO2taxWTTop: 0,8,3475.3709198813062,4367.952522255193,1547.6247143523801,137.56664127576713,131.88871822270195,0.0,0.0,0.0,1100.533130206137,5.677923053065172,0.0,45.42338442452137,0.0,0.0,0.0,0.0,0.0,0.0,5952.0852125689025,0.0,0.0,0.0,0.0,137.56664127576713,5952.0852125689025,1.0
CO2WTTop_treshhold 0.037,9,3475.3709198813062,4367.952522255193,1547.6247143523801,137.56664127576713,131.88871822270195,0.0,0.0,0.0,1100.533130206137,5.677923053065172,0.0,51.101307477586545,0.0,0.0,0.0,0.0,0.0,0.0,5952.0852125689025,0.0,0.0,0.0,0.0,137.56664127576713,5952.0852125689025,1.0
Renewable criterion: None,10,3475.3709198813062,4367.952522255193,1547.6247143523801,137.56664127576713,131.88871822270195,0.0,0.0,0.0,1100.533130206137,5.677923053065172,0.0,56.779230530651716,0.0,240.48829141692536,0.0,0.0,0.0,0.0,5711.596921151977,0.0,0.0,0.0,0.0,137.56664127576713,5952.0852125689025,1.0
Renewable application: 0,11,3475.3709198813062,4367.952522255193,1547.6247143523801,137.56664127576713,131.88871822270195,0.0,0.0,0.0,1100.533130206137,5.677923053065172,0.0,62.45715358371689,0.0,683.8885787168814,0.0,0.0,0.0,0.0,5268.1966338520215,0.0,0.0,0.0,0.0,137.56664127576713,5952.0852125689025,1.0
 ,12,3475.3709198813062,4367.952522255193,1547.6247143523806,137.56664127576715,131.88871822270195,0.0,0.0,0.0,1100.5331302061372,5.6779230530652,0.0,68.13507663678209,0.0,375.76295533894586,0.0,0.0,0.0,0.0,5576.322257229958,0.0,0.0,0.0,0.0,137.56664127576715,5952.085212568904,1.0
 ,13,3475.3709198813062,4367.952522255193,1547.6247143523801,137.56664127576713,131.88871822270195,0.0,0.0,0.0,1100.533130206137,5.677923053065172,0.0,73.81299968984726,0.0,308.1256233779356,0.0,0.0,0.0,0.0,5643.959589190967,0.0,0.0,0.0,0.0,137.56664127576713,5952.0852125689025,1.0
 ,14,3475.3709198813062,4367.952522255193,1547.6247143523806,137.56664127576715,131.88871822270195,0.0,0.0,0.0,1100.5331302061372,5.6779230530652,0.0,79.49092274291246,0.0,180.366218562694,0.0,0.0,0.0,0.0,5771.718994006211,0.0,0.0,0.0,0.0,137.56664127576715,5952.085212568904,1.0
 ,15,3475.3709198813062,4367.952522255193,1547.6247143523801,137.56664127576713,131.88871822270195,0.0,0.0,0.0,1100.533130206137,5.677923053065172,0.0,85.16884579597763,0.0,127.7594048152416,0.0,0.0,0.0,0.0,5824.325807753661,0.0,0.0,0.0,0.0,137.56664127576713,5952.0852125689025,1.0
 ,16,3475.3709198813062,4367.952522255193,1547.6247143523801,137.56664127576713,131.88871822270195,0.0,0.0,0.0,1100.533130206137,5.677923053065172,0.0,90.8467688490428,0.0,0.0,0.0,0.0,0.0,0.0,5952.0852125689025,0.0,0.0,0.0,0.0,137.56664127576713,5952.0852125689025,1.0
 ,17,3475.3709198813062,4367.952522255193,1547.6247143523801,137.56664127576713,131.88871822270195,0.0,0.0,0.0,1100.533130206137,5.677923053065172,0.0,96.52469190210797,0.0,0.0,0.0,0.0,0.0,0.0,5952.0852125689025,0.0,0.0,0.0,0.0,137.56664127576713,5952.0852125689025,1.0
 ,18,3475.3709198813062,4367.952522255193,1547.6247143523801,137.56664127576713,131.88871822270195,0.0,0.0,0.0,1100.533130206137,5.677923053065172,0.0,102.20261495517315,0.0,0.0,0.0,0.0,0.0,0.0,5952.0852125689025,0.0,0.0,0.0,0.0,137.56664127576713,5952.0852125689025,1.0
 ,19,3475.3709198813062,4367.952522255193,1547.6247143523801,137.56664127576713,131.88871822270195,0.0,0.0,0.0,1100.533130206137,5.677923053065172,0.0,107.88053800823832,0.0,0.0,0.0,0.0,0.0,0.0,5952.0852125689025,0.0,0.0,0.0,0.0,137.56664127576713,5952.0852125689025,1.0
 ,20,3475.3709198813062,4367.952522255193,1547.6247143523801,137.56664127576713,131.88871822270195,0.0,0.0,0.0,1100.533130206137,5.677923053065172,0.0,113.55846106130349,0.0,0.0,0.0,0.0,0.0,0.0,5952.0852125689025,0.0,0.0,0.0,0.0,137.56664127576713,5952.0852125689025,1.0
 ,21,3475.3709198813062,4367.952522255193,1547.6247143523801,137.56664127576713,131.88871822270195,0.0,0.0,0.0,1100.533130206137,5.677923053065172,0.0,119.23638411436866,0.0,0.0,0.0,0.0,0.0,0.0,5952.085212568904,0.0,1.7323708605198632e-12,0.0,1.7323708605198632e-12,137.56664127576713,5952.0852125689025,1.0
 ,22,3475.3709198813062,4367.952522255193,1547.6247143523801,137.56664127576713,131.88871822270195,0.0,0.0,0.0,1100.533130206137,5.677923053065172,0.0,124.91430716743383,0.0,0.0,0.0,0.0,0.0,0.0,5952.0852125689025,0.0,0.0,0.0,1.7323708605198632e-12,137.56664127576713,5952.0852125689025,1.0
 ,23,3475.3709198813062,4367.952522255193,1547.6247143523801,137.56664127576713,131.88871822270195,0.0,0.0,0.0,1100.533130206137,5.677923053065172,0.0,130.592230220499,0.0,0.0,0.0,0.0,0.0,0.0,5952.0852125689025,0.0,0.0,0.0,1.7323708605198632e-12,137.56664127576713,5952.0852125689025,1.0
 ,24,3475.3709198813062,4367.952522255193,1547.6247143523801,137.56664127576713,131.88871822270195,0.0,0.0,0.0,1100.533130206137,5.677923053065172,0.0,136.27015327356418,0.0,0.0,0.0,0.0,0.0,0.0,5952.0852125689025,0.0,0.0,0.0,1.7323708605198632e-12,137.56664127576713,5952.0852125689025,1.0
