Informations,Time,MeOH biogas H2,Biogas w H2,H2O wwtp,H2_from_SOEC_A,H2_pipeline_to_MeOHCCU_plant,Heat_import,Heat_export,Heat_export_process,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_tracking,SP198-HH100,SP198-HH150,SP237-HH100,SP237-HH150,SP277-HH100,SP277-HH150,SP321-HH100,SP321-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,1364,3713.8508371385087,4667.681380010147,1585.5628581995766,140.93892072885126,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.525282631874,0.0,0.0,0.0,0.0,140.93892072885126,6092.525282631873,1.0
 ,1365,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.525282631875,0.0,0.0,0.0,0.0,140.9389207288513,6092.525282631875,1.0
 ,1366,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.525282631875,0.0,0.0,0.0,0.0,140.9389207288513,6092.525282631875,1.0
 ,1367,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.525282631875,0.0,0.0,0.0,0.0,140.9389207288513,6092.525282631875,1.0
 ,1368,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.525282631874,0.0,0.0,1.3977123552123024e-12,-1.3977123552123024e-12,140.9389207288513,6092.525282631876,1.0
 ,1369,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.525282631874,0.0,0.0,1.3977123552123024e-12,-2.7954247104246048e-12,140.9389207288513,6092.525282631876,1.0
 ,1370,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.525282631875,0.0,0.0,0.0,-2.7954247104246048e-12,140.9389207288513,6092.525282631875,1.0
 ,1371,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.525282631874,0.0,-1.2645968928111307e-12,0.0,-4.0600216032357355e-12,140.9389207288513,6092.525282631875,1.0
 ,1372,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.525282631874,0.0,-1.2645968928111307e-12,0.0,-5.324618496046866e-12,140.9389207288513,6092.525282631875,1.0
 ,1373,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.52528263188,0.0,5.324618496046866e-12,0.0,0.0,140.9389207288513,6092.525282631876,1.0
 ,1374,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.525282631875,0.0,0.0,0.0,0.0,140.9389207288513,6092.525282631875,1.0
 ,1375,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,196.82166845506785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5895.703614176807,0.0,0.0,0.0,0.0,140.9389207288513,6092.525282631875,1.0
 ,1376,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,1467.2160739377787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4625.309208694096,0.0,0.0,0.0,0.0,140.9389207288513,6092.525282631875,1.0
 ,1377,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,3515.950713765531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2576.574568866344,0.0,0.0,0.0,0.0,140.9389207288513,6092.525282631875,1.0
 ,1378,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,5824.132098374963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.3931842569122,0.0,0.0,0.0,0.0,140.9389207288513,6092.525282631875,1.0
 ,1379,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,6271.45407213648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.92878950460545,0.0,0.0,0.0,140.9389207288513,6092.525282631875,1.0
 ,1380,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,6119.364601057565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.83931842569018,0.0,0.0,0.0,140.9389207288513,6092.525282631875,1.0
 ,1381,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,6029.900206305261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.62507632661387,0.0,0.0,0.0,0.0,140.9389207288513,6092.525282631875,1.0
 ,1382,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,5672.042627296047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.4826553358284,0.0,0.0,0.0,0.0,140.9389207288513,6092.525282631875,1.0
 ,1383,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,4321.130266536263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1771.3950160956124,0.0,0.0,0.0,0.0,140.9389207288513,6092.525282631875,1.0
 ,1384,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,2388.6993398865056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3703.8259427453695,0.0,0.0,0.0,0.0,140.9389207288513,6092.525282631875,1.0
 ,1385,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,313.12538163306255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5779.399900998816,0.0,3.3953792158821933e-12,0.0,3.3953792158821933e-12,140.9389207288513,6092.525282631876,1.0
 ,1386,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.525282631875,0.0,0.0,0.0,3.3953792158821933e-12,140.9389207288513,6092.525282631875,1.0
 ,1387,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.525282631875,0.0,0.0,0.0,3.3953792158821933e-12,140.9389207288513,6092.525282631875,1.0
 ,1388,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.525282631874,0.0,-1.2645968928111307e-12,0.0,2.1307823230710625e-12,140.9389207288513,6092.525282631875,1.0
 ,1389,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.525282631874,0.0,-8.661854302599316e-13,0.0,1.2645968928111307e-12,140.9389207288513,6092.525282631875,1.0
 ,1390,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.525282631874,0.0,-1.2645968928111307e-12,0.0,0.0,140.9389207288513,6092.525282631875,1.0
 ,1391,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.525282631877,0.0,2.9969677533309943e-12,0.0,2.9969677533309943e-12,140.9389207288513,6092.525282631876,1.0
 ,1392,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.525282631874,0.0,-8.661854302599316e-13,0.0,2.1307823230710625e-12,140.9389207288513,6092.525282631875,1.0
 ,1393,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.525282631874,0.0,-8.661854302599316e-13,0.0,1.2645968928111307e-12,140.9389207288513,6092.525282631875,1.0
 ,1394,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.525282631874,0.0,-1.2645968928111307e-12,0.0,0.0,140.9389207288513,6092.525282631875,1.0
 ,1395,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.525282631874,0.0,0.0,1.3977123552123024e-12,-1.3977123552123024e-12,140.9389207288513,6092.525282631876,1.0
 ,1396,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.525282631874,0.0,-1.2645968928111307e-12,0.0,-2.662309248023433e-12,140.9389207288513,6092.525282631875,1.0
 ,1397,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.525282631878,0.0,3.6196720919949363e-12,0.0,9.573628439715034e-13,140.9389207288513,6092.525282631876,1.0
 ,1398,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.525282631874,0.0,0.0,9.573628439715034e-13,0.0,140.9389207288513,6092.525282631876,1.0
 ,1399,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,232.6074263559893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5859.917856275885,0.0,0.0,0.0,0.0,140.9389207288513,6092.525282631875,1.0
 ,1400,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,1413.5374370863965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4678.987845545478,0.0,0.0,0.0,0.0,140.9389207288513,6092.525282631875,1.0
 ,1401,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,4616.362769218865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1476.1625134130104,0.0,0.0,0.0,0.0,140.9389207288513,6092.525282631875,1.0
 ,1402,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,6414.597103740166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.07182110829126,0.0,0.0,0.0,140.9389207288513,6092.525282631875,1.0
 ,1403,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,6495.115059017239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402.58977638536453,0.0,0.0,0.0,140.9389207288513,6092.525282631875,1.0
 ,1404,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,6217.775435285098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.25015265322327,0.0,0.0,0.0,140.9389207288513,6092.525282631875,1.0
 ,1405,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,5958.328690503418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.19659212845679,0.0,0.0,0.0,0.0,140.9389207288513,6092.525282631875,1.0
 ,1406,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,5457.328079890518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635.1972027413572,0.0,0.0,0.0,0.0,140.9389207288513,6092.525282631875,1.0
 ,1407,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,4446.380419189488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1646.1448634423873,0.0,0.0,0.0,0.0,140.9389207288513,6092.525282631875,1.0
 ,1408,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,2594.4674478168035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3498.0578348150716,0.0,0.0,0.0,0.0,140.9389207288513,6092.525282631875,1.0
 ,1409,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,465.2148527119786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5627.310429919896,0.0,0.0,0.0,0.0,140.9389207288513,6092.525282631875,1.0
 ,1410,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.52528263188,0.0,5.058387571244523e-12,0.0,5.058387571244523e-12,140.9389207288513,6092.525282631876,1.0
 ,1411,3713.8508371385087,4667.681380010147,1585.5628581995766,140.93892072885126,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.525282631874,0.0,0.0,0.0,5.058387571244523e-12,140.93892072885126,6092.525282631873,1.0
 ,1412,3713.8508371385087,4667.681380010147,1585.5628581995766,140.93892072885126,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.525282631874,0.0,0.0,0.0,5.058387571244523e-12,140.93892072885126,6092.525282631873,1.0
 ,1413,3713.8508371385087,4667.681380010147,1585.5628581995766,140.93892072885126,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.525282631874,0.0,0.0,0.0,5.058387571244523e-12,140.93892072885126,6092.525282631873,1.0
 ,1414,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.525282631874,0.0,-1.2645968928111307e-12,0.0,3.793790678433392e-12,140.9389207288513,6092.525282631875,1.0
 ,1415,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.525282631874,0.0,-1.2645968928111307e-12,0.0,2.5291937856222615e-12,140.9389207288513,6092.525282631875,1.0
 ,1416,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.525282631874,0.0,-1.2645968928111307e-12,0.0,1.2645968928111307e-12,140.9389207288513,6092.525282631875,1.0
 ,1417,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.525282631874,0.0,-1.2645968928111307e-12,0.0,0.0,140.9389207288513,6092.525282631875,1.0
 ,1418,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.525282631875,0.0,0.0,0.0,0.0,140.9389207288513,6092.525282631875,1.0
 ,1419,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.525282631874,0.0,-8.661854302599316e-13,0.0,-8.661854302599316e-13,140.9389207288513,6092.525282631875,1.0
 ,1420,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.525282631875,0.0,0.0,0.0,-8.661854302599316e-13,140.9389207288513,6092.525282631875,1.0
 ,1421,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.525282631875,0.0,0.0,0.0,-8.661854302599316e-13,140.9389207288513,6092.525282631875,1.0
 ,1422,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.525282631874,0.0,-1.2645968928111307e-12,0.0,-2.1307823230710625e-12,140.9389207288513,6092.525282631875,1.0
 ,1423,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,384.69689743490534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5707.828385196971,0.0,0.0,-2.1307823230710625e-12,0.0,140.9389207288513,6092.525282631875,1.0
 ,1424,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,849.9117501468841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5242.613532484991,0.0,0.0,0.0,0.0,140.9389207288513,6092.525282631875,1.0
 ,1425,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,1619.3055450166946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4473.21973761518,0.0,0.0,0.0,0.0,140.9389207288513,6092.525282631875,1.0
 ,1426,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,4312.183827061032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1780.3414555708428,0.0,0.0,0.0,0.0,140.9389207288513,6092.525282631875,1.0
 ,1427,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,6003.06088787957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.46439475230495,0.0,0.0,0.0,0.0,140.9389207288513,6092.525282631875,1.0
 ,1428,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,6190.936116859407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.41083422753218,0.0,0.0,0.0,140.9389207288513,6092.525282631875,1.0
 ,1429,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,5824.132098374963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.3931842569122,0.0,0.0,0.0,0.0,140.9389207288513,6092.525282631875,1.0
 ,1430,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,4151.147916506886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1941.3773661249893,0.0,0.0,0.0,0.0,140.9389207288513,6092.525282631875,1.0
 ,1431,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,2648.1460846681857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3444.3791979636894,0.0,0.0,0.0,0.0,140.9389207288513,6092.525282631875,1.0
 ,1432,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,1825.073652946993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4267.4516296848815,0.0,0.0,0.0,0.0,140.9389207288513,6092.525282631875,1.0
 ,1433,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,232.6074263559893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5859.917856275885,0.0,0.0,0.0,0.0,140.9389207288513,6092.525282631875,1.0
 ,1434,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.525282631875,0.0,0.0,0.0,0.0,140.9389207288513,6092.525282631875,1.0
 ,1435,3713.8508371385087,4667.681380010147,1585.5628581995775,140.93892072885134,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.5252826318765,0.0,0.0,0.0,0.0,140.93892072885134,6092.5252826318765,1.0
 ,1436,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.525282631875,0.0,0.0,0.0,0.0,140.9389207288513,6092.525282631875,1.0
 ,1437,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.525282631875,0.0,0.0,0.0,0.0,140.9389207288513,6092.525282631875,1.0
 ,1438,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.525282631875,0.0,0.0,0.0,0.0,140.9389207288513,6092.525282631875,1.0
 ,1439,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.525282631875,0.0,0.0,0.0,0.0,140.9389207288513,6092.525282631875,1.0
 ,1440,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.525282631875,0.0,0.0,0.0,0.0,140.9389207288513,6092.525282631875,1.0
 ,1441,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.525282631875,0.0,0.0,0.0,0.0,140.9389207288513,6092.525282631875,1.0
 ,1442,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.525282631878,0.0,3.3953792158821933e-12,0.0,3.3953792158821933e-12,140.9389207288513,6092.525282631876,1.0
 ,1443,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.525282631874,0.0,-1.2645968928111307e-12,0.0,2.1307823230710625e-12,140.9389207288513,6092.525282631875,1.0
 ,1444,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.525282631874,0.0,-8.661854302599316e-13,0.0,1.2645968928111307e-12,140.9389207288513,6092.525282631875,1.0
 ,1445,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.525282631874,0.0,-1.2645968928111307e-12,0.0,0.0,140.9389207288513,6092.525282631875,1.0
 ,1446,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.525282631874,0.0,0.0,9.573628439715034e-13,-9.573628439715034e-13,140.9389207288513,6092.525282631876,1.0
 ,1447,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,152.0894710789161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5940.435811552959,0.0,9.573628439715034e-13,0.0,0.0,140.9389207288513,6092.525282631876,1.0
 ,1448,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,662.0365211670464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5430.488761464829,0.0,0.0,0.0,0.0,140.9389207288513,6092.525282631875,1.0
 ,1449,3713.8508371385087,4667.681380010147,1585.562858199577,140.9389207288513,140.93892072885134,0.0,0.0,0.0,0.0,0.0,0.0,1243.5550870570198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4848.970195574855,0.0,0.0,0.0,0.0,140.9389207288513,6092.525282631875,1.0
