Informations,Time,MeOH biogas H2,Biogas w H2,H2O wwtp,H2_from_SOEC_A,H2_pipeline_to_MeOHCCU_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_fixed,Solar_tracking,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
Scenario: Base case,1,3073.3930440716026,3862.734426975238,1312.1307432701096,116.63384384623197,116.63384384623197,0.0,0.0,0.0,933.0707507698557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5041.862381015397,0.0,0.0,0.0,0.0,0.0,116.63384384623197,5041.862381015397,1.0
Profile: 2020,2,3353.573729856654,4214.874086705084,1431.7489262416018,127.26657122147571,127.26657122147573,0.0,0.0,0.0,1018.1325697718057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5501.495249083356,0.0,0.0,0.0,0.0,0.0,127.26657122147571,5501.495249083355,1.0
Location: Bornholm,3,3449.259158335393,4335.134461295848,1472.600125743113,130.8977889549434,130.8977889549434,0.0,0.0,0.0,1047.1823116395472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5658.465983167914,0.0,0.0,0.0,0.0,0.0,130.8977889549434,5658.465983167913,1.0
Fuel: MeOH,4,3653.7874853073095,4592.191921424486,1559.9198736052097,138.65954432046308,138.65954432046308,0.0,0.0,0.0,1109.2763545637047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6807.078181080072,0.0,813.0860667520537,0.0,0.0,0.0,138.65954432046308,5993.992114328018,1.0
Electrolyser: SOEC,5,3653.7874853073095,4592.191921424486,1619.5421183509206,143.95929940897074,138.65954432046308,0.0,0.0,0.0,1151.674395271766,5.2997550885076805,0.0,5.2997550885076805,0.0,0.0,0.0,0.0,0.0,6228.072359546611,0.0,0.0,0.0,0.0,0.0,143.95929940897074,6228.072359546611,1.0
CO2 capture: None,6,3653.7874853073095,4592.191921424486,1500.2976288594982,133.3597892319554,138.65954432046308,0.0,0.0,0.0,1066.8783138556432,0.0,5.2997550885076805,0.0,0.0,0.0,0.0,0.0,0.0,6850.3156287919865,0.0,1085.4219898993642,0.0,0.0,0.0,133.3597892319554,5764.893638892622,1.0
CO2taxWTTup: 0,7,3653.7874853073095,4592.191921424486,2057.1871159769717,182.8610769757308,138.65954432046308,0.0,0.0,0.0,1462.8886158058465,44.20153265526775,0.0,44.20153265526775,0.0,0.0,0.0,0.0,0.0,7946.290933837466,0.0,0.0,0.0,0.0,0.0,182.8610769757308,7946.290933837466,1.0
CO2taxWTTop: 0,8,3653.7874853073095,4592.191921424486,1062.6526312334474,94.45801166519533,138.65954432046308,0.0,0.0,0.0,755.6640933215626,0.0,44.20153265526775,0.0,0.0,0.0,0.0,0.0,0.0,8151.19883821132,0.0,4067.956102696798,0.0,0.0,0.0,94.45801166519533,4083.2427355145223,1.0
CO2WTTop_treshhold -1,9,3653.7874853073095,4592.191921424486,2140.0236417858405,190.22432371429696,138.65954432046308,0.0,0.0,0.0,1521.7945897143757,51.56477939383391,0.0,51.56477939383391,0.0,0.0,0.0,0.0,0.0,8271.511736192298,0.0,0.0,0.0,0.0,0.0,190.22432371429696,8271.511736192297,1.0
Renewable criterion: None,10,3653.7874853073095,4592.191921424486,1559.9198736052097,138.65954432046308,138.65954432046308,0.0,0.0,0.0,1109.2763545637047,0.0,0.0,51.56477939383391,0.0,410.37920056738426,0.0,0.0,0.0,8565.714369536412,0.0,2982.101455775777,0.0,0.0,0.0,138.65954432046308,5993.992114328018,1.0
Renewable application: 0,11,3653.7874853073095,4592.191921424486,2307.6119887980026,205.12106567093358,138.65954432046308,0.0,0.0,0.0,1640.9685253674686,66.46152135047052,0.0,118.02630074430442,0.0,1167.0158516134989,0.0,0.0,0.0,8771.562218425743,0.0,1009.1051730134732,0.0,0.0,0.0,205.12106567093358,8929.472897025767,1.0
 ,12,3653.7874853073095,4592.191921424486,1559.9198736052097,138.65954432046308,138.65954432046308,0.0,0.0,0.0,1109.2763545637047,0.0,0.0,118.02630074430442,0.0,641.2175008865379,0.0,0.0,0.0,8926.653063479349,0.0,3573.878450037868,0.0,0.0,0.0,138.65954432046308,5993.992114328018,1.0
