Informations,Time,Biomass bamboo 2,Biochar,DME-B2,H2O sea,H2_from_SOEC_HI,H2_pipeline_to_Bamboo-2,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_tracking,SP198-HH100,SP198-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,3430,14068.428192265406,0.0,9135.342981990523,6050.814889456757,537.8502123961562,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,4302.801699169249,0.0,717.0045928223221,26204.101102926663,0.0,9444.653425185947,10635.02857602473,0.0,0.0,0.0,0.0,0.0,537.8502123961564,20079.682001210676,1.0
 ,3431,14068.428192265406,0.0,9135.342981990523,7437.7084200238005,661.1296373354489,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,5289.0370986835915,0.0,593.7251678830294,25610.375935043634,0.0,11261.049930454208,13044.149935011606,0.0,0.0,0.0,0.0,0.0,661.1296373354492,24305.199865465816,1.0
 ,3432,14068.428192265406,0.0,9135.342981990523,7710.277144722703,685.3579684197958,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,5482.863747358367,0.0,569.4968367986825,25040.87909824495,0.0,11636.762700610718,13498.88592683148,0.0,0.0,0.0,0.0,0.0,685.357968419796,25135.648627442195,1.0
 ,3433,14068.428192265406,0.0,9135.342981990523,8984.635945676177,798.6343062823269,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,6389.074450258615,0.0,456.22049893615144,24584.658599308797,0.0,13545.188880371466,15473.112423875726,0.0,0.0,0.0,0.0,0.0,798.634306282327,29018.30130424719,1.0
 ,3434,14068.428192265406,0.0,9135.342981990523,11317.11711187758,1005.9659655002293,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,8047.727724001835,0.0,248.88883971824896,24335.76975959055,0.0,17026.443742669635,19098.344554701685,0.0,0.0,0.0,0.0,0.0,1005.9659655002297,36124.78829737133,1.0
 ,3435,14068.428192265406,0.0,9135.342981990523,14338.653873347965,1274.5470109642636,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,10196.376087714109,19.692205745785262,0.0,24355.461965336333,0.0,21395.683541908886,23953.48255687336,0.0,0.0,0.0,0.0,0.0,1274.5470109642636,45349.166098782254,1.0
 ,3436,14068.428192265406,0.0,9135.342981990523,17605.184034297043,1564.9052474930706,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,12519.241979944565,310.05044227459234,0.0,24665.512407610924,3142.6130905311834,24743.579839872913,27688.210678586842,0.0,0.0,0.0,0.0,0.0,1564.9052474930706,55574.403608990935,1.0
 ,3437,14068.428192265406,0.0,9135.342981990523,20108.76261276842,1787.4455655794152,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,14299.564524635322,532.5907603609369,0.0,25198.10316797186,12766.865680282934,25823.840422729594,28620.83459548914,0.0,3800.171156551906,0.0,0.0,0.0,1787.4455655794152,63411.36954194977,1.0
 ,3438,14068.428192265406,0.0,9135.342981990523,20108.76261276842,1787.4455655794152,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,14299.564524635322,532.5907603609369,0.0,25730.6939283328,26417.59129227776,25397.953845374905,27869.726280023147,0.0,16273.901875726046,0.0,0.0,0.0,1787.4455655794152,63411.36954194977,1.0
 ,3439,14068.428192265406,0.0,9135.342981990523,20108.76261276842,1787.4455655794152,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,14299.564524635322,532.5907603609369,0.0,26263.284688693737,37023.910472820506,22700.750437054037,26238.574508589594,0.0,22551.86587651437,0.0,0.0,0.0,1787.4455655794152,63411.36954194977,1.0
 ,3440,14068.428192265406,0.0,9135.342981990523,20108.76261276842,1787.4455655794152,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,14299.564524635322,532.5907603609376,0.0,26795.875449054674,37907.7704045324,28379.565083340378,28854.432827950684,0.0,31730.3987738737,0.0,0.0,0.0,1787.4455655794152,63411.36954194977,1.0
 ,3441,14068.428192265406,0.0,9135.342981990523,20108.76261276842,1787.4455655794152,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,14299.564524635322,532.5907603609339,0.0,27328.46620941561,38889.8369953234,26172.139873883014,25521.84560930353,0.0,27172.452936560185,0.0,0.0,0.0,1787.4455655794152,63411.36954194976,1.0
 ,3442,14068.428192265406,0.0,9135.342981990523,20108.76261276842,1787.4455655794152,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,14299.564524635322,532.5907603609369,0.0,27861.056969776546,39184.45697256069,23587.05736469735,23233.36747761557,0.0,22593.512272923846,0.0,0.0,0.0,1787.4455655794152,63411.36954194977,1.0
 ,3443,14068.428192265406,0.0,9135.342981990523,20108.76261276842,1787.4455655794152,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,14299.564524635322,532.5907603609369,0.0,28393.647730137483,48415.88292599604,27568.183320554315,26958.761669909403,0.0,39531.45837451,0.0,0.0,0.0,1787.4455655794152,63411.36954194977,1.0
 ,3444,14068.428192265406,0.0,9135.342981990523,20108.76261276842,1787.4455655794152,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,14299.564524635322,532.5907603609369,0.0,28926.23849049842,60004.26869732978,25309.657216318737,25984.142993298432,0.0,47886.69936499719,0.0,0.0,0.0,1787.4455655794152,63411.36954194977,1.0
 ,3445,14068.428192265406,0.0,9135.342981990523,20108.76261276842,1787.4455655794152,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,14299.564524635322,532.5907603609376,0.0,29458.82925085936,66878.73483286676,28507.851377816332,29033.64210495822,0.0,61008.85877369155,0.0,0.0,0.0,1787.4455655794152,63411.36954194977,1.0
 ,3446,14068.428192265406,0.0,9135.342981990523,20108.76261276842,1787.4455655794152,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,14299.564524635322,532.5907603609339,0.0,29991.420011220293,69530.31462800242,30129.581924121936,29583.73439772268,0.0,65832.26140789728,0.0,0.0,0.0,1787.4455655794152,63411.36954194976,1.0
 ,3447,14068.428192265406,0.0,9135.342981990523,20108.76261276842,1787.4455655794152,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,14299.564524635322,532.5907603609369,0.0,30524.01077158123,66780.52817378765,29826.632666202724,29818.163625786303,0.0,63013.95492382692,0.0,0.0,0.0,1787.4455655794152,63411.36954194977,1.0
 ,3448,14068.428192265406,0.0,9135.342981990523,20108.76261276842,1787.4455655794152,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,14299.564524635322,532.5907603609369,0.0,31056.601531942168,54308.282470742015,26730.60946706659,26690.10667246297,0.0,44317.62906832182,0.0,0.0,0.0,1787.4455655794152,63411.36954194977,1.0
 ,3449,14068.428192265406,0.0,9135.342981990523,20108.76261276842,1787.4455655794152,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,14299.564524635322,532.5907603609369,0.0,31589.192292303105,42228.86340401278,25336.011353543137,24955.880907512994,0.0,29109.38612311915,0.0,0.0,0.0,1787.4455655794152,63411.36954194977,1.0
 ,3450,14068.428192265406,0.0,9135.342981990523,20108.76261276842,1787.4455655794152,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,14299.564524635322,2489.370435081029,1956.779674720092,32121.783052664043,28283.517814780647,23201.633131506722,22984.69464688273,0.0,0.0,8780.098244746141,0.0,8780.098244746141,1787.4455655794152,65689.74734842396,1.0
 ,3451,14068.428192265406,0.0,9135.342981990523,17806.01636484302,1582.7570102082684,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,12662.056081666147,327.9022049897901,0.0,32449.685257653833,11293.76579409644,22487.591704218557,22421.712670719186,0.0,0.0,0.0,0.0,8780.098244746141,1582.7570102082689,56203.07016903419,1.0
 ,3452,14068.428192265406,0.0,9135.342981990523,10084.206941723283,896.373950375403,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,7170.991603003224,0.0,358.48085484309195,32091.20440281074,883.8599317118952,15438.077927698734,16046.481377043085,0.0,0.0,0.0,0.0,8780.098244746141,896.3739503754031,32368.419236453712,1.0
 ,3453,14068.428192265406,0.0,9135.342981990523,7792.9008354303505,692.7022964826979,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,5541.618371861583,0.0,562.1525087357804,31529.05189407496,0.0,12193.608695868463,13193.77366123726,0.0,0.0,0.0,0.0,8780.098244746141,692.702296482698,25387.382357105722,1.0
 ,3454,14068.428192265406,0.0,9135.342981990523,10045.539853019623,892.9368758239666,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,7143.495006591733,0.0,361.9179293945117,31167.133964680448,0.0,11448.24316954037,12461.273781896642,0.0,0.0,0.0,8780.098244746141,0.0,892.9368758239668,32689.615196183153,1.0
 ,3455,14068.428192265406,0.0,9135.342981990523,8272.481453247092,735.3316847330749,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,5882.653477864599,0.0,519.5231204854034,30647.610844195046,0.0,12806.013761896378,14042.5308425425,0.0,0.0,0.0,0.0,0.0,735.3316847330749,26848.544604438874,1.0
 ,3456,14068.428192265406,0.0,9135.342981990523,8636.21393086894,767.6634605216836,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,6141.307684173469,0.0,487.19134469679466,30160.41949949825,0.0,13366.109770483987,14590.636760149258,0.0,0.0,0.0,0.0,0.0,767.6634605216836,27956.74653063324,1.0
 ,3457,14068.428192265406,0.0,9135.342981990523,9095.818282056332,808.5171806272295,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,6468.137445017836,0.0,446.33762459124875,29714.081874907002,0.0,14088.304079679017,15268.742007934412,0.0,0.0,0.0,0.0,0.0,808.5171806272295,29357.046087613428,1.0
 ,3458,14068.428192265406,0.0,9135.342981990523,9476.625939890979,842.3667502125315,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,6738.934001700252,0.0,412.48805500594676,29301.593819901056,0.0,14768.145887005434,15749.125932115703,0.0,0.0,0.0,0.0,0.0,842.3667502125315,30517.271819121142,1.0
 ,3459,14068.428192265406,0.0,9135.342981990523,10072.844947809612,895.3639953608543,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,7162.911962886835,0.0,359.4908098576241,28942.103010043433,0.0,15663.647851072468,16670.154230424763,0.0,0.0,0.0,0.0,0.0,895.3639953608545,32333.802081497233,1.0
 ,3460,14068.428192265406,0.0,9135.342981990523,11530.648723850149,1024.9465532311244,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,8199.572425848995,0.0,229.90825198735388,28712.194758056077,4517.506317638576,15509.821289356412,16748.03812915376,0.0,0.0,0.0,0.0,0.0,1024.9465532311247,36775.36573614875,1.0
 ,3461,14068.428192265406,0.0,9135.342981990523,17831.062482341855,1584.9833317637206,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,12679.866654109765,330.1285265452425,0.0,29042.32328460132,27203.244564910558,13913.745420025853,15164.482184849472,0.0,0.0,0.0,0.0,0.0,1584.9833317637206,56281.47216978588,1.0
 ,3462,14068.428192265406,0.0,9135.342981990523,20108.76261276842,1787.4455655794152,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,14299.564524635322,532.5907603609369,0.0,29574.914044962257,51460.28935744813,14532.647818972668,15079.954663585127,0.0,17661.522298056163,0.0,0.0,0.0,1787.4455655794152,63411.36954194977,1.0
 ,3463,14068.428192265406,0.0,9135.342981990523,20108.76261276842,1787.4455655794152,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,14299.564524635322,532.5907603609369,0.0,30107.504805323195,66976.94149194585,15512.595081517635,15535.343491187798,0.0,34613.51052270152,0.0,0.0,0.0,1787.4455655794152,63411.36954194977,1.0
 ,3464,14068.428192265406,0.0,9135.342981990523,20108.76261276842,1787.4455655794152,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,14299.564524635322,532.5907603609369,0.0,30640.095565684132,74735.2675591947,16315.61871722892,16208.274353905876,0.0,43847.79108837974,0.0,0.0,0.0,1787.4455655794152,63411.36954194977,1.0
 ,3465,14068.428192265406,0.0,9135.342981990523,20108.76261276842,1787.4455655794152,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,14299.564524635322,532.5907603609369,0.0,31172.68632604507,78761.74058143779,13329.356267849429,13306.327929878498,0.0,41986.05523721595,0.0,0.0,0.0,1787.4455655794152,63411.36954194977,1.0
 ,3466,14068.428192265406,0.0,9135.342981990523,20108.76261276842,1787.4455655794152,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,14299.564524635322,532.5907603609369,0.0,31705.277086406008,80627.66710394066,12782.769635210616,12564.092258709763,0.0,42563.15945591128,0.0,0.0,0.0,1787.4455655794152,63411.36954194977,1.0
 ,3467,14068.428192265406,0.0,9135.342981990523,20108.76261276842,1787.4455655794152,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,14299.564524635322,532.5907603609369,0.0,32237.867846766945,80725.87376301977,16634.297007414436,16774.087728400118,0.0,50722.88895688456,0.0,0.0,0.0,1787.4455655794152,63411.36954194977,1.0
 ,3468,14068.428192265406,0.0,9135.342981990523,20108.76261276842,1787.4455655794152,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,14299.564524635322,532.5907603609369,0.0,32770.45860712788,80038.42714946608,12738.07688372326,12677.63583894025,0.0,42042.77033017983,0.0,0.0,0.0,1787.4455655794152,63411.36954194977,1.0
 ,3469,14068.428192265406,0.0,9135.342981990523,20108.76261276842,1787.4455655794152,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,14299.564524635322,532.5907603609369,0.0,33303.04936748882,81118.70039933617,12639.453322259673,12498.419876536873,0.0,42845.204056182956,0.0,0.0,0.0,1787.4455655794152,63411.36954194977,1.0
 ,3470,14068.428192265406,0.0,9135.342981990523,20108.76261276842,1787.4455655794152,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,14299.564524635322,532.5907603609369,0.0,33835.64012784976,80824.08042209886,15589.8688559599,15745.155918205739,0.0,48747.73565431474,0.0,0.0,0.0,1787.4455655794152,63411.36954194977,1.0
 ,3471,14068.428192265406,0.0,9135.342981990523,20108.76261276842,1787.4455655794152,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,14299.564524635322,532.5907603609369,0.0,34368.230888210695,77779.6739906468,18471.613125080275,18939.46301096311,0.0,51779.38058474042,0.0,0.0,0.0,1787.4455655794152,63411.36954194977,1.0
 ,3472,14068.428192265406,0.0,9135.342981990523,20108.76261276842,1787.4455655794152,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,14299.564524635322,532.5907603609369,0.0,34900.82164857163,61575.575242595376,22831.19076159835,23587.018665890508,0.0,44582.415128134475,0.0,0.0,0.0,1787.4455655794152,63411.36954194977,1.0
 ,3473,14068.428192265406,0.0,9135.342981990523,20108.76261276842,1787.4455655794152,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,14299.564524635322,532.5907603609369,0.0,35433.41240893257,35845.43056387131,26046.316452426254,26641.45032783419,0.0,25121.82780218199,0.0,0.0,0.0,1787.4455655794152,63411.36954194977,1.0
 ,3474,14068.428192265406,0.0,9135.342981990523,20108.76261276842,1787.4455655794152,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,14299.564524635322,1194.3598104199912,661.7690500590463,35966.003169293515,16105.892088972316,28135.091648026617,29011.551868989784,0.0,0.0,8780.098244746141,0.0,8780.098244746141,1787.4455655794152,64472.437361242584,1.0
 ,3475,14068.428192265406,0.0,9135.342981990523,19406.594969819722,1725.0306639839753,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,13800.245311871802,470.1758587654971,0.0,36436.179028059014,7758.3260672488595,26242.638629611894,27212.40557143536,0.0,0.0,0.0,0.0,8780.098244746141,1725.0306639839757,61213.37026829612,1.0
 ,3476,14068.428192265406,0.0,9135.342981990523,16341.486097633586,1452.5765420118744,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,11620.612336094995,197.7217367933959,0.0,36633.90076485241,1571.3065452655917,24541.046629094184,25506.28976294945,0.0,0.0,0.0,0.0,8780.098244746141,1452.5765420118746,51618.64293730923,1.0
 ,3477,14068.428192265406,0.0,9135.342981990523,12900.154751680271,1146.6804223715797,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,9173.443378972637,0.0,108.17438284689865,36525.726382005516,0.0,19393.346211068372,21554.562015371794,0.0,0.0,0.0,0.0,8780.098244746141,1146.6804223715799,40947.908226440166,1.0
 ,3478,14068.428192265406,0.0,9135.342981990523,11759.499984946944,1045.2888875508395,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,8362.311100406716,0.0,209.5659176676386,36316.160464337874,0.0,17847.004193560526,19625.614122334882,0.0,0.0,0.0,0.0,8780.098244746141,1045.28888755084,37472.618315895415,1.0
